Freq.	V(vout)/(V(v1)-V(v2))
3.63078054770097e+005	(4.23051557384706e+001dB,-1.79900963558036e+002°)
3.71535229097168e+005	(4.23053876459478e+001dB,-1.79899318542563e+002°)
3.80189396320557e+005	(4.23056490608931e+001dB,-1.79897673962538e+002°)
3.89045144994276e+005	(4.23059150165396e+001dB,-1.79896030792903e+002°)
3.98107170553493e+005	(4.23061724587978e+001dB,-1.79894390553393e+002°)
4.07380277804108e+005	(4.23064452545334e+001dB,-1.79892755209558e+002°)
4.16869383470331e+005	(4.23067307813938e+001dB,-1.79891127669579e+002°)
4.26579518801588e+005	(4.23070251951226e+001dB,-1.79889509147840e+002°)
4.36515832240161e+005	(4.23073231908073e+001dB,-1.79887902093615e+002°)
4.46683592150958e+005	(4.23076435339377e+001dB,-1.79886309266932e+002°)
4.57088189614870e+005	(4.23079651054793e+001dB,-1.79884732492855e+002°)
4.67735141287193e+005	(4.23082907306213e+001dB,-1.79883173064975e+002°)
4.78630092322633e+005	(4.23086213599006e+001dB,-1.79881635185321e+002°)
4.89778819368440e+005	(4.23089812802128e+001dB,-1.79880120864774e+002°)
5.01187233627266e+005	(4.23093295635625e+001dB,-1.79878632475827e+002°)
5.12861383991359e+005	(4.23096991318784e+001dB,-1.79877172150253e+002°)
5.24807460249766e+005	(4.23100701716770e+001dB,-1.79875743799934e+002°)
5.37031796370246e+005	(4.23104458247813e+001dB,-1.79874348304554e+002°)
5.49540873857618e+005	(4.23108397381139e+001dB,-1.79872990049414e+002°)
5.62341325190342e+005	(4.23112503849362e+001dB,-1.79871669853020e+002°)
5.75439937337150e+005	(4.23116484650473e+001dB,-1.79870392724009e+002°)
5.88843655355582e+005	(4.23120528957980e+001dB,-1.79869158517154e+002°)
6.02559586074350e+005	(4.23124803040749e+001dB,-1.79867972506301e+002°)
6.16595001861474e+005	(4.23129191342377e+001dB,-1.79866835354001e+002°)
6.30957344480185e+005	(4.23133428854599e+001dB,-1.79865750415668e+002°)
6.45654229034647e+005	(4.23137984586198e+001dB,-1.79864719664368e+002°)
6.60693448007588e+005	(4.23142418374078e+001dB,-1.79863746180013e+002°)
6.76082975391973e+005	(4.23147023079939e+001dB,-1.79862832086575e+002°)
6.91830970918928e+005	(4.23151563254144e+001dB,-1.79861978680192e+002°)
7.07945784384129e+005	(4.23156160717749e+001dB,-1.79861188655411e+002°)
7.24435960074981e+005	(4.23161045759611e+001dB,-1.79860464884849e+002°)
7.41310241300908e+005	(4.23165913798555e+001dB,-1.79859807710001e+002°)
7.58577575029174e+005	(4.23170576410853e+001dB,-1.79859218906274e+002°)
7.76247116628682e+005	(4.23175454839319e+001dB,-1.79858699980618e+002°)
7.94328234724271e+005	(4.23180327653207e+001dB,-1.79858253911268e+002°)
8.12830516164089e+005	(4.23185334395878e+001dB,-1.79857880495802e+002°)
8.31763771102660e+005	(4.23190221974193e+001dB,-1.79857579726819e+002°)
8.51138038202365e+005	(4.23195239011456e+001dB,-1.79857354090896e+002°)
8.70963589956069e+005	(4.23200240888025e+001dB,-1.79857204174974e+002°)
8.91250938133734e+005	(4.23205206682058e+001dB,-1.79857129094862e+002°)
9.12010839355898e+005	(4.23210239121347e+001dB,-1.79857129843168e+002°)
9.33254300796979e+005	(4.23215182214824e+001dB,-1.79857205732023e+002°)
9.54992586021423e+005	(4.23220138690122e+001dB,-1.79857357335748e+002°)
9.77237220955797e+005	(4.23225086354356e+001dB,-1.79857585023140e+002°)
9.99999999999987e+005	(4.23230008736822e+001dB,-1.79857886245170e+002°)
1.02329299228074e+006	(4.23234895065252e+001dB,-1.79858261390177e+002°)
1.04712854805089e+006	(4.23239872130642e+001dB,-1.79858709397952e+002°)
1.07151930523759e+006	(4.23244699060261e+001dB,-1.79859228609849e+002°)
1.09647819614317e+006	(4.23249526731184e+001dB,-1.79859819260139e+002°)
1.12201845430195e+006	(4.23254270867186e+001dB,-1.79860477438854e+002°)
1.14815362149687e+006	(4.23258988523015e+001dB,-1.79861203227966e+002°)
1.17489755493951e+006	(4.23263757027830e+001dB,-1.79861994649828e+002°)
1.20226443461740e+006	(4.23268291231341e+001dB,-1.79862848315951e+002°)
1.23026877081236e+006	(4.23272964395664e+001dB,-1.79863764390891e+002°)
1.25892541179415e+006	(4.23277407751127e+001dB,-1.79864738942251e+002°)
1.28824955169312e+006	(4.23281912795170e+001dB,-1.79865769911549e+002°)
1.31825673855639e+006	(4.23286157683275e+001dB,-1.79866855540705e+002°)
1.34896288259163e+006	(4.23290482034820e+001dB,-1.79867993840130e+002°)
1.38038426460287e+006	(4.23294742684263e+001dB,-1.79869181658068e+002°)
1.41253754462273e+006	(4.23298819299789e+001dB,-1.79870415467427e+002°)
1.44543977074591e+006	(4.23302871539269e+001dB,-1.79871694669684e+002°)
1.47910838816819e+006	(4.23306958965849e+001dB,-1.79873014750600e+002°)
1.51356124843619e+006	(4.23310908039272e+001dB,-1.79874374198401e+002°)
1.54881661891246e+006	(4.23314703592005e+001dB,-1.79875770068001e+002°)
1.58489319246109e+006	(4.23318344392431e+001dB,-1.79877199018124e+002°)
1.62181009735891e+006	(4.23321990057320e+001dB,-1.79878660021944e+002°)
1.65958690743754e+006	(4.23325559543786e+001dB,-1.79880149203777e+002°)
1.69824365246172e+006	(4.23328999681548e+001dB,-1.79881663567608e+002°)
1.73780082874935e+006	(4.23332405473945e+001dB,-1.79883202409534e+002°)
1.77827941003890e+006	(4.23335635107152e+001dB,-1.79884760945845e+002°)
1.81970085860996e+006	(4.23338949471276e+001dB,-1.79886338689852e+002°)
1.86208713666284e+006	(4.23341987675428e+001dB,-1.79887932245567e+002°)
1.90546071796322e+006	(4.23345049858902e+001dB,-1.79889539502353e+002°)
1.94984459975802e+006	(4.23347933435607e+001dB,-1.79891157697840e+002°)
1.99526231496885e+006	(4.23350713132018e+001dB,-1.79892785680300e+002°)
2.04173794466950e+006	(4.23353601676343e+001dB,-1.79894420790023e+002°)
2.08929613085401e+006	(4.23356190118883e+001dB,-1.79896060860468e+002°)
2.13796208950220e+006	(4.23358839316642e+001dB,-1.79897704245288e+002°)
2.18776162394952e+006	(4.23361418869054e+001dB,-1.79899349536958e+002°)
2.23872113856831e+006	(4.23363804724889e+001dB,-1.79900993675036e+002°)
2.29086765276774e+006	(4.23366133623732e+001dB,-1.79902635988804e+002°)
2.34422881531989e+006	(4.23368425827612e+001dB,-1.79904275251389e+002°)
2.39883291901946e+006	(4.23370583873982e+001dB,-1.79905908436938e+002°)
2.45470891568499e+006	(4.23372760940280e+001dB,-1.79907535299019e+002°)
2.51188643150954e+006	(4.23374744371171e+001dB,-1.79909154153400e+002°)
2.57039578276883e+006	(4.23376826578535e+001dB,-1.79910764059402e+002°)
2.63026799189534e+006	(4.23378672132420e+001dB,-1.79912363212596e+002°)
2.69153480392688e+006	(4.23380582293127e+001dB,-1.79913950881509e+002°)
2.75422870333813e+006	(4.23382224175875e+001dB,-1.79915526322161e+002°)
2.81838293126441e+006	(4.23384031927657e+001dB,-1.79917088085722e+002°)
2.88403150312656e+006	(4.23385670139193e+001dB,-1.79918635432477e+002°)
2.95120922666634e+006	(4.23387195772720e+001dB,-1.79920168007216e+002°)
3.01995172040197e+006	(4.23388779693428e+001dB,-1.79921684301025e+002°)
3.09029543251354e+006	(4.23390226995182e+001dB,-1.79923184348086e+002°)
3.16227766016833e+006	(4.23391706006082e+001dB,-1.79924667050039e+002°)
3.23593656929623e+006	(4.23393015500827e+001dB,-1.79926132026316e+002°)
3.31131121482586e+006	(4.23394325067800e+001dB,-1.79927578592894e+002°)
3.38844156139197e+006	(4.23395678997755e+001dB,-1.79929006786802e+002°)
3.46736850452526e+006	(4.23396863419633e+001dB,-1.79930415809301e+002°)
3.54813389233570e+006	(4.23398044116474e+001dB,-1.79931805382198e+002°)
3.63078054770096e+006	(4.23399128707382e+001dB,-1.79933175644081e+002°)
3.71535229097167e+006	(4.23400151363054e+001dB,-1.79934525373866e+002°)
3.80189396320555e+006	(4.23401138656116e+001dB,-1.79935855429522e+002°)
3.89045144994275e+006	(4.23402244967827e+001dB,-1.79937165090304e+002°)
3.98107170553491e+006	(4.23403107121832e+001dB,-1.79938454094275e+002°)
4.07380277804106e+006	(4.23404006039812e+001dB,-1.79939722856545e+002°)
4.16869383470329e+006	(4.23404820243423e+001dB,-1.79940970667554e+002°)
4.26579518801586e+006	(4.23405693983709e+001dB,-1.79942198253555e+002°)
4.36515832240159e+006	(4.23406504518072e+001dB,-1.79943405323991e+002°)
4.46683592150956e+006	(4.23407382177059e+001dB,-1.79944591547876e+002°)
4.57088189614868e+006	(4.23408076421091e+001dB,-1.79945757183964e+002°)
4.67735141287191e+006	(4.23408708723255e+001dB,-1.79946902523055e+002°)
4.78630092322631e+006	(4.23409395492309e+001dB,-1.79948027220371e+002°)
4.89778819368438e+006	(4.23410003867385e+001dB,-1.79949132031125e+002°)
5.01187233627264e+006	(4.23410638868578e+001dB,-1.79950216392937e+002°)
5.12861383991357e+006	(4.23411160045923e+001dB,-1.79951281061118e+002°)
5.24807460249764e+006	(4.23411798946397e+001dB,-1.79952325541322e+002°)
5.37031796370244e+006	(4.23412274675176e+001dB,-1.79953350722171e+002°)
5.49540873857616e+006	(4.23412812450659e+001dB,-1.79954356310796e+002°)
5.62341325190340e+006	(4.23413380638319e+001dB,-1.79955342706453e+002°)
5.75439937337148e+006	(4.23413813488786e+001dB,-1.79956309929436e+002°)
5.88843655355579e+006	(4.23414328623663e+001dB,-1.79957258404619e+002°)
6.02559586074348e+006	(4.23414756498913e+001dB,-1.79958188152352e+002°)
6.16595001861472e+006	(4.23415176823545e+001dB,-1.79959099421898e+002°)
6.30957344480183e+006	(4.23415545312707e+001dB,-1.79959993027958e+002°)
6.45654229034645e+006	(4.23416059340064e+001dB,-1.79960868435336e+002°)
6.60693448007585e+006	(4.23416289995779e+001dB,-1.79961726076896e+002°)
6.76082975391971e+006	(4.23416682633671e+001dB,-1.79962566674724e+002°)
6.91830970918925e+006	(4.23417053796864e+001dB,-1.79963389938380e+002°)
7.07945784384126e+006	(4.23417340224359e+001dB,-1.79964196259910e+002°)
7.24435960074978e+006	(4.23417603909836e+001dB,-1.79964986188440e+002°)
7.41310241300905e+006	(4.23417910642324e+001dB,-1.79965759646353e+002°)
7.58577575029171e+006	(4.23418181978573e+001dB,-1.79966517124041e+002°)
7.76247116628679e+006	(4.23418477381291e+001dB,-1.79967258749315e+002°)
7.94328234724268e+006	(4.23418722203545e+001dB,-1.79967985015808e+002°)
8.12830516164086e+006	(4.23418967051849e+001dB,-1.79968695838838e+002°)
8.31763771102657e+006	(4.23419138545208e+001dB,-1.79969391609956e+002°)
8.51138038202362e+006	(4.23419406215221e+001dB,-1.79970072806705e+002°)
8.70963589956066e+006	(4.23419685294444e+001dB,-1.79970739398401e+002°)
8.91250938133731e+006	(4.23419896076743e+001dB,-1.79971391775946e+002°)
9.12010839355894e+006	(4.23419953796143e+001dB,-1.79972030226644e+002°)
9.33254300796975e+006	(4.23420149438134e+001dB,-1.79972655054143e+002°)
9.54992586021420e+006	(4.23420393175357e+001dB,-1.79973266332231e+002°)
9.77237220955794e+006	(4.23420598976436e+001dB,-1.79973864451393e+002°)
9.99999999999983e+006	(4.23420670689756e+001dB,-1.79974449592857e+002°)
1.02329299228074e+007	(4.23420896768087e+001dB,-1.79975022155271e+002°)
1.04712854805088e+007	(4.23421054544911e+001dB,-1.79975582281719e+002°)
1.07151930523759e+007	(4.23421303427360e+001dB,-1.79976130330350e+002°)
1.09647819614317e+007	(4.23421291706511e+001dB,-1.79976666152901e+002°)
1.12201845430194e+007	(4.23421425491040e+001dB,-1.79977190382426e+002°)
1.14815362149686e+007	(4.23421608629588e+001dB,-1.79977703200295e+002°)
1.17489755493951e+007	(4.23421609602219e+001dB,-1.79978204651928e+002°)
1.20226443461739e+007	(4.23421838311382e+001dB,-1.79978695206133e+002°)
1.23026877081236e+007	(4.23421934193851e+001dB,-1.79979174929163e+002°)
1.25892541179415e+007	(4.23422045269529e+001dB,-1.79979644066579e+002°)
1.28824955169311e+007	(4.23422196840301e+001dB,-1.79980102936919e+002°)
1.31825673855638e+007	(4.23422280104991e+001dB,-1.79980551567392e+002°)
1.34896288259163e+007	(4.23422316570367e+001dB,-1.79980990276741e+002°)
1.38038426460286e+007	(4.23422452990239e+001dB,-1.79981419253556e+002°)
1.41253754462273e+007	(4.23422450256111e+001dB,-1.79981838707195e+002°)
1.44543977074590e+007	(4.23422581633765e+001dB,-1.79982248851994e+002°)
1.47910838816818e+007	(4.23422609280129e+001dB,-1.79982649951534e+002°)
1.51356124843618e+007	(4.23422677418546e+001dB,-1.79983042087575e+002°)
1.54881661891245e+007	(4.23422797434595e+001dB,-1.79983425470394e+002°)
1.58489319246109e+007	(4.23422735281397e+001dB,-1.79983800212162e+002°)
1.62181009735890e+007	(4.23422880614434e+001dB,-1.79984166699195e+002°)
1.65958690743753e+007	(4.23422870345144e+001dB,-1.79984524916377e+002°)
1.69824365246171e+007	(4.23422966352010e+001dB,-1.79984875276337e+002°)
1.73780082874934e+007	(4.23423058569822e+001dB,-1.79985217602609e+002°)
1.77827941003889e+007	(4.23423154588839e+001dB,-1.79985552418102e+002°)
1.81970085860995e+007	(4.23423140548963e+001dB,-1.79985879599972e+002°)
1.86208713666283e+007	(4.23423280858009e+001dB,-1.79986199556573e+002°)
1.90546071796321e+007	(4.23423330084368e+001dB,-1.79986512248122e+002°)
1.94984459975801e+007	(4.23423300879033e+001dB,-1.79986817886166e+002°)
1.99526231496884e+007	(4.23423327343257e+001dB,-1.79987116752203e+002°)
2.04173794466949e+007	(4.23423417067473e+001dB,-1.79987408846765e+002°)
2.08929613085400e+007	(4.23423454926640e+001dB,-1.79987694361555e+002°)
2.13796208950219e+007	(4.23423448511267e+001dB,-1.79987973454614e+002°)
2.18776162394951e+007	(4.23423529392205e+001dB,-1.79988246352802e+002°)
2.23872113856830e+007	(4.23423578649328e+001dB,-1.79988512987429e+002°)
2.29086765276773e+007	(4.23423606403305e+001dB,-1.79988773646971e+002°)
2.34422881531988e+007	(4.23423616449325e+001dB,-1.79989028410341e+002°)
2.39883291901945e+007	(4.23423617642951e+001dB,-1.79989277461341e+002°)
2.45470891568499e+007	(4.23423740289703e+001dB,-1.79989520867926e+002°)
2.51188643150953e+007	(4.23423738959384e+001dB,-1.79989758782711e+002°)
2.57039578276882e+007	(4.23423745222599e+001dB,-1.79989991326188e+002°)
2.63026799189533e+007	(4.23423762874521e+001dB,-1.79990218629120e+002°)
2.69153480392687e+007	(4.23423670465183e+001dB,-1.79990440756288e+002°)
2.75422870333811e+007	(4.23423729870742e+001dB,-1.79990657841002e+002°)
2.81838293126440e+007	(4.23423690600691e+001dB,-1.79990870064433e+002°)
2.88403150312655e+007	(4.23423806940569e+001dB,-1.79991077479497e+002°)
2.95120922666633e+007	(4.23423706950180e+001dB,-1.79991280204231e+002°)
3.01995172040196e+007	(4.23423772690316e+001dB,-1.79991478329775e+002°)
3.09029543251353e+007	(4.23423885241153e+001dB,-1.79991671973995e+002°)
3.16227766016832e+007	(4.23423791582452e+001dB,-1.79991861217202e+002°)
3.23593656929622e+007	(4.23423873774636e+001dB,-1.79992046226108e+002°)
3.31131121482585e+007	(4.23423886388034e+001dB,-1.79992226977638e+002°)
3.38844156139196e+007	(4.23423828157472e+001dB,-1.79992403680747e+002°)
3.46736850452525e+007	(4.23423957163387e+001dB,-1.79992576331837e+002°)
3.54813389233569e+007	(4.23423900201122e+001dB,-1.79992745133344e+002°)
3.63078054770094e+007	(4.23423906495324e+001dB,-1.79992910054532e+002°)
3.71535229097165e+007	(4.23423983636496e+001dB,-1.79993071252116e+002°)
3.80189396320554e+007	(4.23423877339572e+001dB,-1.79993228784126e+002°)
3.89045144994273e+007	(4.23423975990083e+001dB,-1.79993382733291e+002°)
3.98107170553490e+007	(4.23423894997664e+001dB,-1.79993533200293e+002°)
4.07380277804105e+007	(4.23424020217614e+001dB,-1.79993680266288e+002°)
4.16869383470327e+007	(4.23423973385205e+001dB,-1.79993823981581e+002°)
4.26579518801584e+007	(4.23424010050377e+001dB,-1.79993964443015e+002°)
4.36515832240158e+007	(4.23424004968310e+001dB,-1.79994101719920e+002°)
4.46683592150954e+007	(4.23423961934249e+001dB,-1.79994235877940e+002°)
4.57088189614866e+007	(4.23424003662746e+001dB,-1.79994366977363e+002°)
4.67735141287189e+007	(4.23424013764657e+001dB,-1.79994495088667e+002°)
4.78630092322629e+007	(4.23423987179554e+001dB,-1.79994620315996e+002°)
4.89778819368437e+007	(4.23424052947447e+001dB,-1.79994742693392e+002°)
5.01187233627262e+007	(4.23424090883930e+001dB,-1.79994862278561e+002°)
5.12861383991355e+007	(4.23424094663517e+001dB,-1.79994979136451e+002°)
5.24807460249762e+007	(4.23424073141858e+001dB,-1.79995093372014e+002°)
5.37031796370242e+007	(4.23424019993416e+001dB,-1.79995204998039e+002°)
5.49540873857614e+007	(4.23424070583653e+001dB,-1.79995314087141e+002°)
5.62341325190338e+007	(4.23424095872534e+001dB,-1.79995420697328e+002°)
5.75439937337145e+007	(4.23424097125152e+001dB,-1.79995524880916e+002°)
5.88843655355577e+007	(4.23424075606577e+001dB,-1.79995626703253e+002°)
6.02559586074346e+007	(4.23424156561399e+001dB,-1.79995726209696e+002°)
6.16595001861470e+007	(4.23424093295687e+001dB,-1.79995823453234e+002°)
6.30957344480181e+007	(4.23424135033505e+001dB,-1.79995918485176e+002°)
6.45654229034643e+007	(4.23424159060424e+001dB,-1.79996011351701e+002°)
6.60693448007583e+007	(4.23424162846245e+001dB,-1.79996102091872e+002°)
6.76082975391968e+007	(4.23424151451335e+001dB,-1.79996190784211e+002°)
6.91830970918922e+007	(4.23424123610570e+001dB,-1.79996277480866e+002°)
7.07945784384124e+007	(4.23424204568484e+001dB,-1.79996362174090e+002°)
7.24435960074975e+007	(4.23424145101089e+001dB,-1.79996444970724e+002°)
7.41310241300902e+007	(4.23424198227605e+001dB,-1.79996525855205e+002°)
7.58577575029168e+007	(4.23424110928768e+001dB,-1.79996604934687e+002°)
7.76247116628676e+007	(4.23424136223845e+001dB,-1.79996682180095e+002°)
7.94328234724265e+007	(4.23424148868257e+001dB,-1.79996757690768e+002°)
8.12830516164083e+007	(4.23424148862000e+001dB,-1.79996831466740e+002°)
8.31763771102654e+007	(4.23424140000347e+001dB,-1.79996903586413e+002°)
8.51138038202359e+007	(4.23424119753092e+001dB,-1.79996974049722e+002°)
8.70963589956063e+007	(4.23424213364761e+001dB,-1.79997042913114e+002°)
8.91250938133727e+007	(4.23424170346296e+001dB,-1.79997110213627e+002°)
9.12010839355891e+007	(4.23424121002562e+001dB,-1.79997175968851e+002°)
9.33254300796972e+007	(4.23424185517731e+001dB,-1.79997240241293e+002°)
9.54992586021416e+007	(4.23424117197989e+001dB,-1.79997303049124e+002°)
9.77237220955791e+007	(4.23424167797521e+001dB,-1.79997364439384e+002°)
1.00000000000000e+008	(4.23424208276455e+001dB,-1.79997424414516e+002°)
