Freq.	V(vo)
2.62439979803839e+004	(-2.92051982230611e+001dB,1.58419379344482e+002°)
2.63044966438446e+004	(-2.90725059833267e+001dB,1.58253207283202e+002°)
2.63651347711280e+004	(-2.89389189511459e+001dB,1.58084526675693e+002°)
2.64259126837313e+004	(-2.88044244158898e+001dB,1.57913279624030e+002°)
2.64868307038931e+004	(-2.86690094223791e+001dB,1.57739406459128e+002°)
2.65478891545946e+004	(-2.85326607653735e+001dB,1.57562845673846e+002°)
2.66090883595616e+004	(-2.83953649839475e+001dB,1.57383533853124e+002°)
2.66704286432663e+004	(-2.82571083557538e+001dB,1.57201405600979e+002°)
2.67319103309287e+004	(-2.81178768911742e+001dB,1.57016393464225e+002°)
2.67935337485185e+004	(-2.79776563273609e+001dB,1.56828427852721e+002°)
2.68552992227571e+004	(-2.78364321221683e+001dB,1.56637436955996e+002°)
2.69172070811188e+004	(-2.76941894479776e+001dB,1.56443346656045e+002°)
2.69792576518329e+004	(-2.75509131854185e+001dB,1.56246080436103e+002°)
2.70414512638854e+004	(-2.74065879169899e+001dB,1.56045559285192e+002°)
2.71037882470205e+004	(-2.72611979205849e+001dB,1.55841701598208e+002°)
2.71662689317429e+004	(-2.71147271629249e+001dB,1.55634423071327e+002°)
2.72288936493188e+004	(-2.69671592929086e+001dB,1.55423636592471e+002°)
2.72916627317783e+004	(-2.68184776348839e+001dB,1.55209252126578e+002°)
2.73545765119168e+004	(-2.66686651818503e+001dB,1.54991176595398e+002°)
2.74176353232969e+004	(-2.65177045886018e+001dB,1.54769313751518e+002°)
2.74808395002501e+004	(-2.63655781648215e+001dB,1.54543564046315e+002°)
2.75441893778787e+004	(-2.62122678681406e+001dB,1.54313824491496e+002°)
2.76076852920575e+004	(-2.60577552971762e+001dB,1.54079988513891e+002°)
2.76713275794354e+004	(-2.59020216845652e+001dB,1.53841945803125e+002°)
2.77351165774376e+004	(-2.57450478900124e+001dB,1.53599582151782e+002°)
2.77990526242669e+004	(-2.55868143933751e+001dB,1.53352779287654e+002°)
2.78631360589058e+004	(-2.54273012878068e+001dB,1.53101414697635e+002°)
2.79273672211185e+004	(-2.52664882729899e+001dB,1.52845361442810e+002°)
2.79917464514521e+004	(-2.51043546484848e+001dB,1.52584487964242e+002°)
2.80562740912389e+004	(-2.49408793072330e+001dB,1.52318657878959e+002°)
2.81209504825981e+004	(-2.47760407292505e+001dB,1.52047729765585e+002°)
2.81857759684373e+004	(-2.46098169755562e+001dB,1.51771556939055e+002°)
2.82507508924549e+004	(-2.44421856823833e+001dB,1.51489987213793e+002°)
2.83158755991414e+004	(-2.42731240557281e+001dB,1.51202862654740e+002°)
2.83811504337816e+004	(-2.41026088662971e+001dB,1.50910019315527e+002°)
2.84465757424562e+004	(-2.39306164449189e+001dB,1.50611286963115e+002°)
2.85121518720435e+004	(-2.37571226784985e+001dB,1.50306488788124e+002°)
2.85778791702218e+004	(-2.35821030065957e+001dB,1.49995441100085e+002°)
2.86437579854706e+004	(-2.34055324187230e+001dB,1.49677953006772e+002°)
2.87097886670729e+004	(-2.32273854524668e+001dB,1.49353826076745e+002°)
2.87759715651167e+004	(-2.30476361925479e+001dB,1.49022853984194e+002°)
2.88423070304971e+004	(-2.28662582709499e+001dB,1.48684822135106e+002°)
2.89087954149183e+004	(-2.26832248682607e+001dB,1.48339507273775e+002°)
2.89754370708950e+004	(-2.24985087163834e+001dB,1.47986677068574e+002°)
2.90422323517546e+004	(-2.23120821027973e+001dB,1.47626089675909e+002°)
2.91091816116391e+004	(-2.21239168765624e+001dB,1.47257493281207e+002°)
2.91762852055067e+004	(-2.19339844562874e+001dB,1.46880625615744e+002°)
2.92435434891341e+004	(-2.17422558403021e+001dB,1.46495213448090e+002°)
2.93109568191180e+004	(-2.15487016193025e+001dB,1.46100972048889e+002°)
2.93785255528771e+004	(-2.13532919917670e+001dB,1.45697604627682e+002°)
2.94462500486541e+004	(-2.11559967824701e+001dB,1.45284801740419e+002°)
2.95141306655176e+004	(-2.09567854644624e+001dB,1.44862240666309e+002°)
2.95821677633639e+004	(-2.07556271849164e+001dB,1.44429584752627e+002°)
2.96503617029188e+004	(-2.05524907952873e+001dB,1.43986482726096e+002°)
2.97187128457399e+004	(-2.03473448862815e+001dB,1.43532567969472e+002°)
2.97872215542180e+004	(-2.01401578281784e+001dB,1.43067457761987e+002°)
2.98558881915796e+004	(-1.99308978171076e+001dB,1.42590752482350e+002°)
2.99247131218884e+004	(-1.97195329279476e+001dB,1.42102034773079e+002°)
2.99936967100472e+004	(-1.95060311745765e+001dB,1.41600868665038e+002°)
3.00628393218002e+004	(-1.92903605782852e+001dB,1.41086798661195e+002°)
3.01321413237346e+004	(-1.90724892452391e+001dB,1.40559348778796e+002°)
3.02016030832827e+004	(-1.88523854539661e+001dB,1.40018021549379e+002°)
3.02712249687239e+004	(-1.86300177539438e+001dB,1.39462296976366e+002°)
3.03410073491864e+004	(-1.84053550764595e+001dB,1.38891631450310e+002°)
3.04109505946496e+004	(-1.81783668590308e+001dB,1.38305456622358e+002°)
3.04810550759455e+004	(-1.79490231847914e+001dB,1.37703178237012e+002°)
3.05513211647612e+004	(-1.77172949383729e+001dB,1.37084174925976e+002°)
3.06217492336403e+004	(-1.74831539799469e+001dB,1.36447796965653e+002°)
3.06923396559856e+004	(-1.72465733392338e+001dB,1.35793365001835e+002°)
3.07630928060604e+004	(-1.70075274314258e+001dB,1.35120168746276e+002°)
3.08340090589909e+004	(-1.67659922971254e+001dB,1.34427465651205e+002°)
3.09050887907680e+004	(-1.65219458685450e+001dB,1.33714479569406e+002°)
3.09763323782493e+004	(-1.62753682643678e+001dB,1.32980399409416e+002°)
3.10477401991613e+004	(-1.60262421158056e+001dB,1.32224377797528e+002°)
3.11193126321012e+004	(-1.57745529265242e+001dB,1.31445529760882e+002°)
3.11910500565388e+004	(-1.55202894692158e+001dB,1.30642931448812e+002°)
3.12629528528188e+004	(-1.52634442216808e+001dB,1.29815618913033e+002°)
3.13350214021627e+004	(-1.50040138453289e+001dB,1.28962586971093e+002°)
3.14072560866707e+004	(-1.47419997089982e+001dB,1.28082788181907e+002°)
3.14796572893241e+004	(-1.44774084609152e+001dB,1.27175131967126e+002°)
3.15522253939866e+004	(-1.42102526514510e+001dB,1.26238483917660e+002°)
3.16249607854073e+004	(-1.39405514090462e+001dB,1.25271665330808e+002°)
3.16978638492219e+004	(-1.36683311712540e+001dB,1.24273453030211e+002°)
3.17709349719552e+004	(-1.33936264722459e+001dB,1.23242579528201e+002°)
3.18441745410231e+004	(-1.31164807873116e+001dB,1.22177733597953e+002°)
3.19175829447343e+004	(-1.28369474338027e+001dB,1.21077561331120e+002°)
3.19911605722930e+004	(-1.25550905265874e+001dB,1.19940667765074e+002°)
3.20649078138005e+004	(-1.22709859843369e+001dB,1.18765619172318e+002°)
3.21388250602572e+004	(-1.19847225808002e+001dB,1.17550946112615e+002°)
3.22129127035651e+004	(-1.16964030325902e+001dB,1.16295147355477e+002°)
3.22871711365294e+004	(-1.14061451118495e+001dB,1.14996694786196e+002°)
3.23616007528610e+004	(-1.11140827684378e+001dB,1.13654039411763e+002°)
3.24362019471782e+004	(-1.08203672419725e+001dB,1.12265618582813e+002°)
3.25109751150093e+004	(-1.05251681391427e+001dB,1.10829864542915e+002°)
3.25859206527941e+004	(-1.02286744462520e+001dB,1.09345214405719e+002°)
3.26610389578863e+004	(-9.93109544100319e+000dB,1.07810121641983e+002°)
3.27363304285558e+004	(-9.63266146128353e+000dB,1.06223069130652e+002°)
3.28117954639904e+004	(-9.33362448235822e+000dB,1.04582583789015e+002°)
3.28874344642983e+004	(-9.03425844779775e+000dB,1.02887252744851e+002°)
3.29632478305098e+004	(-8.73485929408002e+000dB,1.01135740946742e+002°)
3.30392359645799e+004	(-8.43574460472138e+000dB,9.93268100263902e+001°)
3.31153992693902e+004	(-8.13725282769937e+000dB,9.74593381285178e+001°)
3.31917381487508e+004	(-7.83974199066679e+000dB,9.55323403106416e+001°)
3.32682530074030e+004	(-7.54358785291853e+000dB,9.35449889890897e+001°)
3.33449442510209e+004	(-7.24918144219573e+000dB,9.14966337734209e+001°)
3.34218122862138e+004	(-6.95692593906273e+000dB,8.93868198955021e+001°)
3.34988575205283e+004	(-6.66723289246363e+000dB,8.72153043108118e+001°)
3.35760803624508e+004	(-6.38051777754207e+000dB,8.49820684394611e+001°)
3.36534812214089e+004	(-6.09719494080972e+000dB,8.26873264360779e+001°)
3.37310605077744e+004	(-5.81767201759020e+000dB,8.03315278454452e+001°)
3.38088186328649e+004	(-5.54234395094806e+000dB,7.79153535287360e+001°)
3.38867560089462e+004	(-5.27158678786961e+000dB,7.54397038456035e+001°)
3.39648730492345e+004	(-5.00575147442211e+000dB,7.29056782588833e+001°)
3.40431701678986e+004	(-4.74515791354832e+000dB,7.03145457940967e+001°)
3.41216477800620e+004	(-4.49008958338070e+000dB,6.76677061311003e+001°)
3.42003063018053e+004	(-4.24078903694816e+000dB,6.49666415177679e+001°)
3.42791461501681e+004	(-3.99745461298320e+000dB,6.22128601555439e+001°)
3.43581677431513e+004	(-3.76023868037075e+000dB,5.94078321878650e+001°)
3.44373714997197e+004	(-3.52924771520511e+000dB,5.65529198954006e+001°)
3.45167578398036e+004	(-3.30454447062779e+000dB,5.36493041380910e+001°)
3.45963271843016e+004	(-3.08615244832047e+000dB,5.06979094594617e+001°)
3.46760799550823e+004	(-2.87406282057121e+000dB,4.76993305694877e+001°)
3.47560165749871e+004	(-2.66824388754439e+000dB,4.46537631465918e+001°)
3.48361374678318e+004	(-2.46865308971225e+000dB,4.15609420593362e+001°)
3.49164430584096e+004	(-2.27525153292937e+000dB,3.84200902290063e+001°)
3.49969337724927e+004	(-2.08802092364989e+000dB,3.52298814699829e+001°)
3.50776100368348e+004	(-1.90698275146726e+000dB,3.19884207932604e+001°)
3.51584722791734e+004	(-1.73221948902886e+000dB,2.86932458723544e+001°)
3.52395209282321e+004	(-1.56389749509393e+000dB,2.53413536669183e+001°)
3.53207564137228e+004	(-1.40229119117273e+000dB,2.19292565658132e+001°)
3.54021791663480e+004	(-1.24780791933779e+000dB,1.84530727926149e+001°)
3.54837896178029e+004	(-1.10101266140468e+000dB,1.49086560971035e+001°)
3.55655882007780e+004	(-9.62651493645704e-001dB,1.12917697441988e+001°)
3.56475753489613e+004	(-8.33672260889071e-001dB,7.59830922716772e+000°)
3.57297514970406e+004	(-7.15240490149287e-001dB,3.82457660692753e+000°)
3.58121170807054e+004	(-6.08748064710788e-001dB,-3.23935154623696e-002°)
3.58946725366501e+004	(-5.15811721364896e-001dB,-3.97446107284399e+000°)
3.59774183025753e+004	(-4.38258140735091e-001dB,-8.00197209594811e+000°)
3.60603548171909e+004	(-3.78092446202522e-001dB,-1.21133349986083e+001°)
3.61434825202181e+004	(-3.37447514619686e-001dB,-1.63046119863833e+001°)
3.62268018523916e+004	(-3.18512821254955e-001dB,-2.05691660819584e+001°)
3.63103132554622e+004	(-3.23443691037393e-001dB,-2.48974119036796e+001°)
3.63940171721992e+004	(-3.54254719533154e-001dB,-2.92767204927583e+001°)
3.64779140463923e+004	(-4.12704400753404e-001dB,-3.36915221589206e+001°)
3.65620043228544e+004	(-5.00181008325825e-001dB,-3.81236346752637e+001°)
3.66462884474237e+004	(-6.17601691993843e-001dB,-4.25528178033098e+001°)
3.67307668669664e+004	(-7.65336797444895e-001dB,-4.69575228766550e+001°)
3.68154400293786e+004	(-9.43169182754447e-001dB,-5.13157746747621e+001°)
3.69003083835890e+004	(-1.15029398880608e+000dB,-5.56060998468316e+001°)
3.69853723795610e+004	(-1.38535877190470e+000dB,-5.98084079415340e+001°)
3.70706324682957e+004	(-1.64653838655356e+000dB,-6.39047399872416e+001°)
3.71560891018335e+004	(-1.93163476732271e+000dB,-6.78798230215081e+001°)
3.72417427332568e+004	(-2.23818962406567e+000dB,-7.17214006225990e+001°)
3.73275938166929e+004	(-2.56359820507241e+000dB,-7.54203415739253e+001°)
3.74136428073155e+004	(-2.90521426476814e+000dB,-7.89705547282145e+001°)
3.74998901613478e+004	(-3.26043941181117e+000dB,-8.23687542609753e+001°)
3.75863363360648e+004	(-3.62679328322112e+000dB,-8.56141253335743e+001°)
3.76729817897955e+004	(-4.00196385416277e+000dB,-8.87079376299992e+001°)
3.77598269819253e+004	(-4.38383930338567e+000dB,-9.16531463130679e+001°)
3.78468723728990e+004	(-4.77052413140360e+000dB,-9.44540096872446e+001°)
3.79341184242224e+004	(-5.16034277595060e+000dB,-9.71157425942474e+001°)
3.80215655984654e+004	(-5.55183397777031e+000dB,-9.96442157371182e+001°)
3.81092143592644e+004	(-5.94373882210352e+000dB,-1.02045704349973e+002°)
3.81970651713242e+004	(-6.33498488838332e+000dB,-1.04326684950381e+002°)
3.82851185004211e+004	(-6.72466840557600e+000dB,-1.06493676048775e+002°)
3.83733748134052e+004	(-7.11203580931256e+000dB,-1.08553117233371e+002°)
3.84618345782026e+004	(-7.49646566805237e+000dB,-1.10511280583901e+002°)
3.85504982638181e+004	(-7.87745160184957e+000dB,-1.12374208537020e+002°)
3.86393663403379e+004	(-8.25458655614388e+000dB,-1.14147672856935e+002°)
3.87284392789316e+004	(-8.62754860381316e+000dB,-1.15837150063493e+002°)
3.88177175518550e+004	(-8.99608831808292e+000dB,-1.17447809410637e+002°)
3.89072016324527e+004	(-9.36001767348739e+000dB,-1.18984510215844e+002°)
3.89968919951603e+004	(-9.71920038017161e+000dB,-1.20451805976258e+002°)
3.90867891155073e+004	(-1.00735435287886e+001dB,-1.21853953253993e+002°)
3.91768934701192e+004	(-1.04229904115669e+001dB,-1.23194923769435e+002°)
3.92672055367203e+004	(-1.07675143841775e+001dB,-1.24478418513783e+002°)
3.93577257941363e+004	(-1.11071136387435e+001dB,-1.25707882990166e+002°)
3.94484547222965e+004	(-1.14418067678393e+001dB,-1.26886522927859e+002°)
3.95393928022366e+004	(-1.17716290106917e+001dB,-1.28017319997001e+002°)
3.96305405161013e+004	(-1.20966290847179e+001dB,-1.29103047191922e+002°)
3.97218983471468e+004	(-1.24168665172469e+001dB,-1.30146283657999e+002°)
3.98134667797431e+004	(-1.27324094032656e+001dB,-1.31149428817214e+002°)
3.99052462993770e+004	(-1.30433325250952e+001dB,-1.32114715707107e+002°)
3.99972373926542e+004	(-1.33497157789064e+001dB,-1.33044223491266e+002°)
4.00894405473026e+004	(-1.36516428609402e+001dB,-1.33939889130769e+002°)
4.01818562521739e+004	(-1.39492001732427e+001dB,-1.34803518227899e+002°)
4.02744849972471e+004	(-1.42424759147355e+001dB,-1.35636795068432e+002°)
4.03673272736306e+004	(-1.45315593286198e+001dB,-1.36441291898517e+002°)
4.04603835735648e+004	(-1.48165400815367e+001dB,-1.37218477478084e+002°)
4.05536543904250e+004	(-1.50975077536894e+001dB,-1.37969724955822e+002°)
4.06471402187238e+004	(-1.53745514223386e+001dB,-1.38696319111853e+002°)
4.07408415541137e+004	(-1.56477593238136e+001dB,-1.39399463013957e+002°)
4.08347588933899e+004	(-1.59172185814855e+001dB,-1.40080284131882e+002°)
4.09288927344928e+004	(-1.61830149891048e+001dB,-1.40739839952416e+002°)
4.10232435765106e+004	(-1.64452328405542e+001dB,-1.41379123135561e+002°)
4.11178119196821e+004	(-1.67039547984633e+001dB,-1.41999066249672e+002°)
4.12125982653993e+004	(-1.69592617953079e+001dB,-1.42600546120799e+002°)
4.13076031162099e+004	(-1.72112329616131e+001dB,-1.43184387828894e+002°)
4.14028269758201e+004	(-1.74599455767159e+001dB,-1.43751368381008e+002°)
4.14982703490975e+004	(-1.77054750382546e+001dB,-1.44302220089161e+002°)
4.15939337420732e+004	(-1.79478948471500e+001dB,-1.44837633678288e+002°)
4.16898176619450e+004	(-1.81872766053481e+001dB,-1.45358261147493e+002°)
4.17859226170801e+004	(-1.84236900240238e+001dB,-1.45864718405830e+002°)
4.18822491170171e+004	(-1.86572029403051e+001dB,-1.46357587701996e+002°)
4.19787976724697e+004	(-1.88878813408824e+001dB,-1.46837419865561e+002°)
4.20755687953288e+004	(-1.91157893911276e+001dB,-1.47304736375857e+002°)
4.21725629986650e+004	(-1.93409894685652e+001dB,-1.47760031273131e+002°)
4.22697807967322e+004	(-1.95635421997241e+001dB,-1.48203772925321e+002°)
4.23672227049693e+004	(-1.97835064995534e+001dB,-1.48636405662576e+002°)
4.24648892400036e+004	(-2.00009396127213e+001dB,-1.49058351290571e+002°)
4.25627809196535e+004	(-2.02158971562267e+001dB,-1.49470010492669e+002°)
4.26608982629307e+004	(-2.04284331628479e+001dB,-1.49871764130088e+002°)
4.27592417900439e+004	(-2.06386001250356e+001dB,-1.50263974448410e+002°)
4.28578120224004e+004	(-2.08464490389241e+001dB,-1.50646986198039e+002°)
4.29566094826099e+004	(-2.10520294481925e+001dB,-1.51021127675528e+002°)
4.30556346944867e+004	(-2.12553894875575e+001dB,-1.51386711692094e+002°)
4.31548881830525e+004	(-2.14565759257194e+001dB,-1.51744036475094e+002°)
4.32543704745396e+004	(-2.16556342076208e+001dB,-1.52093386507718e+002°)
4.33540820963931e+004	(-2.18526084959015e+001dB,-1.52435033311712e+002°)
4.34540235772741e+004	(-2.20475417114650e+001dB,-1.52769236177533e+002°)
4.35541954470624e+004	(-2.22404755730867e+001dB,-1.53096242845945e+002°)
4.36545982368592e+004	(-2.24314506360151e+001dB,-1.53416290144747e+002°)
4.37552324789902e+004	(-2.26205063295313e+001dB,-1.53729604584008e+002°)
4.38560987070081e+004	(-2.28076809934434e+001dB,-1.54036402912888e+002°)
4.39571974556957e+004	(-2.29930119135039e+001dB,-1.54336892640886e+002°)
4.40585292610683e+004	(-2.31765353557454e+001dB,-1.54631272526121e+002°)
4.41600946603772e+004	(-2.33582865997387e+001dB,-1.54919733033027e+002°)
4.42618941921119e+004	(-2.35382999707812e+001dB,-1.55202456761664e+002°)
4.43639283960035e+004	(-2.37166088710296e+001dB,-1.55479618850665e+002°)
4.44661978130272e+004	(-2.38932458095933e+001dB,-1.55751387355675e+002°)
4.45687029854052e+004	(-2.40682424316100e+001dB,-1.56017923604998e+002°)
4.46714444566098e+004	(-2.42416295463248e+001dB,-1.56279382534027e+002°)
4.47744227713659e+004	(-2.44134371541975e+001dB,-1.56535912999923e+002°)
4.48776384756545e+004	(-2.45836944730644e+001dB,-1.56787658077869e+002°)
4.49810921167147e+004	(-2.47524299633802e+001dB,-1.57034755340156e+002°)
4.50847842430477e+004	(-2.49196713525679e+001dB,-1.57277337119242e+002°)
4.51887154044187e+004	(-2.50854456585037e+001dB,-1.57515530755848e+002°)
