x-axis,1,3
second,Volt,Volt
-1.000000E-03,+859.375000E-03,+2.250000000E+00
-998.000E-06,+859.375000E-03,+2.187500000E+00
-996.000E-06,+859.375000E-03,+2.062500000E+00
-994.000E-06,+843.750000E-03,+2.187500000E+00
-992.000E-06,+875.000000E-03,+2.125000000E+00
-990.000E-06,+859.375000E-03,+2.125000000E+00
-988.000E-06,+875.000000E-03,+2.125000000E+00
-986.000E-06,+843.750000E-03,+2.125000000E+00
-984.000E-06,+859.375000E-03,+2.062500000E+00
-982.000E-06,+859.375000E-03,+2.062500000E+00
-980.000E-06,+859.375000E-03,+2.000000000E+00
-978.000E-06,+843.750000E-03,+2.000000000E+00
-976.000E-06,+843.750000E-03,+1.937500000E+00
-974.000E-06,+859.375000E-03,+1.937500000E+00
-972.000E-06,+859.375000E-03,+1.937500000E+00
-970.000E-06,+875.000000E-03,+1.937500000E+00
-968.000E-06,+859.375000E-03,+1.937500000E+00
-966.000E-06,+843.750000E-03,+1.875000000E+00
-964.000E-06,+875.000000E-03,+1.875000000E+00
-962.000E-06,+875.000000E-03,+1.812500000E+00
-960.000E-06,+859.375000E-03,+1.875000000E+00
-958.000E-06,+859.375000E-03,+1.875000000E+00
-956.000E-06,+859.375000E-03,+1.812500000E+00
-954.000E-06,+859.375000E-03,+1.812500000E+00
-952.000E-06,+875.000000E-03,+1.750000000E+00
-950.000E-06,+875.000000E-03,+1.687500000E+00
-948.000E-06,+859.375000E-03,+1.750000000E+00
-946.000E-06,+859.375000E-03,+1.750000000E+00
-944.000E-06,+859.375000E-03,+1.687500000E+00
-942.000E-06,+859.375000E-03,+1.750000000E+00
-940.000E-06,+875.000000E-03,+1.687500000E+00
-938.000E-06,+875.000000E-03,+1.562500000E+00
-936.000E-06,+859.375000E-03,+1.625000000E+00
-934.000E-06,+875.000000E-03,+1.562500000E+00
-932.000E-06,+859.375000E-03,+1.562500000E+00
-930.000E-06,+859.375000E-03,+1.562500000E+00
-928.000E-06,+875.000000E-03,+1.625000000E+00
-926.000E-06,+875.000000E-03,+1.562500000E+00
-924.000E-06,+859.375000E-03,+1.500000000E+00
-922.000E-06,+859.375000E-03,+1.500000000E+00
-920.000E-06,+843.750000E-03,+1.437500000E+00
-918.000E-06,+875.000000E-03,+1.375000000E+00
-916.000E-06,+859.375000E-03,+1.375000000E+00
-914.000E-06,+875.000000E-03,+1.437500000E+00
-912.000E-06,+859.375000E-03,+1.375000000E+00
-910.000E-06,+843.750000E-03,+1.312500000E+00
-908.000E-06,+859.375000E-03,+1.312500000E+00
-906.000E-06,+859.375000E-03,+1.312500000E+00
-904.000E-06,+859.375000E-03,+1.312500000E+00
-902.000E-06,+859.375000E-03,+1.312500000E+00
-900.000E-06,+859.375000E-03,+1.250000000E+00
-898.000E-06,+859.375000E-03,+1.312500000E+00
-896.000E-06,+843.750000E-03,+1.250000000E+00
-894.000E-06,+859.375000E-03,+1.187500000E+00
-892.000E-06,+859.375000E-03,+1.187500000E+00
