time	V(v2)	V(vout)
1.202082187373626e-006	9.549386e-002	3.360174e-002
1.205011874873626e-006	9.602313e-002	3.374735e-002
1.207941562373626e-006	9.651996e-002	3.386568e-002
1.210871249873626e-006	9.698435e-002	3.395674e-002
1.213800937373626e-006	9.741630e-002	3.402051e-002
1.222589999873626e-006	9.851229e-002	3.404428e-002
1.225519687373626e-006	9.881102e-002	3.399680e-002
1.228449374873626e-006	9.907626e-002	3.392174e-002
1.234308749873626e-006	9.950595e-002	3.368942e-002
1.240168124873626e-006	9.980080e-002	3.334878e-002
1.248957187373626e-006	9.998938e-002	3.263943e-002
1.257746249873626e-006	9.987312e-002	3.170059e-002
1.266535312373626e-006	9.945236e-002	3.054451e-002
1.275324374873626e-006	9.872838e-002	2.918605e-002
1.284113437373625e-006	9.770340e-002	2.764249e-002
1.292902499873625e-006	9.638053e-002	2.593325e-002
1.301691562373625e-006	9.476382e-002	2.407961e-002
1.310480624873625e-006	9.285819e-002	2.210437e-002
1.319269687373625e-006	9.066945e-002	2.003152e-002
1.328058749873625e-006	8.820426e-002	1.788587e-002
1.336847812373625e-006	8.547017e-002	1.569266e-002
1.345636874873625e-006	8.247548e-002	1.347720e-002
1.354425937373625e-006	7.922935e-002	1.126447e-002
1.360285312373625e-006	7.692175e-002	9.787415e-003
1.366144687373625e-006	7.451844e-002	8.345094e-003
1.372004062373624e-006	7.201941e-002	6.937511e-003
1.377863437373624e-006	6.942465e-002	5.564665e-003
1.383722812373624e-006	6.673418e-002	4.226555e-003
1.389582187373624e-006	6.394799e-002	2.923184e-003
1.395441562373624e-006	6.106607e-002	1.654549e-003
1.401300937373624e-006	5.811035e-002	4.544034e-004
1.404230624873624e-006	5.660271e-002	-1.241050e-004
1.407160312373624e-006	5.507588e-002	-6.875671e-004
1.410089999873624e-006	5.353039e-002	-1.235520e-003
1.413019687373624e-006	5.196676e-002	-1.767534e-003
1.415949374873624e-006	5.038553e-002	-2.283213e-003
1.418879062373624e-006	4.878722e-002	-2.782194e-003
1.421808749873624e-006	4.717238e-002	-3.264150e-003
1.424738437373624e-006	4.554156e-002	-3.728786e-003
1.427668124873624e-006	4.389531e-002	-4.175846e-003
1.430597812373624e-006	4.223418e-002	-4.605107e-003
1.433527499873624e-006	4.055875e-002	-5.016382e-003
1.436457187373624e-006	3.886957e-002	-5.409520e-003
1.439386874873624e-006	3.716722e-002	-5.784406e-003
1.442316562373624e-006	3.545228e-002	-6.140961e-003
1.445246249873624e-006	3.372532e-002	-6.479143e-003
1.448175937373624e-006	3.198694e-002	-6.798943e-003
1.451105624873624e-006	3.023771e-002	-7.100390e-003
1.454035312373623e-006	2.847825e-002	-7.383549e-003
1.456964999873623e-006	2.670913e-002	-7.648517e-003
1.459894687373623e-006	2.493096e-002	-7.895430e-003
1.462824374873623e-006	2.314435e-002	-8.124452e-003
1.465754062373623e-006	2.134989e-002	-8.335788e-003
1.468683749873623e-006	1.954820e-002	-8.529671e-003
1.471613437373623e-006	1.773989e-002	-8.706370e-003
1.474543124873623e-006	1.592556e-002	-8.866185e-003
1.477472812373623e-006	1.410584e-002	-9.009445e-003
1.480402499873623e-006	1.228134e-002	-9.136512e-003
1.483332187373623e-006	1.045268e-002	-9.247777e-003
1.486261874873623e-006	8.620473e-003	-9.343659e-003
1.489191562373623e-006	6.785348e-003	-9.424604e-003
1.492121249873623e-006	4.947924e-003	-9.491088e-003
1.495050937373623e-006	3.108823e-003	-9.543611e-003
1.497980624873623e-006	1.268669e-003	-9.582695e-003
1.500910312373623e-006	-5.719146e-004	-9.608889e-003
1.503839999873623e-006	-2.412305e-003	-9.622764e-003
1.506769687373623e-006	-4.251877e-003	-9.624909e-003
1.509699374873623e-006	-6.090009e-003	-9.615934e-003
1.512629062373623e-006	-7.926078e-003	-9.596472e-003
1.515558749873623e-006	-9.759461e-003	-9.567166e-003
1.518488437373623e-006	-1.158954e-002	-9.528679e-003
1.521418124873623e-006	-1.341568e-002	-9.481687e-003
1.524347812373623e-006	-1.523729e-002	-9.426881e-003
1.527277499873623e-006	-1.705373e-002	-9.364959e-003
1.530207187373623e-006	-1.886439e-002	-9.296633e-003
1.533136874873623e-006	-2.066866e-002	-9.222624e-003
1.536066562373623e-006	-2.246593e-002	-9.143656e-003
1.538996249873622e-006	-2.425558e-002	-9.060463e-003
1.541925937373622e-006	-2.603702e-002	-8.973779e-003
1.544855624873622e-006	-2.780963e-002	-8.884344e-003
1.547785312373622e-006	-2.957282e-002	-8.792896e-003
1.550714999873622e-006	-3.132599e-002	-8.700173e-003
1.553644687373622e-006	-3.306855e-002	-8.606913e-003
1.556574374873622e-006	-3.479990e-002	-8.513848e-003
1.559504062373622e-006	-3.651946e-002	-8.421706e-003
1.562433749873622e-006	-3.822665e-002	-8.331208e-003
1.565363437373622e-006	-3.992088e-002	-8.243065e-003
1.568293124873622e-006	-4.160158e-002	-8.157982e-003
1.571222812373622e-006	-4.326819e-002	-8.076649e-003
1.574152499873622e-006	-4.492014e-002	-7.999746e-003
1.577082187373622e-006	-4.655687e-002	-7.927937e-003
1.580011874873622e-006	-4.817782e-002	-7.861872e-003
1.582941562373622e-006	-4.978245e-002	-7.802186e-003
1.585871249873622e-006	-5.137021e-002	-7.749490e-003
1.588800937373622e-006	-5.294057e-002	-7.704383e-003
1.591730624873622e-006	-5.449299e-002	-7.667436e-003
1.594660312373622e-006	-5.602694e-002	-7.639205e-003
1.597589999873622e-006	-5.754191e-002	-7.620217e-003
1.603449374873622e-006	-6.051284e-002	-7.611970e-003
1.606379062373622e-006	-6.196781e-002	-7.623645e-003
1.609308749873622e-006	-6.340177e-002	-7.646429e-003
1.612238437373622e-006	-6.481425e-002	-7.680722e-003
1.615168124873622e-006	-6.620478e-002	-7.726891e-003
1.618097812373622e-006	-6.757287e-002	-7.785276e-003
1.621027499873622e-006	-6.891806e-002	-7.856185e-003
1.623957187373621e-006	-7.023990e-002	-7.939895e-003
1.626886874873621e-006	-7.153794e-002	-8.036651e-003
1.629816562373621e-006	-7.281175e-002	-8.146663e-003
1.632746249873621e-006	-7.406088e-002	-8.270112e-003
1.635675937373621e-006	-7.528491e-002	-8.407142e-003
1.638605624873621e-006	-7.648344e-002	-8.557863e-003
1.641535312373621e-006	-7.765605e-002	-8.722351e-003
1.644464999873621e-006	-7.880235e-002	-8.900649e-003
1.647394687373621e-006	-7.992195e-002	-9.092762e-003
1.650324374873621e-006	-8.101447e-002	-9.298662e-003
1.653254062373621e-006	-8.207953e-002	-9.518285e-003
1.656183749873621e-006	-8.311678e-002	-9.751532e-003
1.659113437373621e-006	-8.412588e-002	-9.998269e-003
1.662043124873621e-006	-8.510646e-002	-1.025833e-002
1.664972812373621e-006	-8.605821e-002	-1.053150e-002
1.667902499873621e-006	-8.698080e-002	-1.081755e-002
1.670832187373621e-006	-8.787392e-002	-1.111621e-002
1.673761874873621e-006	-8.873726e-002	-1.142716e-002
1.676691562373621e-006	-8.957054e-002	-1.175007e-002
1.679621249873621e-006	-9.037347e-002	-1.208457e-002
1.682550937373621e-006	-9.114577e-002	-1.243024e-002
1.685480624873621e-006	-9.188719e-002	-1.278666e-002
1.688410312373621e-006	-9.259748e-002	-1.315335e-002
1.691339999873621e-006	-9.327639e-002	-1.352982e-002
1.694269687373621e-006	-9.392370e-002	-1.391553e-002
1.697199374873621e-006	-9.453917e-002	-1.430994e-002
1.700129062373621e-006	-9.512262e-002	-1.471245e-002
1.703058749873621e-006	-9.567384e-002	-1.512247e-002
1.705988437373620e-006	-9.619264e-002	-1.553934e-002
1.708918124873620e-006	-9.667884e-002	-1.596242e-002
1.711847812373620e-006	-9.713228e-002	-1.639102e-002
1.714777499873620e-006	-9.755282e-002	-1.682444e-002
1.717707187373620e-006	-9.794030e-002	-1.726194e-002
1.723566562373620e-006	-9.861559e-002	-1.814622e-002
1.729425937373620e-006	-9.915721e-002	-1.903768e-002
1.735285312373620e-006	-9.956447e-002	-1.992991e-002
1.738214999873620e-006	-9.971753e-002	-2.037425e-002
1.741144687373620e-006	-9.983680e-002	-2.081630e-002
1.744074374873620e-006	-9.992223e-002	-2.125519e-002
1.747004062373620e-006	-9.997381e-002	-2.169007e-002
1.749933749873620e-006	-9.999152e-002	-2.212008e-002
1.752863437373620e-006	-9.997535e-002	-2.254436e-002
1.755793124873620e-006	-9.992529e-002	-2.296204e-002
1.758722812373620e-006	-9.984139e-002	-2.337225e-002
1.761652499873620e-006	-9.972365e-002	-2.377413e-002
1.764582187373620e-006	-9.957212e-002	-2.416682e-002
1.767511874873620e-006	-9.938686e-002	-2.454946e-002
1.770441562373620e-006	-9.916791e-002	-2.492120e-002
1.776300937373620e-006	-9.862931e-002	-2.562862e-002
1.782160312373620e-006	-9.795704e-002	-2.628247e-002
1.788019687373620e-006	-9.715202e-002	-2.687635e-002
1.793879062373619e-006	-9.621533e-002	-2.740410e-002
1.799738437373619e-006	-9.514825e-002	-2.785986e-002
1.805597812373619e-006	-9.395222e-002	-2.823812e-002
1.808527499873619e-006	-9.330635e-002	-2.839657e-002
1.811457187373619e-006	-9.262887e-002	-2.853375e-002
1.814386874873619e-006	-9.191999e-002	-2.864910e-002
1.817316562373619e-006	-9.117997e-002	-2.874206e-002
1.823175937373619e-006	-8.960751e-002	-2.885882e-002
1.829035312373619e-006	-8.791362e-002	-2.888030e-002
1.831964999873619e-006	-8.702184e-002	-2.885429e-002
1.834894687373619e-006	-8.610057e-002	-2.880330e-002
1.840754062373619e-006	-8.417085e-002	-2.862517e-002
1.844520803445048e-006	-8.286792e-002	-2.845665e-002
1.848287544516476e-006	-8.152053e-002	-2.824459e-002
1.852054285587905e-006	-8.012869e-002	-2.798901e-002
1.855821026659333e-006	-7.869239e-002	-2.768990e-002
1.859587767730762e-006	-7.721164e-002	-2.734726e-002
1.863354508802190e-006	-7.568644e-002	-2.696109e-002
1.867121249873619e-006	-7.411678e-002	-2.653139e-002
1.873399151659333e-006	-7.140070e-002	-2.570936e-002
1.879677053445047e-006	-6.858495e-002	-2.477762e-002
1.885954955230761e-006	-6.566954e-002	-2.373617e-002
1.892232857016475e-006	-6.265445e-002	-2.258501e-002
1.898510758802190e-006	-5.953969e-002	-2.132414e-002
1.904788660587904e-006	-5.632527e-002	-1.995356e-002
1.911066562373618e-006	-5.301117e-002	-1.847327e-002
1.916507410587904e-006	-5.007343e-002	-1.711262e-002
1.921948258802189e-006	-4.708607e-002	-1.570134e-002
1.927389107016475e-006	-4.404909e-002	-1.423943e-002
1.932829955230760e-006	-4.096250e-002	-1.272689e-002
1.938270803445046e-006	-3.782629e-002	-1.116374e-002
1.943711651659332e-006	-3.464047e-002	-9.549951e-003
1.949152499873618e-006	-3.140504e-002	-7.885540e-003
1.952082187373618e-006	-2.965083e-002	-6.981592e-003
1.955011874873618e-006	-2.788807e-002	-6.072532e-003
1.957941562373618e-006	-2.611678e-002	-5.158359e-003
1.960871249873617e-006	-2.433693e-002	-4.239074e-003
1.963800937373617e-006	-2.254855e-002	-3.314676e-003
1.966730624873617e-006	-2.075161e-002	-2.385165e-003
1.969660312373617e-006	-1.894614e-002	-1.450542e-003
1.975519687373617e-006	-1.531956e-002	4.168662e-004
1.981379062373617e-006	-1.167222e-002	2.281706e-003
1.987238437373617e-006	-8.009058e-003	4.135567e-003
1.996027499873617e-006	-2.495525e-003	6.877554e-003
2.004816562373617e-006	3.025617e-003	9.548515e-003
2.010675937373617e-006	6.702292e-003	1.127653e-002
2.013605624873617e-006	8.537535e-003	1.212189e-002
2.016535312373617e-006	1.036988e-002	1.295359e-002
2.022394687373617e-006	1.402342e-002	1.457250e-002
2.028254062373617e-006	1.765796e-002	1.612640e-002
2.037043124873617e-006	2.306336e-002	1.832140e-002
2.045832187373616e-006	2.839844e-002	2.033598e-002
2.048761874873616e-006	3.015835e-002	2.096436e-002
2.051691562373616e-006	3.190805e-002	2.157018e-002
2.057550937373616e-006	3.537443e-002	2.271205e-002
2.063410312373616e-006	3.879286e-002	2.375775e-002
