Freq.	V(vout)/V(v1)
1.58489319246108e+009	(-1.38660934423167e+002dB,1.79857257163775e+002°)
1.62181009735889e+009	(-1.39061160652760e+002dB,1.79843207715254e+002°)
1.65958690743752e+009	(-1.39461376488080e+002dB,1.79829075671560e+002°)
1.69824365246170e+009	(-1.39861582386136e+002dB,1.79814853503485e+002°)
1.73780082874933e+009	(-1.40261778782920e+002dB,1.79800533636440e+002°)
1.77827941003888e+009	(-1.40661966094346e+002dB,1.79786108446246e+002°)
1.81970085860994e+009	(-1.41062144717107e+002dB,1.79771570254974e+002°)
1.86208713666282e+009	(-1.41462315029526e+002dB,1.79756911326710e+002°)
1.90546071796320e+009	(-1.41862477392347e+002dB,1.79742123863331e+002°)
1.94984459975800e+009	(-1.42262632149490e+002dB,1.79727200000252e+002°)
1.99526231496883e+009	(-1.42662779628795e+002dB,1.79712131802134e+002°)
2.04173794466948e+009	(-1.43062920142695e+002dB,1.79696911258571e+002°)
2.08929613085399e+009	(-1.43463053988882e+002dB,1.79681530279744e+002°)
2.13796208950218e+009	(-1.43863181450938e+002dB,1.79665980692048e+002°)
2.18776162394950e+009	(-1.44263302798931e+002dB,1.79650254233646e+002°)
2.23872113856828e+009	(-1.44663418289985e+002dB,1.79634342550031e+002°)
2.29086765276772e+009	(-1.45063528168828e+002dB,1.79618237189508e+002°)
2.34422881531986e+009	(-1.45463632668300e+002dB,1.79601929598643e+002°)
2.39883291901943e+009	(-1.45863732009854e+002dB,1.79585411117659e+002°)
2.45470891568497e+009	(-1.46263826404018e+002dB,1.79568672975780e+002°)
2.51188643150952e+009	(-1.46663916050842e+002dB,1.79551706286529e+002°)
2.57039578276880e+009	(-1.47064001140321e+002dB,1.79534502042955e+002°)
2.63026799189532e+009	(-1.47464081852802e+002dB,1.79517051112803e+002°)
2.69153480392685e+009	(-1.47864158359348e+002dB,1.79499344233623e+002°)
2.75422870333810e+009	(-1.48264230822123e+002dB,1.79481372007814e+002°)
2.81838293126438e+009	(-1.48664299394720e+002dB,1.79463124897607e+002°)
2.88403150312653e+009	(-1.49064364222485e+002dB,1.79444593219948e+002°)
2.95120922666631e+009	(-1.49464425442835e+002dB,1.79425767141345e+002°)
3.01995172040194e+009	(-1.49864483185542e+002dB,1.79406636672593e+002°)
3.09029543251351e+009	(-1.50264537573002e+002dB,1.79387191663469e+002°)
3.16227766016830e+009	(-1.50664588720507e+002dB,1.79367421797298e+002°)
3.23593656929620e+009	(-1.51064636736479e+002dB,1.79347316585461e+002°)
3.31131121482583e+009	(-1.51464681722702e+002dB,1.79326865361792e+002°)
3.38844156139194e+009	(-1.51864723774538e+002dB,1.79306057276909e+002°)
3.46736850452523e+009	(-1.52264762981130e+002dB,1.79284881292427e+002°)
3.54813389233566e+009	(-1.52664799425588e+002dB,1.79263326175068e+002°)
3.63078054770092e+009	(-1.53064833185164e+002dB,1.79241380490702e+002°)
3.71535229097163e+009	(-1.53464864331418e+002dB,1.79219032598231e+002°)
3.80189396320551e+009	(-1.53864892930376e+002dB,1.79196270643416e+002°)
3.89045144994271e+009	(-1.54264919042652e+002dB,1.79173082552545e+002°)
3.98107170553487e+009	(-1.54664942723589e+002dB,1.79149456026038e+002°)
4.07380277804102e+009	(-1.55064964023379e+002dB,1.79125378531868e+002°)
4.16869383470325e+009	(-1.55464982987160e+002dB,1.79100837298916e+002°)
4.26579518801582e+009	(-1.55864999655113e+002dB,1.79075819310170e+002°)
4.36515832240155e+009	(-1.56265014062552e+002dB,1.79050311295793e+002°)
4.46683592150952e+009	(-1.56665026240001e+002dB,1.79024299726076e+002°)
4.57088189614863e+009	(-1.57065036213239e+002dB,1.78997770804228e+002°)
4.67735141287186e+009	(-1.57465044003381e+002dB,1.78970710459041e+002°)
4.78630092322626e+009	(-1.57865049626902e+002dB,1.78943104337407e+002°)
4.89778819368433e+009	(-1.58265053095686e+002dB,1.78914937796691e+002°)
5.01187233627259e+009	(-1.58665054417039e+002dB,1.78886195896919e+002°)
5.12861383991352e+009	(-1.59065053593709e+002dB,1.78856863392832e+002°)
5.24807460249759e+009	(-1.59465050623891e+002dB,1.78826924725812e+002°)
5.37031796370239e+009	(-1.59865045501231e+002dB,1.78796364015549e+002°)
5.49540873857610e+009	(-1.60265038214793e+002dB,1.78765165051633e+002°)
5.62341325190334e+009	(-1.60665028749056e+002dB,1.78733311284895e+002°)
5.75439937337142e+009	(-1.61065017083864e+002dB,1.78700785818635e+002°)
5.88843655355573e+009	(-1.61465003194392e+002dB,1.78667571399586e+002°)
6.02559586074342e+009	(-1.61864987051094e+002dB,1.78633650408758e+002°)
6.16595001861466e+009	(-1.62264968619628e+002dB,1.78599004852061e+002°)
6.30957344480177e+009	(-1.62664947860796e+002dB,1.78563616350707e+002°)
6.45654229034639e+009	(-1.63064924730452e+002dB,1.78527466131398e+002°)
6.60693448007579e+009	(-1.63464899179412e+002dB,1.78490535016404e+002°)
6.76082975391964e+009	(-1.63864871153345e+002dB,1.78452803413238e+002°)
6.91830970918918e+009	(-1.64264840592650e+002dB,1.78414251304317e+002°)
7.07945784384119e+009	(-1.64664807432353e+002dB,1.78374858236227e+002°)
7.24435960074971e+009	(-1.65064771601930e+002dB,1.78334603308826e+002°)
7.41310241300898e+009	(-1.65464733025194e+002dB,1.78293465164130e+002°)
7.58577575029164e+009	(-1.65864691620109e+002dB,1.78251421974904e+002°)
7.76247116628671e+009	(-1.66264647298616e+002dB,1.78208451433009e+002°)
7.94328234724260e+009	(-1.66664599966454e+002dB,1.78164530737496e+002°)
8.12830516164077e+009	(-1.67064549522943e+002dB,1.78119636582448e+002°)
8.31763771102649e+009	(-1.67464495860793e+002dB,1.78073745144530e+002°)
8.51138038202354e+009	(-1.67864438865838e+002dB,1.78026832070264e+002°)
8.70963589956057e+009	(-1.68264378416828e+002dB,1.77978872462991e+002°)
8.91250938133722e+009	(-1.68664314385141e+002dB,1.77929840869633e+002°)
9.12010839355885e+009	(-1.69064246634522e+002dB,1.77879711266979e+002°)
9.33254300796966e+009	(-1.69464175020786e+002dB,1.77828457047874e+002°)
9.54992586021410e+009	(-1.69864099391505e+002dB,1.77776051006888e+002°)
9.77237220955784e+009	(-1.70264019585687e+002dB,1.77722465325814e+002°)
1.00000000000000e+010	(-1.70663935433426e+002dB,1.77667671558744e+002°)
