time	V(v2)	V(vout)
2.587824374873610e-006	-5.242321e-002	-1.481711e-002
2.593683749873610e-006	-5.551343e-002	-1.574659e-002
2.599543124873610e-006	-5.853062e-002	-1.665535e-002
2.605402499873610e-006	-6.147475e-002	-1.754337e-002
2.611261874873610e-006	-6.434584e-002	-1.841066e-002
2.616284196302181e-006	-6.673412e-002	-1.913339e-002
2.621306517730752e-006	-6.905040e-002	-1.983559e-002
2.626328839159324e-006	-7.129467e-002	-2.051725e-002
2.631351160587895e-006	-7.346694e-002	-2.117838e-002
2.636373482016467e-006	-7.556721e-002	-2.181898e-002
2.641395803445038e-006	-7.759548e-002	-2.243904e-002
2.646418124873609e-006	-7.955174e-002	-2.303857e-002
2.652277499873609e-006	-8.173398e-002	-2.370946e-002
2.658136874873609e-006	-8.379891e-002	-2.434666e-002
2.663996249873609e-006	-8.574656e-002	-2.495017e-002
2.669855624873609e-006	-8.757691e-002	-2.551999e-002
2.675714999873609e-006	-8.928997e-002	-2.605612e-002
2.681574374873609e-006	-9.088573e-002	-2.655856e-002
2.687433749873609e-006	-9.236419e-002	-2.702731e-002
2.694967232016466e-006	-9.407965e-002	-2.757668e-002
2.702500714159323e-006	-9.557741e-002	-2.806274e-002
2.710034196302180e-006	-9.685747e-002	-2.848548e-002
2.717567678445037e-006	-9.791985e-002	-2.884489e-002
2.725101160587894e-006	-9.876452e-002	-2.914098e-002
2.732634642730751e-006	-9.939151e-002	-2.937375e-002
2.740168124873608e-006	-9.980080e-002	-2.954320e-002
2.746864553445037e-006	-9.997089e-002	-2.963700e-002
2.753560982016465e-006	-9.996498e-002	-2.967871e-002
2.760257410587894e-006	-9.978307e-002	-2.966835e-002
2.766953839159322e-006	-9.942515e-002	-2.960590e-002
2.773650267730751e-006	-9.889122e-002	-2.949138e-002
2.780346696302179e-006	-9.818129e-002	-2.932477e-002
2.787043124873608e-006	-9.729536e-002	-2.910608e-002
2.792483973087893e-006	-9.644693e-002	-2.888991e-002
2.797924821302179e-006	-9.548897e-002	-2.864077e-002
2.803365669516465e-006	-9.442148e-002	-2.835866e-002
2.808806517730750e-006	-9.324447e-002	-2.804359e-002
2.814247365945036e-006	-9.195792e-002	-2.769555e-002
2.819688214159322e-006	-9.056186e-002	-2.731454e-002
2.825129062373607e-006	-8.905626e-002	-2.690056e-002
2.834755178445036e-006	-8.611145e-002	-2.608337e-002
2.844381294516464e-006	-8.288428e-002	-2.517908e-002
2.854007410587893e-006	-7.937476e-002	-2.418772e-002
2.863633526659321e-006	-7.558289e-002	-2.310926e-002
2.873259642730749e-006	-7.150866e-002	-2.194372e-002
2.882885758802178e-006	-6.715208e-002	-2.069109e-002
2.892511874873606e-006	-6.251314e-002	-1.935138e-002
2.900045357016464e-006	-5.872767e-002	-1.825365e-002
2.907578839159321e-006	-5.483317e-002	-1.712088e-002
2.915112321302178e-006	-5.082965e-002	-1.595307e-002
2.922645803445035e-006	-4.671710e-002	-1.475022e-002
2.930179285587892e-006	-4.249553e-002	-1.351233e-002
2.937712767730749e-006	-3.816494e-002	-1.223939e-002
2.945246249873606e-006	-3.372532e-002	-1.093141e-002
2.948175937373606e-006	-3.198694e-002	-1.041846e-002
2.954872365945034e-006	-2.795551e-002	-9.227182e-003
2.961568794516463e-006	-2.389275e-002	-8.024499e-003
2.968265223087891e-006	-1.979864e-002	-6.810416e-003
2.974961651659320e-006	-1.567320e-002	-5.584932e-003
2.981658080230748e-006	-1.151641e-002	-4.348048e-003
2.988354508802177e-006	-7.328287e-003	-3.099762e-003
2.995050937373605e-006	-3.108823e-003	-1.840077e-003
2.997980624873605e-006	-1.268691e-003	-1.290145e-003
3.000000000000000e-006	-7.347881e-017	-9.108147e-004
