Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (°)
3111.6158278243634,0.0024262720488875283,-0.12462135021721418,-21.787036005268007
3154.9900649580918,0.0027196509549562774,-0.12623682053244567,-22.104318516065725
3198.9689154345374,0.0032841919870383405,-0.12775916344507696,-22.422779883453686
3243.5608072358145,0.0028515241595157147,-0.12908231976881182,-22.749806658422205
3288.7742858255133,0.0033264057383170305,-0.13140088702254235,-23.080421421473936
3334.6180157863691,0.0017834167949712337,-0.13247274155099953,-23.416743614833671
3381.1007824806857,0.0021603534649834648,-0.13521725997428544,-23.757553386695093
3428.2314937339743,0.002331144245812248,-0.13697827328301035,-24.102724371252805
3476.0191815419812,0.0027164630471494945,-0.13940518464717527,-24.456199506332389
3524.4730038015878,0.0029390935036523419,-0.14180785300814208,-24.810103804729096
3573.6022460657882,0.0021112249818912455,-0.14358289691718024,-25.178007249740215
3623.4163233231534,0.0012156207142330064,-0.14700574485905371,-25.543662761839936
3673.9247818020776,0.001409215501343126,-0.14883243975683527,-25.917233687544694
3725.1373008002133,0.0011707393119156563,-0.15195657325609849,-26.294539969152311
3777.0636945393685,0.0013497828552317302,-0.15544441462035419,-26.68233462742695
3829.713914046285,0.0013327842671868846,-0.15856495842822049,-27.075895897656153
3883.0980490596089,0.0016487642358026396,-0.16133489919316962,-27.476075973050385
3937.2263299634828,0.0011107544422763536,-0.16485960800633384,-27.880416296620638
3992.1091297480534,-1.9911241309172764e-05,-0.16831404334085043,-28.289956095916541
4047.756965997326,0.0014451946105627222,-0.1720052653010026,-28.707953682870521
4104.1805029047136,-0.00014012954578318792,-0.1762614834010606,-29.134853727487531
4161.3905533167108,-0.00048255990660602081,-0.18025269748221434,-29.566400037277063
4219.3980808050283,0.00029413509510795667,-0.18500024860562209,-30.003789482175137
4278.2142017676215,-0.00096957850195594298,-0.18939947584936112,-30.448043646205861
4337.8501875589936,-0.0024138455600041598,-0.19417729553594848,-30.901075540007739
4398.3174666502282,0.00028554908873580452,-0.19951337235444819,-31.358396295880787
4459.6276268190959,-0.00014783437169480575,-0.20533745143681395,-31.825339948713008
4521.792417370707,-0.0020199120402941764,-0.21007398943419739,-32.298291613948734
4584.8237513891008,-0.0014011903478863572,-0.21635924313100516,-32.785580629555341
4648.7337080202615,-0.0047609373306095491,-0.22288982058545678,-33.273243756604131
4713.5345347869115,-0.00088927358076193507,-0.22963887160570973,-33.773846626820735
4779.2386499356053,-0.0019015723298476117,-0.23597284215972045,-34.27505391615847
4845.8586448165006,-0.0021476280017951677,-0.24334424895705498,-34.789937087405349
4913.4072862963667,-0.0018300300302075824,-0.25110394623541021,-35.31555163653119
4981.8975192051648,-0.0028486427318095853,-0.25915778548081392,-35.844127547245037
5051.3424688167715,-0.0027416989414353219,-0.2674999425168052,-36.382877972032162
5121.7554433642472,-0.0048783650578640165,-0.27674570602028803,-36.932224654197725
5193.1499365902182,-0.0020483673865739458,-0.28655561086855558,-37.490632850302816
5265.5396303327607,-0.0070598659884258024,-0.29642340682083823,-38.053583772758799
5338.9383971473617,-0.00281298894796403,-0.30582592293948752,-38.630297504576561
5413.3603029653868,-0.0081188690258124623,-0.31716440768972759,-39.211675669643228
5488.8196097896771,-0.0036080480697440647,-0.32866054337767298,-39.805763899725434
5565.3307784276512,-0.009724422513194381,-0.34048165538145847,-40.410214196996208
5642.9084712625427,-0.0037952658598954308,-0.35336809328313823,-41.023732413663645
5721.5675550632577,-0.009712713990246917,-0.36642428028665686,-41.643242009205331
5801.3231038333779,-0.0030918970788078553,-0.38067952408538941,-42.274649640988493
5882.1904016999624,-0.0078784993109770642,-0.39577790988949058,-42.920220946540638
5964.1849458424658,-0.0034236511007544376,-0.41104095960833092,-43.570799449643673
6047.3224494626556,-0.0051954855924667134,-0.42695589288270019,-44.233832328585727
6131.6188447957747,-0.0042790094221527939,-0.44371085956676659,-44.90697737048508
6217.0902861638333,-0.0051230831693252306,-0.46135972925236213,-45.590430127851711
6303.7531530712822,-0.0049815186556334701,-0.48063405194607656,-46.288260793585579
6391.6240533440114,-0.0045902958631116606,-0.49954303463263927,-46.99001705160201
6480.7198263119708,-0.014711316860262823,-0.52028974862537125,-47.702250843436204
6571.0575460362779,-0.0050569303773870906,-0.54092585156714157,-48.430847793533616
6662.6545245811567,-0.0084856708510493775,-0.5642037754349456,-49.168410583999375
6755.5283153316532,-0.0060447054383733073,-0.58818139844247974,-49.918826920957613
6849.6967163574473,-0.0054434534822280336,-0.61292339604137069,-50.677829056233918
6945.1777738237033,-0.021711682243746467,-0.6382362361021775,-51.451519802391601
7041.9897854492965,-0.0051911405332104267,-0.66543238482351352,-52.234288015191311
7140.1513040134096,-0.0091649913837081702,-0.69414234542557129,-53.024626822028267
7239.6811409108768,-0.0067163707824285865,-0.72340462018348384,-53.836581039450138
7340.5983697572192,-0.0057600738888088608,-0.75531096778025608,-54.650204387810646
7442.9223300437661,-0.016478540379802103,-0.78819095349399948,-55.481861314870059
7546.672630843902,-0.0066459689341070898,-0.82195565115842018,-56.319356728811478
7651.8691545708252,-0.0075686833480317853,-0.85733965924636757,-57.173397908112143
7758.5320607878439,-0.019393459949093403,-0.89466943772623142,-58.027689789531038
7866.6817900715905,-0.0062942223430204622,-0.93345739722884968,-58.906935343162672
7976.3390679292897,-0.0078369856816289021,-0.97466727626658878,-59.793785179057622
8087.5249087704569,-0.014761688524487979,-1.0174692233254847,-60.685986399807277
8200.260619934139,-0.0067159568807069981,-1.0612201801974019,-61.594465833940248
8314.5678057720725,-0.0091134934639732212,-1.1077168321443254,-62.511677485988102
8430.4683717889766,-0.014593188218523796,-1.1557243094865157,-63.445599780824011
8547.984528840414,-0.0063642077304205775,-1.2064995446241891,-64.383131944503958
8667.1387973892342,-0.0087939237784139361,-1.2589956113702478,-65.332746667806958
8787.9540118213299,-0.016488645808477823,-1.3135221210189689,-66.289987659880694
8910.453324821523,-0.0068264555963022631,-1.3710277225865999,-67.263495774654743
9034.6602118105347,-0.0072209629962469851,-1.4307783043478235,-68.24370529280975
9160.5984754437086,-0.022230735831343044,-1.4913505890208423,-69.233511213583228
9288.2922501725079,-0.0068076468897877622,-1.5558216698333494,-70.233848827692512
9417.7660068695277,-0.0073039774226738522,-1.6220844221899897,-71.240703377441946
9549.0445575180875,-0.014371227330773452,-1.6911496204459762,-72.256187838950126
9682.1530599670859,-0.008820714252008973,-1.763447289982413,-73.283840937977004
9817.1170227522034,-0.0075966735730478713,-1.8372444830092101,-74.316600202989008
9953.9623099842429,-0.00850195433992189,-1.914640626067712,-75.354188684466521
10092.715146305718,-0.018478543231402828,-1.9947065400151285,-76.404008251815526
10233.402121916428,-0.0075614616561729435,-2.0772204732399526,-77.458466747195132
10376.050197669121,-0.0078240183795092091,-2.1627768045269207,-78.516771814421304
10520.686710236239,-0.010791451113240117,-2.251161647183328,-79.586191921011903
10667.33937734858,-0.012510527500483332,-2.3436784841818721,-80.661195681670279
10816.03630310711,-0.0075629707158084156,-2.437345048521868,-81.736761205580905
10966.805983368691,-0.0074849568724773717,-2.5355279480335273,-82.819395582331367
11119.677311207,-0.012126457722652483,-2.6358375995643351,-83.902543211019577
11274.679582449473,-0.011405217430636411,-2.7395197405353593,-84.990438810813515
11431.842501291509,-0.0075700504369679679,-2.8464753100364533,-86.083014018542542
11591.196185988863,-0.007243353451563548,-2.9562092638491828,-87.172568244880608
11752.771174629464,-0.0099588150467485557,-3.0685028519122741,-88.264395794858757
11916.598430985599,-0.012976564721198165,-3.185086087006165,-89.354463020651338
12082.709350447778,-0.0065755850755136883,-3.3050869289308404,-90.456115950584604
12251.135766041196,-0.0078744360672640505,-3.4272351082015469,-91.544330602602514
12421.909954526174,-0.007555339469532814,-3.5512385379286195,-92.643693603174029
12595.064642583589,-0.022262230819124432,-3.6814135703881758,-93.735696573841679
12770.633013086441,-0.0083802159808596052,-3.8125224564755671,-94.825294539708835
12948.648711459055,-0.0085202419156299725,-3.9480216071301251,-95.910326190881577
13129.145852124653,-0.0071151691215264271,-4.0852910134531948,-96.997278204700152
13312.159025043091,-0.0088599712259289434,-4.2273362615819599,-98.073749782847628
13497.723302339424,-0.013760515645935721,-4.3707878499583748,-99.151085075359305
13685.874245025199,-0.0069762475048644693,-4.5174219722271456,-100.22969547418154
13876.647909813086,-0.0075886748501044748,-4.6688575775864525,-101.29238737363131
14070.080856026865,-0.0070446709263085163,-4.8215269250208204,-102.35481789050573
14266.210152607377,-0.0097739124056796332,-4.9766945909263667,-103.40051245370952
14465.073385216479,-0.012097744169791961,-5.136674850490472,-104.4540251001942
14666.708663439686,-0.0076303347503470535,-5.2982412759067996,-105.50199622522096
14871.154628089553,-0.0062004021845527522,-5.4618435656107609,-106.52924823667989
15078.450458610518,-0.0062480536100117849,-5.6303543156544302,-107.55578796891567
15288.635880587319,-0.0067286301983139982,-5.7978722981703781,-108.57087446655794
15501.751173357705,-0.021284913743755091,-5.9716251702384895,-109.57039901222313
15717.837177731644,-0.0060847755158601642,-6.1467628069161186,-110.57451756636549
15936.935303817752,-0.0064577134958966964,-6.3246226470776623,-111.5707080768851
16159.087538959198,-0.0063607756424276934,-6.5011715236561463,-112.54690417075989
16384.336455779849,-0.00576030986386716,-6.6849650708229831,-113.5232396018522
16612.725220342949,-0.0068504259754755964,-6.8690129562544255,-114.48172162333861
16844.29760042316,-0.014807763429422775,-7.0556052815697718,-115.42806625668113
17079.097973894291,-0.0052551665430088093,-7.2445309644034559,-116.36064883772926
17317.171337233547,-0.0060308095464682498,-7.43624574995878,-117.29840133871048
17558.563314144707,-0.0057510851828730678,-7.6289118520829184,-118.20998290840248
17803.320164301145,-0.0052021898584844167,-7.8244132313132218,-119.11157583076229
18051.488792211101,-0.0052796093848050795,-8.0200648537277601,-120.01210589196052
18303.116756206131,-0.019685791253048899,-8.2175831141592255,-120.89424025924336
18558.252277555199,-0.0051433864447436627,-8.4178295202960705,-121.76820333769624
18816.944249705564,-0.0052933269786385123,-8.6211876920127555,-122.63613924586525
19079.24224765267,-0.0049679518172574067,-8.824389124312491,-123.47760228928715
19345.196537440461,-0.012543629763134981,-9.0296736332363565,-124.3184883874284
19614.858085794327,-0.0051253857270981158,-9.2366683357813315,-125.15200206620847
19888.278569888109,-0.0046789821964157395,-9.4448178739446913,-125.9686496874973
20165.510387247487,-0.016796667531768807,-9.6537131303568149,-126.77833300636027
20446.60666579118,-0.0045609818433301839,-9.8643954437120271,-127.5679591759844
20731.621274012323,-0.0048883677088326378,-10.077512612653178,-128.35184112882723
21020.608831301593,-0.0038389729363381567,-10.291321203722637,-129.12081303149759
21313.624718414398,-0.014463309448908685,-10.507592940602159,-129.87221445323553
21610.725088083789,-0.0033409693028868558,-10.722559473064617,-130.6287381952219
21911.966875781509,-0.0034083962149976436,-10.938580490248835,-131.37256533229771
22217.407810628858,-0.0065704385043569282,-11.158526197666623,-132.09771906054493
22527.106426459828,-0.0069556985401864248,-11.375901150573105,-132.81374968361899
22841.122073038256,-0.0020240115163892873,-11.596960955337455,-133.51494603601049
23159.514927431559,-0.0016810390510155733,-11.81883623275144,-134.21189591074926
23482.346005542775,-0.0028986116742485937,-12.040814050673585,-134.90471626673298
23809.677173803608,-0.010630013488283341,-12.264942888951527,-135.56986285053705
24141.571161030202,-0.001939888831137597,-12.487365866822795,-136.25218767512672
24478.091570444438,-0.0012346276501057046,-12.71010271274951,-136.87982720546546
24819.302891862564,-0.00080299720126876463,-12.9368307504666,-137.53707425782375
25165.27051405394,-0.015332874876219212,-13.16351300300224,-138.17625244402001
25516.060737271866,-0.00027549935615055866,-13.385990012003926,-138.78750145027527
25871.740785959253,-0.00060911772829169101,-13.618315217828465,-139.38146330677776
26232.37882163125,0.0011883635435471624,-13.843739352278604,-140.00014717481451
26598.043955937585,-0.0075130302730817642,-14.073910498785239,-140.58345474538862
26968.806263906954,-0.0013272291669225815,-14.304925552758014,-141.18361722953455
27344.736797375812,0.0014610672854319072,-14.531905337611871,-141.76719583945578
27725.907598604856,0.0016650655128823068,-14.764142260200186,-142.32310986062035
28112.391714084642,0.0013030550586894916,-14.998853254704237,-142.89784099645127
28504.263208534376,0.00087487836274583342,-15.230491602766008,-143.39459137485144
28901.597179095101,-0.0049200699656448774,-15.455418410457533,-143.97871532017518
29304.469769721461,0.0021049571667744946,-15.68992371980486,-144.49229468138304
29712.958185773343,0.0022828997858927139,-15.924483322346557,-144.99889840162842
30127.140708811672,0.002231637920436502,-16.159436270226628,-145.56079344908886
30547.096711599694,-0.010418770619551926,-16.389320631622542,-146.04696305892895
30972.906673314115,0.0036743040056518832,-16.626219650759822,-146.53768685206558
31404.652194967519,0.0036501987834492034,-16.859023407584559,-147.04342982750396
31842.416015046532,0.0043000291858042907,-17.095532149285539,-147.50760619335441
32286.28202536732,-0.00953853163586099,-17.328626996730463,-148.04555028440481
32736.335287152458,0.0052183720151623859,-17.568135121396939,-148.48523073582427
33192.662047331898,0.0045175807292728307,-17.798519234479009,-148.93773168181258
33655.349755070944,-0.0043018340990137686,-18.033324395394299,-149.41398575997908
34124.487078528917,0.0075351391545431783,-18.261985227081315,-149.83033472401866
34600.163921851105,0.0060878184110966628,-18.509072804612387,-150.23799806546663
35082.471442397924,0.007095672267279445,-18.745471344590388,-150.7497807014131
35571.502068213864,-0.0063261395835214227,-18.983045334689074,-151.18359822388126
36067.349515740294,0.0065481708190502736,-19.221852803175981,-151.61434052539408
36570.108807774915,0.0071025404528138282,-19.453428439128725,-151.9934441306246
37079.876291681729,0.0093644698755588583,-19.695770133969752,-152.4080993276952
37596.749657854678,-0.0040950457664636229,-19.927674362972702,-152.78898908834205
38120.827958438902,0.008120502403680915,-20.171890561329594,-153.22957220237186
38652.211626312637,0.0087506101652012613,-20.399170259821272,-153.59838710860342
39191.002494334061,0.010264494404890589,-20.652156033913695,-154.02691701503934
39737.303814856081,0.0094473710542055563,-20.886430424513108,-154.38449037031856
40291.220279513502,-0.0039820499617874488,-21.1191214543054,-154.76501125687776
40852.858039285638,0.011303026415218635,-21.366351508427822,-155.14514997603752
41422.324724838974,0.012231540583579751,-21.609499922216983,-155.46381758823725
41999.729467153062,0.011824929793707436,-21.842357746241277,-155.85174136340009
42585.18291843417,0.0034171637228222131,-22.081104827172862,-156.18188439256721
43178.79727332024,0.010821574652955031,-22.320249300557936,-156.53979077288443
43780.686290381709,0.014897596431334011,-22.566032735673247,-156.91685346376272
44390.965313921712,0.016781245096069344,-22.809530915919378,-157.14094140039282
45009.751296080489,0.0064848958254748465,-23.057318239464479,-157.52577274957378
45637.162819247613,0.014523649088321931,-23.294779416911364,-157.97513895765815
46273.320118786934,0.018087154773682522,-23.52598415711121,-158.18749522551371
46918.345106077984,0.018912534218087002,-23.783555399699679,-158.48759906863162
47572.36139187892,0.0018980923286882341,-23.999121490732996,-158.89411217082181
48235.494310014699,0.018017137734385045,-24.243055812273195,-159.1430708957314
48907.870941395944,0.017415715776429766,-24.506376073669891,-159.50787517945707
49589.620138372171,0.020026666863898632,-24.755537366023454,-159.80702746139596
50280.872549424828,0.0078198923069492492,-24.962848381293892,-160.06894189109795
50981.760644204274,0.020362659108865429,-25.212758989359894,-160.39824246659975
51692.418738916036,0.020245095928244271,-25.468940041789327,-160.64722289024067
52412.983022060616,0.022104772413480026,-25.722668162233525,-161.00437704418701
53143.59158053244,0.01566220187047257,-25.959474015094965,-161.15482786310469
53884.384426082266,0.021168456103898996,-26.188260219006953,-161.57230178392888
54635.503522148814,0.021751492452216841,-26.445747130453562,-161.65080513553787
55397.09281106406,0.024530477859435199,-26.680560190967103,-162.1492010851328
56169.298241638127,0.021275496794356048,-26.909902719186331,-162.44734979182283
56952.267797128283,0.022797264305570407,-27.18216727890556,-162.6048887954768
57746.151523598259,0.025696646354235839,-27.419355085398585,-162.78081199996078
58551.101558672446,0.027117123706583576,-27.678513065884211,-163.24729068391744
59367.272160691289,0.018172440797460516,-27.897408866262047,-163.39911477235097
60194.819738272774,0.028498498381537944,-28.141168061625965,-163.60694220195077
61033.902880286274,0.028859741586789431,-28.386670780130739,-163.99498485573145
61884.682386243898,0.030566192780810332,-28.653711129211853,-164.17648387461844
62747.321297115843,0.023663024874794377,-28.882861180702918,-164.37108206006599
63621.984926574922,0.030744209146277134,-29.138382707553383,-164.66397032337468
64508.840892676999,0.031729531462500377,-29.377205336647151,-164.89584022845145
65408.05914998259,0.032568654571519036,-29.618309595753736,-165.1635175962947
66319.812022126789,0.03271938990238505,-29.88850197271735,-165.47627236958118
67244.274234842524,0.021143303081537765,-30.134700587732951,-165.55689988962587
68181.622949444791,0.033975089641230957,-30.348879079398174,-165.90876897876728
69132.037796781311,0.034736106465098719,-30.59396428325222,-166.12296328684437
70095.700911656226,0.038181429223563025,-30.851365707700008,-166.42086616580264
71072.79696773419,0.02315507590573633,-31.121051096060022,-166.28076434154821
72063.513212930528,0.035494754601684615,-31.335704920823055,-166.50282013381801
73068.039505295033,0.037562360236644735,-31.59169025240686,-166.87036471717755
74086.568349395646,0.038068211900428833,-31.838091670799557,-167.09206620229918
75119.294933209676,0.028390785311241958,-32.07878134251996,-167.59003327532591
76166.417165528925,0.038876363451268582,-32.334013982700661,-167.6096302127001
77228.13571388647,0.04064116176118554,-32.541413031812311,-167.9248832592632
78304.654043011877,0.041649502823676299,-32.799903244346154,-168.04706820964046
79396.178453822838,0.028951890262764242,-33.09895374129151,-168.1353105048799
80502.918122959818,0.042698870129898099,-33.378116461388267,-168.62330043638025
81625.085142872325,0.042842276639537186,-33.56498018828264,-168.56789339960187
82762.89456246348,0.042341799872050001,-33.77696568099725,-168.78873263675027
83916.564428301615,0.039730362789630061,-34.106307194121655,-168.8142956526722
85086.315826405815,0.044456381119359331,-34.350702072696158,-169.17618117945835
86272.372924614552,0.046111184365110643,-34.575385922932341,-169.52895360765282
87474.963015544199,0.031043673783494184,-34.797403173521829,-169.77014341157226
88694.316560147126,0.048282549572542521,-35.046753040664569,-169.91873922273794
89930.667231876228,0.048290652843897067,-35.275826430444887,-170.00465518964609
91184.251961465765,0.043550603873016458,-35.556668778895443,-170.10409663010751
92455.310982335752,0.049125658232348768,-35.849029107963219,-169.8286458691486
93744.087876630016,0.049143073412769758,-36.046426372617667,-170.70134230799346
95050.829621895129,0.049154082760711121,-36.386123272653712,-170.83444279772235
96375.786638410937,0.049794746557227182,-36.572208189250198,-170.94914066323815
97719.212837180021,0.048795830647469937,-36.838221476301626,-171.06724583923398
99081.365668586761,0.050281472054773235,-37.06319864003865,-171.10723113117533
100462.50617173413,0.045117599033087263,-37.343842176901326,-171.98866331983973
101862.89902446877,0.053320059900637436,-37.619999587148371,-171.35001211992986
103282.81259410291,0.055791105683105878,-37.824845316346263,-171.42888107801267
104722.51898884353,0.055626630769861088,-38.059347555382786,-172.22225821083455
106182.29410993846,0.051886717716720154,-38.261770227325343,-173.36249316001408
107662.41770454936,0.052249341269346522,-38.571982565514361,-172.79017980834945
109163.17341936153,0.055462279722821223,-38.835733863489821,-173.1587826984466
110684.84885494129,0.056293848995887949,-39.080121375786675,-172.6875147016207
112227.73562085083,0.055008193184925766,-39.374288862939032,-173.09835447451039
113792.12939153153,0.055343103746985006,-39.626277915907934,-173.61446645885633
115378.32996296613,0.058682041124978074,-39.843122171968972,-173.87103450511177
116986.64131013078,0.057110307635174579,-40.112857289026607,-173.96545721536947
118617.37164524793,0.050741487317075673,-40.402438548728732,-174.02202747959134
120270.83347685123,0.06127293988073973,-40.537289768677304,-173.909496504342
121947.34366967388,0.058175474830927137,-40.897113271127211,-174.79236324390081
123647.2235053716,0.059734985492451043,-41.09098166715156,-174.47074290298684
125370.7987440921,0.051684346268129802,-41.38791606363565,-174.7783998221696
127118.39968690292,0.061881901777794929,-41.712254462843902,-175.5915054591747
128890.36123908934,0.059581991769749307,-41.876021054683505,-175.11659111640449
130687.02297433474,0.054072593237492111,-42.177035538525153,-175.27091542738563
132508.7291997954,0.061742021469083919,-42.374609853663429,-174.6201567060578
134355.82902208265,0.060217312553675933,-42.826312960327108,-176.07135063108498
136228.67641416474,0.060504157732734765,-42.911788854608652,-176.15544007307972
138127.63028320106,0.060177960652856008,-43.3997050542512,-177.19054943050585
140053.05453932213,0.062838306419562756,-43.478750327506852,-177.03067971345254
142005.31816536834,0.063375966522698085,-43.787349962698258,-177.91956292366274
143984.79528760089,0.055765068528934883,-43.841890467296444,-176.79384406933093
145991.86524739797,0.061446833198778097,-44.224815554240557,-178.74720973869921
148026.91267395089,0.062400835071480844,-44.400917312016972,-177.78445733967891
150090.32755797359,0.055940194122604633,-44.766085813170555,-178.22773873492639
152182.50532643867,0.062267446800331985,-44.900814780016503,-178.12856499708437
154303.84691835646,0.064003111485022871,-45.26367541541515,-178.22931056377436
156454.75886160962,0.059339196610114948,-45.530500513222734,-178.29630664743684
158635.65335085907,0.061578652984142709,-45.857677027125156,-179.62340344710699
160846.94832653564,0.058761360270392957,-46.106505095826627,-178.88595833549439
163089.06755493328,0.061432221302373594,-46.043551615947031,-179.90005212255417
165362.44070941809,0.062480943384975653,-46.520383999594806,179.61291294659753
167667.50345277,0.047581862806349365,-46.570486862924611,177.61338997784401
170004.69752067176,0.060091831472786426,-47.145718036010123,178.94386719393822
172374.47080636199,0.061493657051145303,-47.200859600932638,177.93947416268693
174777.27744646813,0.055528434733325027,-47.491606657745258,176.36328423288961
