Freq.	(-V(v1)*10000/(V(v2)-V(v1)))-10000
1.34896288259164e+005	1.89866109134819e+004,-4.82214388328171e+002
1.38038426460287e+005	1.89849306560321e+004,-5.22208928100865e+002
1.41253754462274e+005	1.89830782306178e+004,-5.62470930834876e+002
1.44543977074591e+005	1.89810497788410e+004,-6.03020709998440e+002
1.47910838816819e+005	1.89788410774213e+004,-6.43878682417486e+002
1.51356124843619e+005	1.89764475299012e+004,-6.85065374032257e+002
1.54881661891246e+005	1.89738641576401e+004,-7.26601425445180e+002
1.58489319246109e+005	1.89710855900773e+004,-7.68507597266508e+002
1.62181009735891e+005	1.89681060542550e+004,-8.10804775222401e+002
1.65958690743754e+005	1.89649193635836e+004,-8.53513975001187e+002
1.69824365246172e+005	1.89615189058354e+004,-8.96656346821675e+002
1.73780082874935e+005	1.89578976303494e+004,-9.40253179687576e+002
1.77827941003890e+005	1.89540480344320e+004,-9.84325905297153e+002
1.81970085860996e+005	1.89499621489321e+004,-1.02889610159436e+003
1.86208713666284e+005	1.89456315229768e+004,-1.07398549590892e+003
1.90546071796322e+005	1.89410472078454e+004,-1.11961596765631e+003
1.94984459975802e+005	1.89361997399636e+004,-1.16580955057460e+003
1.99526231496885e+005	1.89310791229969e+004,-1.21258843443659e+003
2.04173794466950e+005	1.89256748090244e+004,-1.25997496620821e+003
2.08929613085401e+005	1.89199756787707e+004,-1.30799165060984e+003
2.13796208950220e+005	1.89139700208759e+004,-1.35666115002248e+003
2.18776162394952e+005	1.89076455101825e+004,-1.40600628369577e+003
2.23872113856831e+005	1.89009891850187e+004,-1.45605002620220e+003
2.29086765276774e+005	1.88939874234549e+004,-1.50681550508184e+003
2.34422881531989e+005	1.88866259185204e+004,-1.55832599759490e+003
2.39883291901946e+005	1.88788896523490e+004,-1.61060492655334e+003
2.45470891568500e+005	1.88707628692452e+004,-1.66367585513372e+003
2.51188643150955e+005	1.88622290476467e+004,-1.71756248059715e+003
2.57039578276883e+005	1.88532708709684e+004,-1.77228862685443e+003
2.63026799189535e+005	1.88438701973113e+004,-1.82787823577920e+003
2.69153480392688e+005	1.88340080280264e+004,-1.88435535716983e+003
2.75422870333813e+005	1.88236644751139e+004,-1.94174413730228e+003
2.81838293126442e+005	1.88128187274591e+004,-2.00006880592313e+003
2.88403150312657e+005	1.88014490158895e+004,-2.05935366161983e+003
2.95120922666635e+005	1.87895325770544e+004,-2.11962305543313e+003
3.01995172040197e+005	1.87770456161310e+004,-2.18090137258812e+003
3.09029543251355e+005	1.87639632683510e+004,-2.24321301224729e+003
3.16227766016834e+005	1.87502595593721e+004,-2.30658236511342e+003
3.23593656929624e+005	1.87359073644944e+004,-2.37103378878506e+003
3.31131121482586e+005	1.87208783667604e+004,-2.43659158066700e+003
3.38844156139198e+005	1.87051430139473e+004,-2.50327994833917e+003
3.46736850452527e+005	1.86886704745012e+004,-2.57112297718237e+003
3.54813389233570e+005	1.86714285924570e+004,-2.64014459508811e+003
3.63078054770096e+005	1.86533838413851e+004,-2.71036853411669e+003
3.71535229097167e+005	1.86345012774468e+004,-2.78181828885947e+003
3.80189396320556e+005	1.86147444916157e+004,-2.85451707136822e+003
3.89045144994275e+005	1.85940755611659e+004,-2.92848776240813e+003
3.98107170553492e+005	1.85724550005233e+004,-3.00375285884200e+003
4.07380277804107e+005	1.85498417115958e+004,-3.08033441693261e+003
4.16869383470329e+005	1.85261929337144e+004,-3.15825399133069e+003
4.26579518801586e+005	1.85014641933405e+004,-3.23753256951791e+003
4.36515832240160e+005	1.84756092537062e+004,-3.31819050145974e+003
4.46683592150957e+005	1.84485800645722e+004,-3.40024742425440e+003
4.57088189614868e+005	1.84203267123314e+004,-3.48372218147701e+003
4.67735141287191e+005	1.83907973706826e+004,-3.56863273701007e+003
4.78630092322631e+005	1.83599382521424e+004,-3.65499608308424e+003
4.89778819368439e+005	1.83276935606945e+004,-3.74282814225721e+003
5.01187233627265e+005	1.82940054458855e+004,-3.83214366310441e+003
5.12861383991357e+005	1.82588139587357e+004,-3.92295610931979e+003
5.24807460249765e+005	1.82220570098483e+004,-4.01527754199854e+003
5.37031796370245e+005	1.81836703301402e+004,-4.10911849483833e+003
5.49540873857616e+005	1.81435874346623e+004,-4.20448784202035e+003
5.62341325190341e+005	1.81017395900118e+004,-4.30139265853312e+003
5.75439937337148e+005	1.80580557858879e+004,-4.39983807271202e+003
5.88843655355580e+005	1.80124627113857e+004,-4.49982711078863e+003
6.02559586074349e+005	1.79648847366452e+004,-4.60136053330597e+003
6.16595001861473e+005	1.79152439005884e+004,-4.70443666316199e+003
6.30957344480184e+005	1.78634599054281e+004,-4.80905120524693e+003
6.45654229034646e+005	1.78094501187724e+004,-4.91519705752354e+003
6.60693448007586e+005	1.77531295841721e+004,-5.02286411348676e+003
6.76082975391971e+005	1.76944110409624e+004,-5.13203905607507e+003
6.91830970918926e+005	1.76332049543932e+004,-5.24270514300324e+003
7.07945784384127e+005	1.75694195570300e+004,-5.35484198365935e+003
7.24435960074979e+005	1.75029609024509e+004,-5.46842530779315e+003
7.41310241300906e+005	1.74337329324081e+004,-5.58342672614849e+003
7.58577575029172e+005	1.73616375585394e+004,-5.69981348349068e+003
7.76247116628680e+005	1.72865747598370e+004,-5.81754820444719e+003
7.94328234724269e+005	1.72084426971721e+004,-5.93658863262367e+003
8.12830516164087e+005	1.71271378460344e+004,-6.05688736380825e+003
8.31763771102658e+005	1.70425551489109e+004,-6.17839157388802e+003
8.51138038202363e+005	1.69545881885257e+004,-6.30104274252625e+003
8.70963589956067e+005	1.68631293833168e+004,-6.42477637361233e+003
8.91250938133732e+005	1.67680702065021e+004,-6.54952171368250e+003
9.12010839355895e+005	1.66693014299883e+004,-6.67520146977982e+003
9.33254300796976e+005	1.65667133944982e+004,-6.80173152822090e+003
9.54992586021421e+005	1.64601963070674e+004,-6.92902067612246e+003
9.77237220955795e+005	1.63496405672083e+004,-7.05697032750760e+003
1.00000000000000e+006	1.62349371227567e+004,-7.18547425622479e+003
