Freq.	(-V(v1)*10000/(V(v2)-V(v1)))-10000
1.28824955169312e+005	1.84006400973090e+004,-3.21392084981842e+003
1.31825673855639e+005	1.83652496395840e+004,-3.31163878772703e+003
1.34896288259164e+005	1.83282403397333e+004,-3.41041438594635e+003
1.38038426460287e+005	1.82895543202200e+004,-3.51025426603472e+003
1.41253754462274e+005	1.82491319497028e+004,-3.61116288951735e+003
1.44543977074591e+005	1.82069118645947e+004,-3.71314241986559e+003
1.47910838816819e+005	1.81628309978679e+004,-3.81619257912113e+003
1.51356124843619e+005	1.81168246158011e+004,-3.92031049929651e+003
1.54881661891246e+005	1.80688263633899e+004,-4.02549056876808e+003
1.58489319246109e+005	1.80187683191692e+004,-4.13172427392755e+003
1.62181009735891e+005	1.79665810602211e+004,-4.23900003641690e+003
1.65958690743754e+005	1.79121937381609e+004,-4.34730304636693e+003
1.69824365246172e+005	1.78555341669127e+004,-4.45661509211135e+003
1.73780082874935e+005	1.77965289230979e+004,-4.56691438694676e+003
1.77827941003890e+005	1.77351034598621e+004,-4.67817539360571e+003
1.81970085860996e+005	1.76711822349680e+004,-4.79036864719338e+003
1.86208713666284e+005	1.76046888539652e+004,-4.90346057745845e+003
1.90546071796322e+005	1.75355462292408e+004,-5.01741333135917e+003
1.94984459975802e+005	1.74636767557123e+004,-5.13218459701785e+003
1.99526231496885e+005	1.73890025038822e+004,-5.24772743027513e+003
2.04173794466950e+005	1.73114454309368e+004,-5.36399008515720e+003
2.08929613085401e+005	1.72309276104777e+004,-5.48091584972466e+003
2.13796208950220e+005	1.71473714814083e+004,-5.59844288887534e+003
2.18776162394952e+005	1.70607001163817e+004,-5.71650409582341e+003
2.23872113856831e+005	1.69708375101192e+004,-5.83502695406515e+003
2.29086765276774e+005	1.68777088877369e+004,-5.95393341181366e+003
2.34422881531989e+005	1.67812410330888e+004,-6.07313977095948e+003
2.39883291901946e+005	1.66813626369512e+004,-6.19255659272752e+003
2.45470891568500e+005	1.65780046646485e+004,-6.31208862232903e+003
2.51188643150955e+005	1.64711007425458e+004,-6.43163473493165e+003
2.57039578276883e+005	1.63605875625508e+004,-6.55108790538600e+003
2.63026799189535e+005	1.62464053035162e+004,-6.67033520417755e+003
2.69153480392688e+005	1.61284980681960e+004,-6.78925782204618e+003
2.75422870333813e+005	1.60068143340387e+004,-6.90773112578486e+003
2.81838293126442e+005	1.58813074158604e+004,-7.02562474761654e+003
2.88403150312657e+005	1.57519359380803e+004,-7.14280271050459e+003
2.95120922666635e+005	1.56186643138719e+004,-7.25912359164461e+003
3.01995172040197e+005	1.54814632282813e+004,-7.37444072618485e+003
3.09029543251355e+005	1.53403101219754e+004,-7.48860245308646e+003
3.16227766016834e+005	1.51951896720238e+004,-7.60145240471367e+003
3.23593656929624e+005	1.50460942657523e+004,-7.71282984150176e+003
3.31131121482586e+005	1.48930244634320e+004,-7.82257003268279e+003
3.38844156139198e+005	1.47359894453090e+004,-7.93050468364954e+003
3.46736850452527e+005	1.45750074382418e+004,-8.03646241010218e+003
3.54813389233570e+005	1.44101061170193e+004,-8.14026925863446e+003
3.63078054770096e+005	1.42413229752962e+004,-8.24174927288369e+003
3.71535229097167e+005	1.40687056610117e+004,-8.34072510379778e+003
3.80189396320556e+005	1.38923122711283e+004,-8.43701866197778e+003
3.89045144994275e+005	1.37122116005845e+004,-8.53045180943669e+003
3.98107170553492e+005	1.35284833405181e+004,-8.62084708746145e+003
4.07380277804107e+005	1.33412182209622e+004,-8.70802847666127e+003
4.16869383470329e+005	1.31505180936340e+004,-8.79182218459652e+003
4.26579518801586e+005	1.29564959507055e+004,-8.87205745582914e+003
4.36515832240160e+005	1.27592758760124e+004,-8.94856739860862e+003
4.46683592150957e+005	1.25589929256839e+004,-9.02118982189205e+003
4.57088189614868e+005	1.23557929358477e+004,-9.08976807591159e+003
4.67735141287191e+005	1.21498322557360e+004,-9.15415188911287e+003
4.78630092322631e+005	1.19412774054034e+004,-9.21419819393520e+003
4.89778819368439e+005	1.17303046580058e+004,-9.26977193371898e+003
5.01187233627265e+005	1.15170995475801e+004,-9.32074684287244e+003
5.12861383991357e+005	1.13018563040888e+004,-9.36700619245502e+003
5.24807460249765e+005	1.10847772185338e+004,-9.40844349341942e+003
5.37031796370245e+005	1.08660719417721e+004,-9.44496315002384e+003
5.49540873857616e+005	1.06459567216261e+004,-9.47648105626832e+003
5.62341325190341e+005	1.04246535837716e+004,-9.50292512869854e+003
5.75439937337148e+005	1.02023894625963e+004,-9.52423576953394e+003
5.88843655355580e+005	9.97939528909739e+003,-9.54036625476898e+003
6.02559586074349e+005	9.75590504337679e+003,-9.55128304272481e+003
6.16595001861473e+005	9.53215477992997e+003,-9.55696599940834e+003
6.30957344480184e+005	9.30838163431130e+003,-9.55740853800424e+003
6.45654229034646e+005	9.08482282000147e+003,-9.55261767083808e+003
6.60693448007586e+005	8.86171462450724e+003,-9.54261397319119e+003
6.76082975391971e+005	8.63929141373856e+003,-9.52743145940905e+003
6.91830970918926e+005	8.41778465350876e+003,-9.50711737278939e+003
7.07945784384127e+005	8.19742195680962e+003,-9.48173189175542e+003
7.24435960074979e+005	7.97842616513608e+003,-9.45134775580098e+003
7.41310241300906e+005	7.76101447150856e+003,-9.41604981558211e+003
7.58577575029172e+005	7.54539759238419e+003,-9.37593451237740e+003
7.76247116628680e+005	7.33177899476720e+003,-9.33110929284485e+003
7.94328234724269e+005	7.12035418416030e+003,-9.28169196564173e+003
8.12830516164087e+005	6.91131005805637e+003,-9.22781000696702e+003
8.31763771102658e+005	6.70482432881857e+003,-9.16959982247701e+003
8.51138038202363e+005	6.50106501885802e+003,-9.10720597328576e+003
8.70963589956067e+005	6.30019003005337e+003,-9.04078037388548e+003
8.91250938133732e+005	6.10234678848262e+003,-8.97048146985303e+003
9.12010839355895e+005	5.90767196460924e+003,-8.89647340309989e+003
9.33254300796976e+005	5.71629126821241e+003,-8.81892517221405e+003
9.54992586021421e+005	5.52831931655302e+003,-8.73800979513973e+003
9.77237220955795e+005	5.34385957354209e+003,-8.65390348105100e+003
1.00000000000000e+006	5.16300435699143e+003,-8.56678481780024e+003
