Freq.	(V(v1)/I(R2))-100
1.12201845430195e+005	3.48760447940322e-003,1.75970894452090e-001
1.14815362149687e+005	3.48861734831019e-003,1.80066853744010e-001
1.17489755493952e+005	3.48968010463580e-003,1.84258409764584e-001
1.20226443461740e+005	3.49079508663408e-003,1.88547793704980e-001
1.23026877081237e+005	3.49196475158919e-003,1.92937289255116e-001
1.25892541179415e+005	3.49319168137185e-003,1.97429233859449e-001
1.28824955169312e+005	3.49447858927476e-003,2.02026020004609e-001
1.31825673855639e+005	3.49582832645012e-003,2.06730096539362e-001
1.34896288259164e+005	3.49724388891559e-003,2.11543970028533e-001
1.38038426460287e+005	3.49872842531340e-003,2.16470206141227e-001
1.41253754462274e+005	3.50028524451318e-003,2.21511431074813e-001
1.44543977074591e+005	3.50191782438003e-003,2.26670333015381e-001
1.47910838816819e+005	3.50362982013053e-003,2.31949663636244e-001
1.51356124843619e+005	3.50542507418083e-003,2.37352239634929e-001
1.54881661891246e+005	3.50730762596640e-003,2.42880944310674e-001
1.58489319246109e+005	3.50928172235854e-003,2.48538729183037e-001
1.62181009735891e+005	3.51135182877726e-003,2.54328615652996e-001
1.65958690743754e+005	3.51352264146954e-003,2.60253696708398e-001
1.69824365246172e+005	3.51579909958843e-003,2.66317138674347e-001
1.73780082874935e+005	3.51818639856560e-003,2.72522183010766e-001
1.77827941003890e+005	3.52069000460631e-003,2.78872148158027e-001
1.81970085860996e+005	3.52331566955399e-003,2.85370431432725e-001
1.86208713666284e+005	3.52606944642275e-003,2.92020510975091e-001
1.90546071796322e+005	3.52895770704720e-003,2.98825947749228e-001
1.94984459975802e+005	3.53198715964709e-003,3.05790387599270e-001
1.99526231496885e+005	3.53516486831040e-003,3.12917563362076e-001
2.04173794466950e+005	3.53849827320118e-003,3.20211297039121e-001
2.08929613085401e+005	3.54199521224530e-003,3.27675502029438e-001
2.13796208950220e+005	3.54566394474887e-003,3.35314185425938e-001
2.18776162394952e+005	3.54951317541463e-003,3.43131450377237e-001
2.23872113856831e+005	3.55355208139940e-003,3.51131498517525e-001
2.29086765276774e+005	3.55779033992576e-003,3.59318632467003e-001
2.34422881531989e+005	3.56223815850854e-003,3.67697258405223e-001
2.39883291901946e+005	3.56690630684398e-003,3.76271888720673e-001
2.45470891568500e+005	3.57180615134212e-003,3.85047144739045e-001
2.51188643150955e+005	3.57694969143552e-003,3.94027759533365e-001
2.57039578276883e+005	3.58234959900017e-003,4.03218580819484e-001
2.63026799189535e+005	3.58801926013541e-003,4.12624573939958e-001
2.69153480392688e+005	3.59397282015550e-003,4.22250824940232e-001
2.75422870333813e+005	3.60022523186387e-003,4.32102543740679e-001
2.81838293126442e+005	3.60679230695382e-003,4.42185067408658e-001
2.88403150312657e+005	3.61369077148765e-003,4.52503863534703e-001
2.95120922666635e+005	3.62093832538335e-003,4.63064533717393e-001
3.01995172040197e+005	3.62855370610760e-003,4.73872817161523e-001
3.09029543251355e+005	3.63655675754160e-003,4.84934594394636e-001
3.16227766016834e+005	3.64496850336593e-003,4.96255891107045e-001
3.23593656929624e+005	3.65381122684028e-003,5.07842882121146e-001
3.31131121482586e+005	3.66310855577012e-003,5.19701895495722e-001
3.38844156139198e+005	3.67288555491996e-003,5.31839416771552e-001
3.46736850452527e+005	3.68316882487818e-003,5.44262093365116e-001
3.54813389233570e+005	3.69398660885167e-003,5.56976739117095e-001
3.63078054770096e+005	3.70536890835638e-003,5.69990339003435e-001
3.71535229097167e+005	3.71734760697962e-003,5.83310054016859e-001
3.80189396320556e+005	3.72995660562481e-003,5.96943226227011e-001
3.89045144994275e+005	3.74323196683690e-003,6.10897384028514e-001
3.98107170553492e+005	3.75721207223023e-003,6.25180247586177e-001
4.07380277804107e+005	3.77193779233664e-003,6.39799734487667e-001
4.16869383470329e+005	3.78745266989711e-003,6.54763965614261e-001
4.26579518801586e+005	3.80380311914053e-003,6.70081271241341e-001
4.36515832240160e+005	3.82103864117767e-003,6.85760197380530e-001
4.46683592150957e+005	3.83921205730076e-003,7.01809512376985e-001
4.57088189614868e+005	3.85837976264725e-003,7.18238213775133e-001
4.67735141287191e+005	3.87860200052614e-003,7.35055535468240e-001
4.78630092322631e+005	3.89994316087439e-003,7.52270955147183e-001
4.89778819368439e+005	3.92247210399432e-003,7.69894202065621e-001
5.01187233627265e+005	3.94626251247132e-003,7.87935265139341e-001
5.12861383991357e+005	3.97139327345997e-003,8.06404401399306e-001
5.24807460249765e+005	3.99794889460736e-003,8.25312144818834e-001
5.37031796370245e+005	4.02601995666885e-003,8.44669315537005e-001
5.49540873857616e+005	4.05570360588570e-003,8.64487029501976e-001
5.62341325190341e+005	4.08710409006119e-003,8.84776708559369e-001
5.75439937337148e+005	4.12033334353623e-003,9.05550091012839e-001
5.88843655355580e+005	4.15551162319616e-003,9.26819242685857e-001
6.02559586074349e+005	4.19276820335313e-003,9.48596568515735e-001
6.16595001861473e+005	4.23224213308515e-003,9.70894824713421e-001
6.30957344480184e+005	4.27408306313737e-003,9.93727131524647e-001
6.45654229034646e+005	4.31845214812654e-003,1.01710698663108e+000
6.60693448007586e+005	4.36552303285964e-003,1.04104827923266e+000
6.76082975391971e+005	4.41548292926086e-003,1.06556530485556e+000
6.91830970918926e+005	4.46853379445145e-003,1.09067278093348e+000
7.07945784384127e+005	4.52489361875053e-003,1.11638586321368e+000
7.24435960074979e+005	4.58479783455346e-003,1.14272016304300e+000
7.41310241300906e+005	4.64850085948854e-003,1.16969176559329e+000
7.58577575029172e+005	4.71627778541972e-003,1.19731724909054e+000
7.76247116628680e+005	4.78842622865727e-003,1.22561370511686e+000
7.94328234724269e+005	4.86526835878465e-003,1.25459876005962e+000
8.12830516164087e+005	4.94715312160565e-003,1.28429059778863e+000
8.31763771102658e+005	5.03445867923347e-003,1.31470798364794e+000
8.51138038202363e+005	5.12759508617933e-003,1.34587028985639e+000
8.70963589956067e+005	5.22700722861202e-003,1.37779752241821e+000
8.91250938133732e+005	5.33317805202671e-003,1.41051034965365e+000
9.12010839355895e+005	5.44663210803265e-003,1.44403013246845e+000
9.33254300796976e+005	5.56793945391121e-003,1.47837895649082e+000
9.54992586021421e+005	5.69771994078394e-003,1.51357966621552e+000
9.77237220955795e+005	5.83664793293792e-003,1.54965590130616e+000
1.00000000000000e+006	5.98545750274582e-003,1.58663213522022e+000
