Freq.	V(vo)
2.00000000000000e+001	(5.78232151351735e+000dB,2.17108842368282e+001°)
2.04658598456151e+001	(5.84293311222673e+000dB,2.21150728825230e+001°)
2.09425709610180e+001	(5.90615681060830e+000dB,2.25217624450288e+001°)
2.14303861047521e+001	(5.97209525461140e+000dB,2.29305476100534e+001°)
2.19295639228637e+001	(6.04085428848562e+000dB,2.33409825429940e+001°)
2.24403690860393e+001	(6.11254297465661e+000dB,2.37525777380469e+001°)
2.29630724299377e+001	(6.18727360220994e+000dB,2.41647966076525e+001°)
2.34979510987906e+001	(6.26516168168643e+000dB,2.45770517861756e+001°)
2.40452886923483e+001	(6.34632592343221e+000dB,2.49887011186442e+001°)
2.46053754162476e+001	(6.43088819618649e+000dB,2.53990433019685e+001°)
2.51785082358833e+001	(6.51897346190960e+000dB,2.58073131422915e+001°)
2.57649910338627e+001	(6.61070968202729e+000dB,2.62126763879693e+001°)
2.63651347711281e+001	(6.70622768926358e+000dB,2.66142240931675e+001°)
2.69792576518331e+001	(6.80566101801577e+000dB,2.70109664621769e+001°)
2.76076852920577e+001	(6.90914568474513e+000dB,2.74018261193364e+001°)
2.82507508924551e+001	(7.01681990806294e+000dB,2.77856307439933e+001°)
2.89087954149185e+001	(7.12882375601452e+000dB,2.81611050043284e+001°)
2.95821677633641e+001	(7.24529870542934e+000dB,2.85268617183179e+001°)
3.02712249687242e+001	(7.36638709501463e+000dB,2.88813921648732e+001°)
3.09763323782496e+001	(7.49223145001308e+000dB,2.92230554636917e+001°)
3.16978638492223e+001	(7.62297365159502e+000dB,2.95500669391527e+001°)
3.24362019471786e+001	(7.75875391854864e+000dB,2.98604853824910e+001°)
3.31917381487512e+001	(7.89970956210025e+000dB,3.01521991286246e+001°)
3.39648730492349e+001	(8.04597346663479e+000dB,3.04229108709431e+001°)
3.47560165749875e+001	(8.19767223947293e+000dB,3.06701211511793e+001°)
3.55655882007784e+001	(8.35492396145532e+000dB,3.08911104850798e+001°)
3.63940171721997e+001	(8.51783545665314e+000dB,3.10829201217732e+001°)
3.72417427332573e+001	(8.68649898384153e+000dB,3.12423314906554e+001°)
3.81092143592649e+001	(8.86098823428820e+000dB,3.13658444710086e+001°)
3.89968919951609e+001	(9.04135349989262e+000dB,3.14496547353064e+001°)
3.99052462993776e+001	(9.22761585295898e+000dB,3.14896305786146e+001°)
4.08347588933906e+001	(9.41976015447589e+000dB,3.14812898681862e+001°)
4.17859226170808e+001	(9.61772668289726e+000dB,3.14197780472983e+001°)
4.27592417900446e+001	(9.82140115217692e+000dB,3.12998485274410e+001°)
4.37552324789910e+001	(1.00306028697251e+001dB,3.11158473285598e+001°)
4.47744227713668e+001	(1.02450707775137e+001dB,3.08617045060013e+001°)
4.58173530553554e+001	(1.04644471310839e+001dB,3.05309357625259e+001°)
4.68845763063984e+001	(1.06882586137485e+001dB,3.01166587055554e+001°)
4.79766583803898e+001	(1.09158947736834e+001dB,2.96116294790968e+001°)
4.90941783137006e+001	(1.11465838323872e+001dB,2.90083069495635e+001°)
5.02377286301916e+001	(1.13793661725531e+001dB,2.82989531709521e+001°)
5.14079156553772e+001	(1.16130662048818e+001dB,2.74757803212351e+001°)
5.26053598379076e+001	(1.18462638704325e+001dB,2.65311553750755e+001°)
5.38306960785383e+001	(1.20772677833190e+001dB,2.54578739586276e+001°)
5.50845740667633e+001	(1.23040929593374e+001dB,2.42495133972809e+001°)
5.63676586252890e+001	(1.25244471624686e+001dB,2.29008709749581e+001°)
5.76806300625321e+001	(1.27357310051819e+001dB,2.14084858119390e+001°)
5.90241845333277e+001	(1.29350578174086e+001dB,1.97712306128995e+001°)
6.03990344080403e+001	(1.31192995763780e+001dB,1.79909425273807e+001°)
6.18059086502718e+001	(1.32851643782043e+001dB,1.60730414918980e+001°)
6.32455532033675e+001	(1.34293085356988e+001dB,1.40270627211655e+001°)
6.47187313859256e+001	(1.35484821011114e+001dB,1.18670129778260e+001°)
6.62262242965182e+001	(1.36397006049792e+001dB,9.61145532292182e+000°)
6.77688312278404e+001	(1.37004289660052e+001dB,7.28324168521571e+000°)
6.93473700905062e+001	(1.37287575242228e+001dB,4.90885088639299e+000°)
7.09626778467150e+001	(1.37235470647598e+001dB,2.51734883495776e+000°)
7.26156109540202e+001	(1.36845212786277e+001dB,1.39055832154143e-001°)
7.43070458194344e+001	(1.36122918589544e+001dB,-2.19593483127473e+000°)
7.60378792641121e+001	(1.35083120933697e+001dB,-4.45921087664087e+000°)
7.78090289988560e+001	(1.33747666143565e+001dB,-6.62529751901984e+000°)
7.96214341106993e+001	(1.32144146768926e+001dB,-8.67258819913338e+000°)
8.14760555608224e+001	(1.30304095545478e+001dB,-1.05838854067103e+001°)
8.33738766940670e+001	(1.28261166734276e+001dB,-1.23465545868359e+001°)
8.53159037603184e+001	(1.26049489088394e+001dB,-1.39523476833416e+001°)
8.73031664480331e+001	(1.23702309993278e+001dB,-1.53969838693378e+001°)
8.93367184301925e+001	(1.21250983060758e+001dB,-1.66795830121058e+001°)
9.14176379229749e+001	(1.18724296062751e+001dB,-1.78020379488451e+001°)
9.35470282574395e+001	(1.16148099100508e+001dB,-1.87683924638153e+001°)
9.57260184645275e+001	(1.13545174243192e+001dB,-1.95842699398043e+001°)
9.79557638736891e+001	(1.10935283633779e+001dB,-2.02563777481964e+001°)
1.00237446725454e+002	(1.08335338148831e+001dB,-2.07920968837784e+001°)
1.02572276798273e+002	(1.05759638513888e+001dB,-2.11991556547281e+001°)
1.04961492049954e+002	(1.03220151962642e+001dB,-2.14853798426369e+001°)
1.07406359274050e+002	(1.00726798040638e+001dB,-2.16585086459657e+001°)
1.09908174771525e+002	(9.82877259980526e+000dB,-2.17260648690227e+001°)
1.12468265038070e+002	(9.59095731001147e+000dB,-2.16952683375527e+001°)
1.15087987467431e+002	(9.35976982180212e+000dB,-2.15729827588051e+001°)
1.17768731071118e+002	(9.13563885407382e+000dB,-2.13656877608901e+001°)
1.20511917214871e+002	(8.91890395110332e+000dB,-2.10794693770444e+001°)
1.23319000372296e+002	(8.70983094567087e+000dB,-2.07200236413156e+001°)
