freq,amp,phase
1.07151930523759e+006,-1.05668520534759e+002,-1.36814971736023e+002
1.09647819614317e+006,-1.05913948519770e+002,-1.35656576778062e+002
1.12201845430195e+006,-1.06156558331374e+002,-1.34522327118616e+002
1.14815362149687e+006,-1.06396501754501e+002,-1.33411964324055e+002
1.17489755493951e+006,-1.06633923293358e+002,-1.32325195747472e+002
1.20226443461740e+006,-1.06868960224562e+002,-1.31261699145761e+002
1.23026877081236e+006,-1.07101742697715e+002,-1.30221126983278e+002
1.25892541179415e+006,-1.07332393875726e+002,-1.29203110419013e+002
1.28824955169312e+006,-1.07561030107825e+002,-1.28207262979562e+002
1.31825673855639e+006,-1.07787761128846e+002,-1.27233183924488e+002
1.34896288259163e+006,-1.08012690279073e+002,-1.26280461314069e+002
1.38038426460287e+006,-1.08235914739559e+002,-1.25348674792018e+002
1.41253754462273e+006,-1.08457525778487e+002,-1.24437398097657e+002
1.44543977074591e+006,-1.08677609004717e+002,-1.23546201323275e+002
1.47910838816819e+006,-1.08896244625231e+002,-1.22674652933177e+002
1.51356124843619e+006,-1.09113507703690e+002,-1.21822321561236e+002
1.54881661891246e+006,-1.09329468417783e+002,-1.20988777603771e+002
1.58489319246109e+006,-1.09544192313453e+002,-1.20173594624230e+002
1.62181009735891e+006,-1.09757740554476e+002,-1.19376350585683e+002
1.65958690743754e+006,-1.09970170166177e+002,-1.18596628926423e+002
1.69824365246172e+006,-1.10181534272345e+002,-1.17834019493175e+002
1.73780082874935e+006,-1.10391882324696e+002,-1.17088119345559e+002
1.77827941003890e+006,-1.10601260324387e+002,-1.16358533444488e+002
1.81970085860996e+006,-1.10809711035308e+002,-1.15644875236260e+002
1.86208713666284e+006,-1.11017274189011e+002,-1.14946767143130e+002
1.90546071796322e+006,-1.11223986681260e+002,-1.14263840970217e+002
1.94984459975802e+006,-1.11429882760288e+002,-1.13595738237671e+002
1.99526231496885e+006,-1.11634994206934e+002,-1.12942110446146e+002
2.04173794466950e+006,-1.11839350506883e+002,-1.12302619282795e+002
2.08929613085401e+006,-1.12042979015294e+002,-1.11676936774177e+002
2.13796208950220e+006,-1.12245905114125e+002,-1.11064745391743e+002
2.18776162394952e+006,-1.12448152362486e+002,-1.10465738114859e+002
2.23872113856831e+006,-1.12649742640364e+002,-1.09879618455675e+002
2.29086765276774e+006,-1.12850696286074e+002,-1.09306100449552e+002
2.34422881531989e+006,-1.13051032227765e+002,-1.08744908614215e+002
2.39883291901946e+006,-1.13250768109320e+002,-1.08195777880311e+002
2.45470891568499e+006,-1.13449920410964e+002,-1.07658453495579e+002
2.51188643150954e+006,-1.13648504564856e+002,-1.07132690904474e+002
2.57039578276883e+006,-1.13846535065943e+002,-1.06618255604709e+002
2.63026799189534e+006,-1.14044025578314e+002,-1.06114922981872e+002
2.69153480392688e+006,-1.14240989037242e+002,-1.05622478123032e+002
2.75422870333813e+006,-1.14437437747097e+002,-1.05140715610002e+002
2.81838293126441e+006,-1.14633383475260e+002,-1.04669439292770e+002
2.88403150312656e+006,-1.14828837542148e+002,-1.04208462043469e+002
2.95120922666634e+006,-1.15023810907396e+002,-1.03757605491144e+002
3.01995172040197e+006,-1.15218314252239e+002,-1.03316699737551e+002
3.09029543251354e+006,-1.15412358058094e+002,-1.02885583054174e+002
3.16227766016833e+006,-1.15605952681277e+002,-1.02464101560681e+002
3.23593656929623e+006,-1.15799108423815e+002,-1.02052108885088e+002
3.31131121482586e+006,-1.15991835600241e+002,-1.01649465805999e+002
3.38844156139197e+006,-1.16184144600238e+002,-1.01256039877388e+002
3.46736850452526e+006,-1.16376045947012e+002,-1.00871705036553e+002
3.54813389233570e+006,-1.16567550351196e+002,-1.00496341196039e+002
3.63078054770096e+006,-1.16758668760148e+002,-1.00129833820530e+002
3.71535229097167e+006,-1.16949412402413e+002,-9.97720734898943e+001
3.80189396320555e+006,-1.17139792827204e+002,-9.94229554498377e+001
3.89045144994275e+006,-1.17329821938682e+002,-9.90823791518162e+001
3.98107170553491e+006,-1.17519512024887e+002,-9.87502477841185e+001
4.07380277804106e+006,-1.17708875781135e+002,-9.84264677962605e+001
4.16869383470329e+006,-1.17897926327762e+002,-9.81109484190615e+001
4.26579518801586e+006,-1.18086677222088e+002,-9.78036011829846e+001
4.36515832240159e+006,-1.18275142464534e+002,-9.75043394375346e+001
4.46683592150956e+006,-1.18463336498835e+002,-9.72130778746437e+001
4.57088189614868e+006,-1.18651274206378e+002,-9.69297320591524e+001
4.67735141287191e+006,-1.18838970894685e+002,-9.66542179695566e+001
4.78630092322631e+006,-1.19026442280164e+002,-9.63864515522846e+001
4.89778819368438e+006,-1.19213704465279e+002,-9.61263482927646e+001
5.01187233627264e+006,-1.19400773910344e+002,-9.58738228064933e+001
5.12861383991357e+006,-1.19587667400209e+002,-9.56287884532792e+001
5.24807460249764e+006,-1.19774402006163e+002,-9.53911569776504e+001
5.37031796370244e+006,-1.19960995043425e+002,-9.51608381782602e+001
5.49540873857616e+006,-1.20147464024647e+002,-9.49377396088738e+001
5.62341325190340e+006,-1.20333826609901e+002,-9.47217663132538e+001
5.75439937337148e+006,-1.20520100553655e+002,-9.45128205959087e+001
5.88843655355579e+006,-1.20706303649290e+002,-9.43108018303499e+001
6.02559586074348e+006,-1.20892453671731e+002,-9.41156063060654e+001
6.16595001861472e+006,-1.21078568318773e+002,-9.39271271150314e+001
6.30957344480183e+006,-1.21264665151721e+002,-9.37452540781383e+001
6.45654229034645e+006,-1.21450761535938e+002,-9.35698737114660e+001
6.60693448007585e+006,-1.21636874581907e+002,-9.34008692318919e+001
6.76082975391971e+006,-1.21823021087393e+002,-9.32381206011058e+001
6.91830970918925e+006,-1.22009217481269e+002,-9.30815046066567e+001
7.07945784384126e+006,-1.22195479769532e+002,-9.29308949782785e+001
7.24435960074978e+006,-1.22381823484017e+002,-9.27861625373921e+001
7.41310241300905e+006,-1.22568263634244e+002,-9.26471753773079e+001
7.58577575029171e+006,-1.22754814662809e+002,-9.25137990714507e+001
7.76247116628679e+006,-1.22941490404672e+002,-9.23858969065936e+001
7.94328234724268e+006,-1.23128304050609e+002,-9.22633301379873e+001
8.12830516164086e+006,-1.23315268115084e+002,-9.21459582630923e+001
8.31763771102657e+006,-1.23502394408695e+002,-9.20336393105463e+001
8.51138038202362e+006,-1.23689694015311e+002,-9.19262301409558e+001
8.70963589956066e+006,-1.23877177273942e+002,-9.18235867561700e+001
8.91250938133731e+006,-1.24064853765343e+002,-9.17255646136836e+001
9.12010839355894e+006,-1.24252732303293e+002,-9.16320189429742e+001
9.33254300796975e+006,-1.24440820930423e+002,-9.15428050607392e+001
9.54992586021420e+006,-1.24629126918457e+002,-9.14577786821240e+001
9.77237220955794e+006,-1.24817656772651e+002,-9.13767962252965e+001
9.99999999999983e+006,-1.25006416240215e+002,-9.12997151069201e+001
1.02329299228074e+007,-1.25195410322432e+002,-9.12263940263656e+001
1.04712854805088e+007,-1.25384643290212e+002,-9.11566932367326e+001
1.07151930523759e+007,-1.25574118702758e+002,-9.10904748010210e+001
1.09647819614317e+007,-1.25763839429042e+002,-9.10276028321097e+001
1.12201845430194e+007,-1.25953807671742e+002,-9.09679437154111e+001
1.14815362149686e+007,-1.26144024993336e+002,-9.09113663133799e+001
1.17489755493951e+007,-1.26334492344011e+002,-9.08577421512668e+001
1.20226443461739e+007,-1.26525210091068e+002,-9.08069455837852e+001
1.23026877081236e+007,-1.26716178049512e+002,-9.07588539425579e+001
1.25892541179415e+007,-1.26907395513531e+002,-9.07133476644046e+001
1.28824955169311e+007,-1.27098861288574e+002,-9.06703104007667e+001
1.31825673855638e+007,-1.27290573723759e+002,-9.06296291086451e+001
1.34896288259163e+007,-1.27482530744373e+002,-9.05911941236801e+001
1.38038426460286e+007,-1.27674729884229e+002,-9.05548992160098e+001
1.41253754462273e+007,-1.27867168317665e+002,-9.05206416297529e+001
1.44543977074590e+007,-1.28059842891022e+002,-9.04883221069622e+001
1.47910838816818e+007,-1.28252750153408e+002,-9.04578448969965e+001
1.51356124843618e+007,-1.28445886386627e+002,-9.04291177523263e+001
1.54881661891245e+007,-1.28639247634138e+002,-9.04020519117726e+001
1.58489319246109e+007,-1.28832829728947e+002,-9.03765620722147e+001
1.62181009735890e+007,-1.29026628320341e+002,-9.03525663498398e+001
1.65958690743753e+007,-1.29220638899405e+002,-9.03299862319153e+001
1.69824365246171e+007,-1.29414856823264e+002,-9.03087465201615e+001
1.73780082874934e+007,-1.29609277338018e+002,-9.02887752666515e+001
1.77827941003889e+007,-1.29803895600359e+002,-9.02700037032259e+001
1.81970085860995e+007,-1.29998706697835e+002,-9.02523661653005e+001
1.86208713666283e+007,-1.30193705667798e+002,-9.02358000110220e+001
1.90546071796321e+007,-1.30388887515022e+002,-9.02202455363961e+001
1.94984459975801e+007,-1.30584247228020e+002,-9.02056458874070e+001
1.99526231496884e+007,-1.30779779794097e+002,-9.01919469695979e+001
2.00000000000000e+007,-1.30799929183120e+002,-9.01905850812341e+001
