Freq.	V(br)
3.31131121482587e+005	(-3.48125447059867e+000dB,-3.80406260500017e+001°)
3.38844156139199e+005	(-3.59084244940513e+000dB,-3.84625242116557e+001°)
3.46736850452528e+005	(-3.70239495643627e+000dB,-3.88762978543714e+001°)
3.54813389233571e+005	(-3.81588141942565e+000dB,-3.92815273786589e+001°)
3.63078054770097e+005	(-3.93126865727521e+000dB,-3.96777991531722e+001°)
3.71535229097168e+005	(-4.04852094289653e+000dB,-4.00647062910017e+001°)
3.80189396320557e+005	(-4.16760007242806e+000dB,-4.04418493856962e+001°)
3.89045144994276e+005	(-4.28846544010564e+000dB,-4.08088372041071e+001°)
3.98107170553493e+005	(-4.41107411809730e+000dB,-4.11652873341586e+001°)
4.07380277804108e+005	(-4.53538094056893e+000dB,-4.15108267859716e+001°)
4.16869383470331e+005	(-4.66133859123040e+000dB,-4.18450925452361e+001°)
4.26579518801588e+005	(-4.78889769363813e+000dB,-4.21677320784453e+001°)
4.36515832240161e+005	(-4.91800690353282e+000dB,-4.24784037900546e+001°)
4.46683592150958e+005	(-5.04861300249516e+000dB,-4.27767774320052e+001°)
4.57088189614870e+005	(-5.18066099226782e+000dB,-4.30625344668001e+001°)
4.67735141287193e+005	(-5.31409418907903e+000dB,-4.33353683853933e+001°)
4.78630092322633e+005	(-5.44885431739480e+000dB,-4.35949849819217e+001°)
4.89778819368440e+005	(-5.58488160253330e+000dB,-4.38411025873638e+001°)
5.01187233627266e+005	(-5.72211486165360e+000dB,-4.40734522647146e+001°)
5.12861383991359e+005	(-5.86049159267703e+000dB,-4.42917779684586e+001°)
5.24807460249766e+005	(-5.99994806075884e+000dB,-4.44958366713540e+001°)
5.37031796370246e+005	(-6.14041938198202e+000dB,-4.46853984616581e+001°)
5.49540873857618e+005	(-6.28183960402579e+000dB,-4.48602466141897e+001°)
5.62341325190342e+005	(-6.42414178359846e+000dB,-4.50201776385243e+001°)
5.75439937337150e+005	(-6.56725806050440e+000dB,-4.51650013077803e+001°)
5.88843655355582e+005	(-6.71111972827363e+000dB,-4.52945406714353e+001°)
6.02559586074350e+005	(-6.85565730131872e+000dB,-4.54086320554097e+001°)
6.16595001861474e+005	(-7.00080057867904e+000dB,-4.55071250528303e+001°)
6.30957344480185e+005	(-7.14647870442068e+000dB,-4.55898825084595e+001°)
6.45654229034647e+005	(-7.29262022485945e+000dB,-4.56567804999473e+001°)
6.60693448007588e+005	(-7.43915314276614e+000dB,-4.57077083185160e+001°)
6.76082975391973e+005	(-7.58600496881229e+000dB,-4.57425684518417e+001°)
6.91830970918928e+005	(-7.73310277049601e+000dB,-4.57612765712967e+001°)
7.07945784384129e+005	(-7.88037321888694e+000dB,-4.57637615258718e+001°)
7.24435960074981e+005	(-8.02774263348048e+000dB,-4.57499653443238e+001°)
7.41310241300908e+005	(-8.17513702556578e+000dB,-4.57198432473795e+001°)
7.58577575029174e+005	(-8.32248214045370e+000dB,-4.56733636710104e+001°)
7.76247116628682e+005	(-8.46970349896571e+000dB,-4.56105083017394e+001°)
7.94328234724271e+005	(-8.61672643861140e+000dB,-4.55312721247210e+001°)
8.12830516164089e+005	(-8.76347615484811e+000dB,-4.54356634847508e+001°)
8.31763771102660e+005	(-8.90987774283720e+000dB,-4.53237041601617e+001°)
8.51138038202365e+005	(-9.05585624013328e+000dB,-4.51954294493994e+001°)
8.70963589956069e+005	(-9.20133667069473e+000dB,-4.50508882694938e+001°)
8.91250938133734e+005	(-9.34624409059977e+000dB,-4.48901432653708e+001°)
9.12010839355898e+005	(-9.49050363588647e+000dB,-4.47132709289834e+001°)
9.33254300796979e+005	(-9.63404057282749e+000dB,-4.45203617263804e+001°)
9.54992586021423e+005	(-9.77678035099190e+000dB,-4.43115202309794e+001°)
9.77237220955797e+005	(-9.91864865941516e+000dB,-4.40868652610551e+001°)
9.99999999999987e+005	(-1.00595714860985e+001dB,-4.38465300187504e+001°)
1.02329299228074e+006	(-1.01994751811187e+001dB,-4.35906622283567e+001°)
1.04712854805089e+006	(-1.03382865234919e+001dB,-4.33194242707690e+001°)
1.07151930523759e+006	(-1.04759327919622e+001dB,-4.30329933113128e+001°)
1.09647819614317e+006	(-1.06123418398103e+001dB,-4.27315614178464e+001°)
1.12201845430195e+006	(-1.07474421736944e+001dB,-4.24153356656839e+001°)
1.14815362149687e+006	(-1.08811630365547e+001dB,-4.20845382263085e+001°)
1.17489755493951e+006	(-1.10134344944853e+001dB,-4.17394064363218e+001°)
1.20226443461740e+006	(-1.11441875274654e+001dB,-4.13801928433598e+001°)
1.23026877081236e+006	(-1.12733541237576e+001dB,-4.10071652255760e+001°)
1.25892541179415e+006	(-1.14008673777653e+001dB,-4.06206065816565e+001°)
1.28824955169312e+006	(-1.15266615910187e+001dB,-4.02208150879698e+001°)
1.31825673855639e+006	(-1.16506723759706e+001dB,-3.98081040201282e+001°)
1.34896288259163e+006	(-1.17728367621932e+001dB,-3.93828016361232e+001°)
1.38038426460287e+006	(-1.18930933045320e+001dB,-3.89452510186092e+001°)
1.41253754462273e+006	(-1.20113821927168e+001dB,-3.84958098740390e+001°)
1.44543977074591e+006	(-1.21276453619133e+001dB,-3.80348502869300e+001°)
1.47910838816819e+006	(-1.22418266036256e+001dB,-3.75627584275303e+001°)
1.51356124843619e+006	(-1.23538716763847e+001dB,-3.70799342119958e+001°)
1.54881661891246e+006	(-1.24637284155790e+001dB,-3.65867909141088e+001°)
1.58489319246109e+006	(-1.25713468418258e+001dB,-3.60837547284501e+001°)
1.62181009735891e+006	(-1.26766792672315e+001dB,-3.55712642850154e+001°)
1.65958690743754e+006	(-1.27796803989074e+001dB,-3.50497701158002e+001°)
1.69824365246172e+006	(-1.28803074391384e+001dB,-3.45197340745238e+001°)
1.73780082874935e+006	(-1.29785201815769e+001dB,-3.39816287106821e+001°)
1.77827941003890e+006	(-1.30742811029066e+001dB,-3.34359365999279e+001°)
1.81970085860996e+006	(-1.31675554494172e+001dB,-3.28831496328376e+001°)
1.86208713666284e+006	(-1.32583113179876e+001dB,-3.23237682645752e+001°)
1.90546071796322e+006	(-1.33465197310303e+001dB,-3.17583007284272e+001°)
1.94984459975802e+006	(-1.34321547049643e+001dB,-3.11872622160017e+001°)
1.99526231496885e+006	(-1.35151933118995e+001dB,-3.06111740277945e+001°)
2.04173794466950e+006	(-1.35956157341772e+001dB,-3.00305626969379e+001°)
2.08929613085401e+006	(-1.36734053115966e+001dB,-2.94459590904295e+001°)
2.13796208950220e+006	(-1.37485485810775e+001dB,-2.88578974907048e+001°)
2.18776162394952e+006	(-1.38210353086813e+001dB,-2.82669146616516e+001°)
2.23872113856831e+006	(-1.38908585138921e+001dB,-2.76735489023209e+001°)
2.29086765276774e+006	(-1.39580144861448e+001dB,-2.70783390918533e+001°)
2.34422881531989e+006	(-1.40225027936234e+001dB,-2.64818237289147e+001°)
2.39883291901946e+006	(-1.40843262843816e+001dB,-2.58845399686061e+001°)
2.45470891568499e+006	(-1.41434910799075e+001dB,-2.52870226600912e+001°)
2.51188643150954e+006	(-1.42000065612230e+001dB,-2.46898033872159e+001°)
2.57039578276883e+006	(-1.42538853476879e+001dB,-2.40934095149601e+001°)
2.63026799189534e+006	(-1.43051432686404e+001dB,-2.34983632436418e+001°)
2.69153480392688e+006	(-1.43537993280523e+001dB,-2.29051806731704e+001°)
2.75422870333813e+006	(-1.43998756623389e+001dB,-2.23143708789040e+001°)
2.81838293126441e+006	(-1.44433974914961e+001dB,-2.17264350010914e+001°)
2.88403150312656e+006	(-1.44843930636689e+001dB,-2.11418653488590e+001°)
2.95120922666634e+006	(-1.45228935933125e+001dB,-2.05611445207565e+001°)
3.01995172040197e+006	(-1.45589331930256e+001dB,-1.99847445428150e+001°)
3.09029543251354e+006	(-1.45925487991354e+001dB,-1.94131260253122e+001°)
3.16227766016833e+006	(-1.46237800911197e+001dB,-1.88467373399962e+001°)
3.23593656929623e+006	(-1.46526694048951e+001dB,-1.82860138188122e+001°)
3.31131121482586e+006	(-1.46792616400079e+001dB,-1.77313769757650e+001°)
3.38844156139197e+006	(-1.47036041607631e+001dB,-1.71832337538511e+001°)
3.46736850452526e+006	(-1.47257466912785e+001dB,-1.66419757982898e+001°)
3.54813389233570e+006	(-1.47457412045263e+001dB,-1.61079787589480e+001°)
3.63078054770096e+006	(-1.47636418053660e+001dB,-1.55816016237248e+001°)
3.71535229097167e+006	(-1.47795046076277e+001dB,-1.50631860855623e+001°)
3.80189396320555e+006	(-1.47933876053243e+001dB,-1.45530559458173e+001°)
3.89045144994275e+006	(-1.48053505381255e+001dB,-1.40515165573955e+001°)
3.98107170553491e+006	(-1.48154547512298e+001dB,-1.35588543102170e+001°)
4.07380277804106e+006	(-1.48237630498673e+001dB,-1.30753361627484e+001°)
4.16869383470329e+006	(-1.48303395487061e+001dB,-1.26012092229997e+001°)
4.26579518801586e+006	(-1.48352495164986e+001dB,-1.21367003822549e+001°)
4.36515832240159e+006	(-1.48385592163908e+001dB,-1.16820160053842e+001°)
4.46683592150956e+006	(-1.48403357423730e+001dB,-1.12373416808222e+001°)
4.57088189614868e+006	(-1.48406468524278e+001dB,-1.08028420333035e+001°)
4.67735141287191e+006	(-1.48395607990243e+001dB,-1.03786606027809e+001°)
4.78630092322631e+006	(-1.48371461576461e+001dB,-9.96491979163910e+000°)
4.89778819368438e+006	(-1.48334716541359e+001dB,-9.56172088284393e+000°)
5.01187233627264e+006	(-1.48286059916784e+001dB,-9.16914413060507e+000°)
5.12861383991357e+006	(-1.48226176782959e+001dB,-8.78724892457089e+000°)
5.24807460249764e+006	(-1.48155748557921e+001dB,-8.41607402885242e+000°)
5.37031796370244e+006	(-1.48075451310665e+001dB,-8.05563789497521e+000°)
5.49540873857616e+006	(-1.47985954107836e+001dB,-7.70593904889957e+000°)
5.62341325190340e+006	(-1.47887917403460e+001dB,-7.36695655015683e+000°)
5.75439937337148e+006	(-1.47781991481341e+001dB,-7.03865052150362e+000°)
5.88843655355579e+006	(-1.47668814959289e+001dB,-6.72096274587868e+000°)
6.02559586074348e+006	(-1.47549013364111e+001dB,-6.41381732755147e+000°)
6.16595001861472e+006	(-1.47423197785690e+001dB,-6.11712141346849e+000°)
6.30957344480183e+006	(-1.47291963617733e+001dB,-5.83076596947518e+000°)
6.45654229034645e+006	(-1.47155889392277e+001dB,-5.55462660747587e+000°)
6.60693448007585e+006	(-1.47015535713745e+001dB,-5.28856445627769e+000°)
6.76082975391971e+006	(-1.46871444297867e+001dB,-5.03242707152426e+000°)
6.91830970918925e+006	(-1.46724137119397e+001dB,-4.78604937741375e+000°)
7.07945784384126e+006	(-1.46574115671725e+001dB,-4.54925463431046e+000°)
7.24435960074978e+006	(-1.46421860340231e+001dB,-4.32185542464035e+000°)
7.41310241300905e+006	(-1.46267829890367e+001dB,-4.10365465158201e+000°)
7.58577575029171e+006	(-1.46112461070085e+001dB,-3.89444654253525e+000°)
7.76247116628679e+006	(-1.45956168325489e+001dB,-3.69401765192787e+000°)
7.94328234724268e+006	(-1.45799343627362e+001dB,-3.50214785636162e+000°)
8.12830516164086e+006	(-1.45642356405424e+001dB,-3.31861133647674e+000°)
8.31763771102657e+006	(-1.45485553586206e+001dB,-3.14317753894482e+000°)
8.51138038202362e+006	(-1.45329259729858e+001dB,-2.97561211497465e+000°)
8.70963589956066e+006	(-1.45173777260239e+001dB,-2.81567782849154e+000°)
8.91250938133731e+006	(-1.45019386782334e+001dB,-2.66313543093517e+000°)
9.12010839355894e+006	(-1.44866347480477e+001dB,-2.51774449923184e+000°)
9.33254300796975e+006	(-1.44714897590362e+001dB,-2.37926423180532e+000°)
9.54992586021420e+006	(-1.44565254937796e+001dB,-2.24745420176667e+000°)
9.77237220955794e+006	(-1.44417617536803e+001dB,-2.12207506390256e+000°)
9.99999999999983e+006	(-1.44272164239761e+001dB,-2.00288921502411e+000°)
1.02329299228074e+007	(-1.44129055432065e+001dB,-1.88966140419117e+000°)
1.04712854805088e+007	(-1.43988433764284e+001dB,-1.78215929583284e+000°)
1.07151930523759e+007	(-1.43850424914475e+001dB,-1.68015398097003e+000°)
1.09647819614317e+007	(-1.43715138374087e+001dB,-1.58342044159469e+000°)
1.12201845430194e+007	(-1.43582668250723e+001dB,-1.49173796431199e+000°)
1.14815362149686e+007	(-1.43453094081767e+001dB,-1.40489050825614e+000°)
1.17489755493951e+007	(-1.43326481652970e+001dB,-1.32266702493900e+000°)
1.20226443461739e+007	(-1.43202883816767e+001dB,-1.24486173514081e+000°)
1.23026877081236e+007	(-1.43082341305310e+001dB,-1.17127436158251e+000°)
1.25892541179415e+007	(-1.42964883533835e+001dB,-1.10171032127857e+000°)
1.28824955169311e+007	(-1.42850529390332e+001dB,-1.03598087870743e+000°)
1.31825673855638e+007	(-1.42739288008022e+001dB,-9.73903263499715e-001°)
1.34896288259163e+007	(-1.42631159517506e+001dB,-9.15300752752821e-001°)
1.38038426460286e+007	(-1.42526135775983e+001dB,-8.60002722601741e-001°)
1.41253754462273e+007	(-1.42424201071292e+001dB,-8.07844670267962e-001°)
1.44543977074590e+007	(-1.42325332798966e+001dB,-7.58668209053948e-001°)
1.47910838816818e+007	(-1.42229502110841e+001dB,-7.12321039436919e-001°)
1.51356124843618e+007	(-1.42136674534144e+001dB,-6.68656897485986e-001°)
1.54881661891245e+007	(-1.42046810560285e+001dB,-6.27535483795346e-001°)
1.58489319246109e+007	(-1.41959866202897e+001dB,-5.88822375678159e-001°)
1.62181009735890e+007	(-1.41875793524899e+001dB,-5.52388921516767e-001°)
1.65958690743753e+007	(-1.41794541134683e+001dB,-5.18112124636779e-001°)
1.69824365246171e+007	(-1.41716054651641e+001dB,-4.85874513721624e-001°)
1.73780082874934e+007	(-1.41640277141498e+001dB,-4.55564003799026e-001°)
1.77827941003889e+007	(-1.41567149522075e+001dB,-4.27073749478609e-001°)
1.81970085860995e+007	(-1.41496610940240e+001dB,-4.00301991281413e-001°)
1.86208713666283e+007	(-1.41428599120894e+001dB,-3.75151897107562e-001°)
1.90546071796321e+007	(-1.41363050689003e+001dB,-3.51531399805891e-001°)
1.94984459975801e+007	(-1.41299901465670e+001dB,-3.29353031835058e-001°)
1.99526231496884e+007	(-1.41239086739393e+001dB,-3.08533758341593e-001°)
2.00000000000000e+007	(-1.41232952871397e+001dB,-3.06463410761104e-001°)
