Freq.	V(output)/V(input)
7.58577575029179e+003	(1.98053944438100e+001dB,1.67367195833900e+002°)
7.76247116628687e+003	(1.97965247173065e+001dB,1.67081346771751e+002°)
7.94328234724277e+003	(1.97872563001246e+001dB,1.66789418098449e+002°)
8.12830516164094e+003	(1.97775721770211e+001dB,1.66491306950630e+002°)
8.31763771102666e+003	(1.97674546891666e+001dB,1.66186910532674e+002°)
8.51138038202371e+003	(1.97568855177441e+001dB,1.65876126270561e+002°)
8.70963589956075e+003	(1.97458456671793e+001dB,1.65558851960304e+002°)
8.91250938133740e+003	(1.97343154489607e+001dB,1.65234985930408e+002°)
9.12010839355904e+003	(1.97222744663088e+001dB,1.64904427227002e+002°)
9.33254300796985e+003	(1.97097015986682e+001dB,1.64567075790052e+002°)
9.54992586021430e+003	(1.96965749875320e+001dB,1.64222832655912e+002°)
9.77237220955804e+003	(1.96828720226276e+001dB,1.63871600165007e+002°)
9.99999999999993e+003	(1.96685693294134e+001dB,1.63513282185857e+002°)
1.02329299228075e+004	(1.96536427569859e+001dB,1.63147784339359e+002°)
1.04712854805089e+004	(1.96380673681117e+001dB,1.62775014255415e+002°)
1.07151930523760e+004	(1.96218174295380e+001dB,1.62394881817634e+002°)
1.09647819614318e+004	(1.96048664049939e+001dB,1.62007299445165e+002°)
1.12201845430196e+004	(1.95871869483364e+001dB,1.61612182357590e+002°)
1.14815362149688e+004	(1.95687509004804e+001dB,1.61209448886535e+002°)
1.17489755493952e+004	(1.95495292861495e+001dB,1.60799020760664e+002°)
1.20226443461740e+004	(1.95294923151194e+001dB,1.60380823441081e+002°)
1.23026877081237e+004	(1.95086093838338e+001dB,1.59954786431739e+002°)
1.25892541179416e+004	(1.94868490810860e+001dB,1.59520843628046e+002°)
1.28824955169313e+004	(1.94641791956420e+001dB,1.59078933657463e+002°)
1.31825673855640e+004	(1.94405667274943e+001dB,1.58629000240572e+002°)
1.34896288259164e+004	(1.94159779018388e+001dB,1.58170992553045e+002°)
1.38038426460288e+004	(1.93903781867957e+001dB,1.57704865597827e+002°)
1.41253754462274e+004	(1.93637323145843e+001dB,1.57230580582030e+002°)
1.44543977074592e+004	(1.93360043068213e+001dB,1.56748105301102e+002°)
1.47910838816820e+004	(1.93071575035665e+001dB,1.56257414524327e+002°)
1.51356124843620e+004	(1.92771545961313e+001dB,1.55758490372669e+002°)
1.54881661891247e+004	(1.92459576657171e+001dB,1.55251322718530e+002°)
1.58489319246110e+004	(1.92135282250920e+001dB,1.54735909561871e+002°)
1.62181009735892e+004	(1.91798272653644e+001dB,1.54212257406292e+002°)
1.65958690743755e+004	(1.91448153077793e+001dB,1.53680381634120e+002°)
1.69824365246173e+004	(1.91084524606756e+001dB,1.53140306872579e+002°)
1.73780082874936e+004	(1.90706984803494e+001dB,1.52592067336526e+002°)
1.77827941003891e+004	(1.90315128377911e+001dB,1.52035707168637e+002°)
1.81970085860997e+004	(1.89908547897556e+001dB,1.51471280750996e+002°)
1.86208713666285e+004	(1.89486834556206e+001dB,1.50898853010377e+002°)
1.90546071796323e+004	(1.89049578978452e+001dB,1.50318499681492e+002°)
1.94984459975803e+004	(1.88596372080274e+001dB,1.49730307556600e+002°)
1.99526231496887e+004	(1.88126805969691e+001dB,1.49134374698615e+002°)
2.04173794466951e+004	(1.87640474897634e+001dB,1.48530810626485e+002°)
2.08929613085402e+004	(1.87136976232142e+001dB,1.47919736450233e+002°)
2.13796208950222e+004	(1.86615911493317e+001dB,1.47301284988447e+002°)
2.18776162394954e+004	(1.86076887400049e+001dB,1.46675600822254e+002°)
2.23872113856832e+004	(1.85519516947805e+001dB,1.46042840309806e+002°)
2.29086765276776e+004	(1.84943420526598e+001dB,1.45403171562330e+002°)
2.34422881531990e+004	(1.84348227043664e+001dB,1.44756774364963e+002°)
2.39883291901947e+004	(1.83733575050323e+001dB,1.44103840029645e+002°)
2.45470891568501e+004	(1.83099113884463e+001dB,1.43444571213280e+002°)
2.51188643150956e+004	(1.82444504826591e+001dB,1.42779181679159e+002°)
2.57039578276884e+004	(1.81769422222738e+001dB,1.42107895995419e+002°)
2.63026799189536e+004	(1.81073554595139e+001dB,1.41430949164856e+002°)
2.69153480392689e+004	(1.80356605751819e+001dB,1.40748586226555e+002°)
2.75422870333814e+004	(1.79618295829647e+001dB,1.40061061766819e+002°)
2.81838293126443e+004	(1.78858362353673e+001dB,1.39368639416523e+002°)
2.88403150312658e+004	(1.78076561182515e+001dB,1.38671591244546e+002°)
2.95120922666636e+004	(1.77272667448134e+001dB,1.37970197134739e+002°)
3.01995172040199e+004	(1.76446476416759e+001dB,1.37264744100287e+002°)
3.09029543251357e+004	(1.75597804295256e+001dB,1.36555525558536e+002°)
3.16227766016835e+004	(1.74726488938699e+001dB,1.35842840549981e+002°)
3.23593656929626e+004	(1.73832390492551e+001dB,1.35126992925677e+002°)
3.31131121482588e+004	(1.72915391950585e+001dB,1.34408290504755e+002°)
3.38844156139200e+004	(1.71975399619315e+001dB,1.33687044195663e+002°)
3.46736850452529e+004	(1.71012343469260e+001dB,1.32963567090956e+002°)
3.54813389233573e+004	(1.70026177422463e+001dB,1.32238173552261e+002°)
3.63078054770098e+004	(1.69016879497293e+001dB,1.31511178267699e+002°)
3.71535229097169e+004	(1.67984451879016e+001dB,1.30782895315254e+002°)
3.80189396320558e+004	(1.66928920889400e+001dB,1.30053637223360e+002°)
3.89045144994277e+004	(1.65850336824627e+001dB,1.29323714025431e+002°)
3.98107170553494e+004	(1.64748773711586e+001dB,1.28593432330660e+002°)
4.07380277804109e+004	(1.63624328967787e+001dB,1.27863094418044e+002°)
4.16869383470332e+004	(1.62477122948842e+001dB,1.27132997338880e+002°)
4.26579518801589e+004	(1.61307298417096e+001dB,1.26403432060168e+002°)
4.36515832240162e+004	(1.60115019905651e+001dB,1.25674682623954e+002°)
4.46683592150959e+004	(1.58900473013062e+001dB,1.24947025360613e+002°)
4.57088189614871e+004	(1.57663863603545e+001dB,1.24220728127176e+002°)
4.67735141287194e+004	(1.56405416970552e+001dB,1.23496049605425e+002°)
4.78630092322634e+004	(1.55125376883120e+001dB,1.22773238636455e+002°)
4.89778819368442e+004	(1.53824004625966e+001dB,1.22052533607485e+002°)
5.01187233627268e+004	(1.52501577943834e+001dB,1.21334161896720e+002°)
5.12861383991360e+004	(1.51158390000803e+001dB,1.20618339372858e+002°)
5.24807460249768e+004	(1.49794748229536e+001dB,1.19905269936559e+002°)
5.37031796370248e+004	(1.48410973242278e+001dB,1.19195145148467e+002°)
5.49540873857620e+004	(1.47007397629100e+001dB,1.18488143872218e+002°)
5.62341325190344e+004	(1.45584364826318e+001dB,1.17784432010529e+002°)
