Freq.	V(output)/V(input)
1.09388081197478e+004	(4.14834318964614e+000dB,-1.95303100503200e+000°)
1.11936056928417e+004	(4.14830872742145e+000dB,-1.99852860546573e+000°)
1.14543382638389e+004	(4.14827263860696e+000dB,-2.04508638606584e+000°)
1.17211440765996e+004	(4.14823484631002e+000dB,-2.09272907052642e+000°)
1.19941645950974e+004	(4.14819526998924e+000dB,-2.14148196034991e+000°)
1.22735445784251e+004	(4.14815382528561e+000dB,-2.19137094873713e+000°)
1.25594321575479e+004	(4.14811042383557e+000dB,-2.24242253445962e+000°)
1.28519789138443e+004	(4.14806497307780e+000dB,-2.29466383622373e+000°)
1.31513399594769e+004	(4.14801737606355e+000dB,-2.34812260644083e+000°)
1.34576740196346e+004	(4.14796753123025e+000dB,-2.40282724788085e+000°)
1.37711435166908e+004	(4.14791533220255e+000dB,-2.45880682657948e+000°)
1.40919146563222e+004	(4.14786066752904e+000dB,-2.51609109082355e+000°)
1.44201575156330e+004	(4.14780342047736e+000dB,-2.57471048400910e+000°)
1.47560461333319e+004	(4.14774346875256e+000dB,-2.63469616281188e+000°)
1.50997586020101e+004	(4.14768068423937e+000dB,-2.69608001391983e+000°)
1.54514771625679e+004	(4.14761493272471e+000dB,-2.75889467097788e+000°)
1.58113883008419e+004	(4.14754607360087e+000dB,-2.82317353294847e+000°)
1.61796828464814e+004	(4.14747395955905e+000dB,-2.88895078086093e+000°)
1.65565560741295e+004	(4.14739843626582e+000dB,-2.95626139818106e+000°)
1.69422078069601e+004	(4.14731934202267e+000dB,-3.02514118895505e+000°)
1.73368425226266e+004	(4.14723650741650e+000dB,-3.09562679680894e+000°)
1.77406694616787e+004	(4.14714975493152e+000dB,-3.16775572626163e+000°)
1.81539027385050e+004	(4.14705889857856e+000dB,-3.24156636245788e+000°)
1.85767614548586e+004	(4.14696374347142e+000dB,-3.31709799117020e+000°)
1.90094698160280e+004	(4.14686408538605e+000dB,-3.39439082305627e+000°)
1.94522572497140e+004	(4.14675971032766e+000dB,-3.47348601315057e+000°)
1.99053585276748e+004	(4.14665039404254e+000dB,-3.55442568469241e+000°)
2.03690138902056e+004	(4.14653590151854e+000dB,-3.63725295223998e+000°)
2.08434691735167e+004	(4.14641598646557e+000dB,-3.72201194486344e+000°)
2.13289759400796e+004	(4.14629039075260e+000dB,-3.80874783175870e+000°)
2.18257916120082e+004	(4.14615884384407e+000dB,-3.89750684593056e+000°)
2.23341796075481e+004	(4.14602106217871e+000dB,-3.98833631097898e+000°)
2.28544094807437e+004	(4.14587674852591e+000dB,-4.08128466652513e+000°)
2.33867570643599e+004	(4.14572559133887e+000dB,-4.17640149559436e+000°)
2.39315046161319e+004	(4.14556726401639e+000dB,-4.27373755287724e+000°)
2.44889409684222e+004	(4.14540142418007e+000dB,-4.37334479190503e+000°)
2.50593616813635e+004	(4.14522771288337e+000dB,-4.47527639487382e+000°)
2.56430691995682e+004	(4.14504575377988e+000dB,-4.57958680348562e+000°)
2.62403730124886e+004	(4.14485515229770e+000dB,-4.68633174774059e+000°)
2.68515898185126e+004	(4.14465549467513e+000dB,-4.79556827908828e+000°)
2.74770436928812e+004	(4.14444634704591e+000dB,-4.90735480205784e+000°)
2.81170662595174e+004	(4.14422725441101e+000dB,-5.02175110746160e+000°)
2.87719968668578e+004	(4.14399773957358e+000dB,-5.13881840735737e+000°)
2.94421827677794e+004	(4.14375730205871e+000dB,-5.25861936824805e+000°)
3.01279793037178e+004	(4.14350541686237e+000dB,-5.38121814943138e+000°)
3.08297500930740e+004	(4.14324153329848e+000dB,-5.50668043812388e+000°)
3.15478672240096e+004	(4.14296507362563e+000dB,-5.63507348829003e+000°)
3.22827114517327e+004	(4.14267543171208e+000dB,-5.76646615952711e+000°)
3.30346724003797e+004	(4.14237197154258e+000dB,-5.90092895697870e+000°)
3.38041487695990e+004	(4.14205402572489e+000dB,-6.03853407398760e+000°)
3.45915485459467e+004	(4.14172089388418e+000dB,-6.17935543071783e+000°)
3.53972892192068e+004	(4.14137184087526e+000dB,-6.32346872292379e+000°)
3.62217980037494e+004	(4.14100609510371e+000dB,-6.47095146304290e+000°)
3.70655120650458e+004	(4.14062284652529e+000dB,-6.62188302747247e+000°)
3.79288787514591e+004	(4.14022124468354e+000dB,-6.77634470473121e+000°)
3.88123558314345e+004	(4.13980039657579e+000dB,-6.93441974321212e+000°)
3.97164117362139e+004	(4.13935936447588e+000dB,-7.09619340095549e+000°)
4.06415258082048e+004	(4.13889716342781e+000dB,-7.26175300087217e+000°)
4.15881885551334e+004	(4.13841275891715e+000dB,-7.43118797844082e+000°)
4.25569019101187e+004	(4.13790506405600e+000dB,-7.60458994097516e+000°)
4.35481794978039e+004	(4.13737293686659e+000dB,-7.78205272435597e+000°)
4.45625469066871e+004	(4.13681517735532e+000dB,-7.96367244666489e+000°)
4.56005419677953e+004	(4.13623052423737e+000dB,-8.14954757267092e+000°)
4.66627150398494e+004	(4.13561765173867e+000dB,-8.33977897536693e+000°)
4.77496293010716e+004	(4.13497516595019e+000dB,-8.53446999750463e+000°)
4.88618610477903e+004	(4.13430160120116e+000dB,-8.73372651726454e+000°)
4.99999999999998e+004	(4.13359541605765e+000dB,-8.93765701889284e+000°)
5.11646496140375e+004	(4.13285498898282e+000dB,-9.14637266030421e+000°)
5.23564274025448e+004	(4.13207861405334e+000dB,-9.35998734620857e+000°)
5.35759652618801e+004	(4.13126449613509e+000dB,-9.57861780094391e+000°)
5.48239098071590e+004	(4.13041074572606e+000dB,-9.80238364870564e+000°)
5.61009227150980e+004	(4.12951537386178e+000dB,-1.00314074879118e+001°)
5.74076810748439e+004	(4.12857628605272e+000dB,-1.02658149790514e+001°)
5.87448777469762e+004	(4.12759127661498e+000dB,-1.05057349239069e+001°)
6.01132217308704e+004	(4.12655802187223e+000dB,-1.07512993552620e+001°)
6.15134385406188e+004	(4.12547407346834e+000dB,-1.10026436283772e+001°)
6.29462705897081e+004	(4.12433685103630e+000dB,-1.12599065109437e+001°)
6.44124775846564e+004	(4.12314363435008e+000dB,-1.15232302814347e+001°)
6.59128369278201e+004	(4.12189155504321e+000dB,-1.17927608290532e+001°)
6.74481441295824e+004	(4.12057758767100e+000dB,-1.20686477553563e+001°)
6.90192132301440e+004	(4.11919854038126e+000dB,-1.23510444805538e+001°)
7.06268772311374e+004	(4.11775104462465e+000dB,-1.26401083543736e+001°)
7.22719885372961e+004	(4.11623154456412e+000dB,-1.29360007689143e+001°)
7.39554194084101e+004	(4.11463628538724e+000dB,-1.32388872753231e+001°)
7.56780624218101e+004	(4.11296130109993e+000dB,-1.35489377050073e+001°)
7.74408309456237e+004	(4.11120240139676e+000dB,-1.38663262948175e+001°)
7.92446596230553e+004	(4.10935515729994e+000dB,-1.41912318194242e+001°)
8.10905048679461e+004	(4.10741488649451e+000dB,-1.45238377187847e+001°)
8.29793453718777e+004	(4.10537663674087e+000dB,-1.48643322437371e+001°)
8.49121826230868e+004	(4.10323516912346e+000dB,-1.52129085887075e+001°)
8.68900414374684e+004	(4.10098493882685e+000dB,-1.55697650509077e+001°)
8.89139705019457e+004	(4.09862007631752e+000dB,-1.59351051698899e+001°)
9.09850429304987e+004	(4.09613436486567e+000dB,-1.63091378928743e+001°)
9.31043568331429e+004	(4.09352121864497e+000dB,-1.66920777310840e+001°)
9.52730358981619e+004	(4.09077365801087e+000dB,-1.70841449263139e+001°)
9.74922299879018e+004	(4.08788428342767e+000dB,-1.74855656205482e+001°)
9.97631157484435e+004	(4.08484524669717e+000dB,-1.78965720395380e+001°)
1.02086897233476e+005	(4.08164822140143e+000dB,-1.83174026591109e+001°)
1.04464806542701e+005	(4.07828437021841e+000dB,-1.87483024007860e+001°)
1.06898104475111e+005	(4.07474431014780e+000dB,-1.91895228170212e+001°)
1.09388081197477e+005	(4.07101807491548e+000dB,-1.96413222857898e+001°)
1.11936056928416e+005	(4.06709507492430e+000dB,-2.01039662063662e+001°)
1.14543382638388e+005	(4.06296405413704e+000dB,-2.05777272005133e+001°)
1.17211440765996e+005	(4.05861304325723e+000dB,-2.10628853240893e+001°)
1.19941645950974e+005	(4.05402931075521e+000dB,-2.15597282624212e+001°)
1.22735445784251e+005	(4.04919930848864e+000dB,-2.20685515481937e+001°)
1.25594321575478e+005	(4.04410861442550e+000dB,-2.25896587729314e+001°)
1.28519789138443e+005	(4.03874187142597e+000dB,-2.31233617877934e+001°)
1.31513399594768e+005	(4.03308271989338e+000dB,-2.36699809319209e+001°)
1.34576740196345e+005	(4.02711372776154e+000dB,-2.42298452241143e+001°)
1.37711435166908e+005	(4.02081631293963e+000dB,-2.48032925793782e+001°)
1.40919146563222e+005	(4.01417066197634e+000dB,-2.53906700054544e+001°)
1.44201575156330e+005	(4.00715564150929e+000dB,-2.59923338011615e+001°)
1.47560461333319e+005	(3.99974870484420e+000dB,-2.66086497344884e+001°)
1.50997586020100e+005	(3.99192578967817e+000dB,-2.72399932217936e+001°)
1.54514771625679e+005	(3.98366120995148e+000dB,-2.78867494882198e+001°)
1.58113883008418e+005	(3.97492754181355e+000dB,-2.85493136972126e+001°)
1.61796828464813e+005	(3.96569549590085e+000dB,-2.92280910913551e+001°)
1.65565560741295e+005	(3.95593378910497e+000dB,-2.99234970612641e+001°)
1.69422078069600e+005	(3.94560900049127e+000dB,-3.06359572231338e+001°)
1.73368425226265e+005	(3.93468542092021e+000dB,-3.13659074441751e+001°)
1.77406694616787e+005	(3.92312489341139e+000dB,-3.21137938233369e+001°)
1.81539027385050e+005	(3.91088664145375e+000dB,-3.28800726270407e+001°)
1.85767614548585e+005	(3.89792708872808e+000dB,-3.36652101669183e+001°)
1.90094698160280e+005	(3.88419966672245e+000dB,-3.44696826103014e+001°)
1.94522572497139e+005	(3.86965461084414e+000dB,-3.52939757243708e+001°)
1.99053585276748e+005	(3.85423874856312e+000dB,-3.61385845181522e+001°)
2.03690138902055e+005	(3.83789526975199e+000dB,-3.70040128157234e+001°)
2.08434691735167e+005	(3.82056349469878e+000dB,-3.78907726862626e+001°)
2.13289759400795e+005	(3.80217862299983e+000dB,-3.87993837794282e+001°)
2.18257916120082e+005	(3.78267147577197e+000dB,-3.97303725127248e+001°)
2.23341796075480e+005	(3.76196822910925e+000dB,-4.06842711051555e+001°)
2.28544094807436e+005	(3.73999013591518e+000dB,-4.16616164450536e+001°)
2.33867570643598e+005	(3.71665324010940e+000dB,-4.26629487744809e+001°)
2.39315046161318e+005	(3.69186808801644e+000dB,-4.36888101484743e+001°)
2.44889409684222e+005	(3.66553943016425e+000dB,-4.47397427064960e+001°)
2.50593616813635e+005	(3.63756592663404e+000dB,-4.58162866552657e+001°)
2.56430691995681e+005	(3.60783984951647e+000dB,-4.69189780208617e+001°)
2.62403730124885e+005	(3.57624679267321e+000dB,-4.80483460978997e+001°)
2.68515898185125e+005	(3.54266538945576e+000dB,-4.92049106007000e+001°)
2.74770436928811e+005	(3.50696704311446e+000dB,-5.03891784844986e+001°)
2.81170662595173e+005	(3.46901567835668e+000dB,-5.16016404430221e+001°)
2.87719968668577e+005	(3.42866751823562e+000dB,-5.28427670343865e+001°)
2.94421827677793e+005	(3.38577089227183e+000dB,-5.41130044535998e+001°)
3.01279793037177e+005	(3.34016608568035e+000dB,-5.54127699419538e+001°)
3.08297500930739e+005	(3.29168524230118e+000dB,-5.67424468055056e+001°)
3.15478672240095e+005	(3.24015231868340e+000dB,-5.81023791085157e+001°)
3.22827114517326e+005	(3.18538311448337e+000dB,-5.94928659862347e+001°)
3.30346724003796e+005	(3.12718537984244e+000dB,-6.09141556593422e+001°)
3.38041487695989e+005	(3.06535901243571e+000dB,-6.23664391480654e+001°)
3.45915485459466e+005	(2.99969635849420e+000dB,-6.38498437820333e+001°)
3.53972892192067e+005	(2.92998262763108e+000dB,-6.53644265126007e+001°)
3.62217980037493e+005	(2.85599642748529e+000dB,-6.69101671466588e+001°)
3.70655120650456e+005	(2.77751043559222e+000dB,-6.84869615868125e+001°)
3.79288787514589e+005	(2.69429220914021e+000dB,-7.00946151937947e+001°)
3.88123558314343e+005	(2.60610514422661e+000dB,-7.17328363698497e+001°)
3.97164117362138e+005	(2.51270958405734e+000dB,-7.34012305566078e+001°)
4.06415258082047e+005	(2.41386408000266e+000dB,-7.50992947385510e+001°)
4.15881885551333e+005	(2.30932679985411e+000dB,-7.68264126679447e+001°)
4.25569019101185e+005	(2.19885707507332e+000dB,-7.85818509571856e+001°)
4.35481794978037e+005	(2.08221708218348e+000dB,-8.03647562055657e+001°)
4.45625469066870e+005	(1.95917363066507e+000dB,-8.21741533392259e+001°)
4.56005419677952e+005	(1.82950004056254e+000dB,-8.40089453108260e+001°)
4.66627150398492e+005	(1.69297809059863e+000dB,-8.58679143167923e+001°)
4.77496293010715e+005	(1.54939998732422e+000dB,-8.77497245982812e+001°)
4.88618610477902e+005	(1.39857033795049e+000dB,-8.96529269600922e+001°)
5.00000000000000e+005	(1.24030807669757e+000dB,-9.15759650225752e+001°)
