Freq.	V(output)/V(input)
1.00000000000000e+003	(-3.99159253451350e-004dB,1.79699639014828e+002°)
1.02329299228075e+003	(-4.01100273482883e-004dB,1.79692642733964e+002°)
1.04712854805090e+003	(-4.03132770262920e-004dB,1.79685483490608e+002°)
1.07151930523761e+003	(-4.05261054937142e-004dB,1.79678157488958e+002°)
1.09647819614319e+003	(-4.07489641667666e-004dB,1.79670660844912e+002°)
1.12201845430196e+003	(-4.09823257579381e-004dB,1.79662989583796e+002°)
1.14815362149688e+003	(-4.12266852366903e-004dB,1.79655139638465e+002°)
1.17489755493953e+003	(-4.14825609188087e-004dB,1.79647106846928e+002°)
1.20226443461741e+003	(-4.17504955249033e-004dB,1.79638886950394e+002°)
1.23026877081238e+003	(-4.20310573646724e-004dB,1.79630475590814e+002°)
1.25892541179417e+003	(-4.23248415358380e-004dB,1.79621868308617e+002°)
1.28824955169313e+003	(-4.26324711595443e-004dB,1.79613060540471e+002°)
1.31825673855641e+003	(-4.29545987531945e-004dB,1.79604047616607e+002°)
1.34896288259165e+003	(-4.32919075636656e-004dB,1.79594824758626e+002°)
1.38038426460288e+003	(-4.36451130284153e-004dB,1.79585387076859e+002°)
1.41253754462275e+003	(-4.40149643238823e-004dB,1.79575729567677e+002°)
1.44543977074593e+003	(-4.44022459257679e-004dB,1.79565847110934e+002°)
1.47910838816821e+003	(-4.48077792659685e-004dB,1.79555734467318e+002°)
1.51356124843621e+003	(-4.52324245082464e-004dB,1.79545386275373e+002°)
1.54881661891248e+003	(-4.56770823102315e-004dB,1.79534797048999e+002°)
1.58489319246111e+003	(-4.61426958419751e-004dB,1.79523961174036e+002°)
1.62181009735893e+003	(-4.66302526461827e-004dB,1.79512872905903e+002°)
1.65958690743756e+003	(-4.71407868647523e-004dB,1.79501526365972e+002°)
1.69824365246174e+003	(-4.76753813343847e-004dB,1.79489915538878e+002°)
1.73780082874937e+003	(-4.82351699268985e-004dB,1.79478034269164e+002°)
