Freq.	V(input)/I(R1)
1.00000000000000e+002	(6.15846081505745e+001dB,-1.79919669533407e+002°)
1.02329299228075e+002	(6.15846093611959e+001dB,-1.79917798414294e+002°)
1.04712854805090e+002	(6.15846106288716e+001dB,-1.79915883712486e+002°)
1.07151930523761e+002	(6.15846119562905e+001dB,-1.79913924412900e+002°)
1.09647819614318e+002	(6.15846133462678e+001dB,-1.79911919476840e+002°)
1.12201845430196e+002	(6.15846148017520e+001dB,-1.79909867841380e+002°)
1.14815362149688e+002	(6.15846163258302e+001dB,-1.79907768418879e+002°)
1.17489755493953e+002	(6.15846179217350e+001dB,-1.79905620096338e+002°)
1.20226443461741e+002	(6.15846195928515e+001dB,-1.79903421734870e+002°)
1.23026877081238e+002	(6.15846213427240e+001dB,-1.79901172169055e+002°)
1.25892541179417e+002	(6.15846231750643e+001dB,-1.79898870206336e+002°)
1.28824955169313e+002	(6.15846250937588e+001dB,-1.79896514626383e+002°)
1.31825673855641e+002	(6.15846271028770e+001dB,-1.79894104180474e+002°)
1.34896288259165e+002	(6.15846292066805e+001dB,-1.79891637590784e+002°)
1.38038426460288e+002	(6.15846314096313e+001dB,-1.79889113549759e+002°)
1.41253754462275e+002	(6.15846337164019e+001dB,-1.79886530719407e+002°)
1.44543977074593e+002	(6.15846361318851e+001dB,-1.79883887730550e+002°)
1.47910838816821e+002	(6.15846386612042e+001dB,-1.79881183182167e+002°)
1.51356124843621e+002	(6.15846413097238e+001dB,-1.79878415640602e+002°)
1.54881661891248e+002	(6.15846440830614e+001dB,-1.79875583638842e+002°)
1.58489319246111e+002	(6.15846469870992e+001dB,-1.79872685675705e+002°)
1.62181009735893e+002	(6.15846500279967e+001dB,-1.79869720215070e+002°)
1.65958690743756e+002	(6.15846532122034e+001dB,-1.79866685685057e+002°)
1.69824365246174e+002	(6.15846565464730e+001dB,-1.79863580477200e+002°)
1.73780082874937e+002	(6.15846600378774e+001dB,-1.79860402945576e+002°)
1.77827941003892e+002	(6.15846636938215e+001dB,-1.79857151405984e+002°)
1.81970085860998e+002	(6.15846675220595e+001dB,-1.79853824134983e+002°)
1.86208713666287e+002	(6.15846715307109e+001dB,-1.79850419369050e+002°)
1.90546071796324e+002	(6.15846757282775e+001dB,-1.79846935303620e+002°)
1.94984459975804e+002	(6.15846801236622e+001dB,-1.79843370092098e+002°)
1.99526231496888e+002	(6.15846847261869e+001dB,-1.79839721844965e+002°)
2.04173794466953e+002	(6.15846895456135e+001dB,-1.79835988628656e+002°)
2.08929613085404e+002	(6.15846945921629e+001dB,-1.79832168464716e+002°)
2.13796208950223e+002	(6.15846998765385e+001dB,-1.79828259328573e+002°)
2.18776162394955e+002	(6.15847054099475e+001dB,-1.79824259148580e+002°)
2.23872113856834e+002	(6.15847112041257e+001dB,-1.79820165804846e+002°)
2.29086765276777e+002	(6.15847172713612e+001dB,-1.79815977128258e+002°)
2.34422881531992e+002	(6.15847236245217e+001dB,-1.79811690899143e+002°)
2.39883291901949e+002	(6.15847302770807e+001dB,-1.79807304846261e+002°)
2.45470891568503e+002	(6.15847372431471e+001dB,-1.79802816645499e+002°)
2.51188643150958e+002	(6.15847445374942e+001dB,-1.79798223918695e+002°)
2.57039578276886e+002	(6.15847521755915e+001dB,-1.79793524232381e+002°)
2.63026799189538e+002	(6.15847601736373e+001dB,-1.79788715096521e+002°)
2.69153480392691e+002	(6.15847685485932e+001dB,-1.79783793963113e+002°)
2.75422870333816e+002	(6.15847773182198e+001dB,-1.79778758224994e+002°)
2.81838293126445e+002	(6.15847865011146e+001dB,-1.79773605214305e+002°)
2.88403150312660e+002	(6.15847961167514e+001dB,-1.79768332201199e+002°)
2.95120922666638e+002	(6.15848061855213e+001dB,-1.79762936392359e+002°)
3.01995172040201e+002	(6.15848167287761e+001dB,-1.79757414929568e+002°)
3.09029543251358e+002	(6.15848277688737e+001dB,-1.79751764888122e+002°)
3.16227766016837e+002	(6.15848393292249e+001dB,-1.79745983275418e+002°)
3.23593656929628e+002	(6.15848514343440e+001dB,-1.79740067029248e+002°)
3.31131121482590e+002	(6.15848641098998e+001dB,-1.79734013016296e+002°)
3.38844156139202e+002	(6.15848773827701e+001dB,-1.79727818030451e+002°)
3.46736850452531e+002	(6.15848912810994e+001dB,-1.79721478791091e+002°)
3.54813389233575e+002	(6.15849058343575e+001dB,-1.79714991941469e+002°)
3.63078054770101e+002	(6.15849210734028e+001dB,-1.79708354046802e+002°)
3.71535229097172e+002	(6.15849370305469e+001dB,-1.79701561592619e+002°)
3.80189396320560e+002	(6.15849537396236e+001dB,-1.79694610982859e+002°)
3.89045144994280e+002	(6.15849712360603e+001dB,-1.79687498537932e+002°)
3.98107170553496e+002	(6.15849895569534e+001dB,-1.79680220492884e+002°)
4.07380277804112e+002	(6.15850087411457e+001dB,-1.79672772995436e+002°)
4.16869383470335e+002	(6.15850288293104e+001dB,-1.79665152103851e+002°)
4.26579518801592e+002	(6.15850498640356e+001dB,-1.79657353785044e+002°)
4.36515832240165e+002	(6.15850718899155e+001dB,-1.79649373912353e+002°)
4.46683592150962e+002	(6.15850949536441e+001dB,-1.79641208263455e+002°)
4.57088189614874e+002	(6.15851191041148e+001dB,-1.79632852518113e+002°)
4.67735141287197e+002	(6.15851443925228e+001dB,-1.79624302256014e+002°)
4.78630092322637e+002	(6.15851708724747e+001dB,-1.79615552954373e+002°)
4.89778819368445e+002	(6.15851986001009e+001dB,-1.79606599985661e+002°)
5.01187233627271e+002	(6.15852276341745e+001dB,-1.79597438615211e+002°)
5.12861383991364e+002	(6.15852580362362e+001dB,-1.79588063998696e+002°)
5.24807460249771e+002	(6.15852898707241e+001dB,-1.79578471179663e+002°)
5.37031796370251e+002	(6.15853232051094e+001dB,-1.79568655087033e+002°)
5.49540873857623e+002	(6.15853581100404e+001dB,-1.79558610532352e+002°)
5.62341325190348e+002	(6.15853946594907e+001dB,-1.79548332207185e+002°)
5.75439937337155e+002	(6.15854329309157e+001dB,-1.79537814680470e+002°)
5.88843655355587e+002	(6.15854730054168e+001dB,-1.79527052395584e+002°)
6.02559586074356e+002	(6.15855149679126e+001dB,-1.79516039667570e+002°)
6.16595001861481e+002	(6.15855589073178e+001dB,-1.79504770680206e+002°)
6.30957344480192e+002	(6.15856049167318e+001dB,-1.79493239483035e+002°)
6.45654229034654e+002	(6.15856530936348e+001dB,-1.79481439988305e+002°)
6.60693448007594e+002	(6.15857035400935e+001dB,-1.79469365967943e+002°)
6.76082975391980e+002	(6.15857563629769e+001dB,-1.79457011050293e+002°)
6.91830970918935e+002	(6.15858116741822e+001dB,-1.79444368716876e+002°)
7.07945784384136e+002	(6.15858695908700e+001dB,-1.79431432299171e+002°)
7.24435960074988e+002	(6.15859302357115e+001dB,-1.79418194975262e+002°)
7.41310241300916e+002	(6.15859937371484e+001dB,-1.79404649766240e+002°)
7.58577575029182e+002	(6.15860602296625e+001dB,-1.79390789532783e+002°)
7.76247116628690e+002	(6.15861298540595e+001dB,-1.79376606971647e+002°)
7.94328234724279e+002	(6.15862027577651e+001dB,-1.79362094612016e+002°)
8.12830516164097e+002	(6.15862790951371e+001dB,-1.79347244811541e+002°)
8.31763771102669e+002	(6.15863590277892e+001dB,-1.79332049752746e+002°)
8.51138038202374e+002	(6.15864427249313e+001dB,-1.79316501439119e+002°)
8.70963589956078e+002	(6.15865303637253e+001dB,-1.79300591691224e+002°)
8.91250938133743e+002	(6.15866221296591e+001dB,-1.79284312142433e+002°)
9.12010839355907e+002	(6.15867182169349e+001dB,-1.79267654235077e+002°)
9.33254300796988e+002	(6.15868188288786e+001dB,-1.79250609216103e+002°)
9.54992586021433e+002	(6.15869241783656e+001dB,-1.79233168132973e+002°)
9.77237220955808e+002	(6.15870344882696e+001dB,-1.79215321829075e+002°)
9.99999999999997e+002	(6.15871499919295e+001dB,-1.79197060939461e+002°)
1.02329299228075e+003	(6.15872709336383e+001dB,-1.79178375886348e+002°)
1.04712854805090e+003	(6.15873975691555e+001dB,-1.79159256874568e+002°)
1.07151930523760e+003	(6.15875301662441e+001dB,-1.79139693886759e+002°)
1.09647819614318e+003	(6.15876690052303e+001dB,-1.79119676678769e+002°)
1.12201845430196e+003	(6.15878143795917e+001dB,-1.79099194774614e+002°)
1.14815362149688e+003	(6.15879665965671e+001dB,-1.79078237462094e+002°)
1.17489755493953e+003	(6.15881259778058e+001dB,-1.79056793786998e+002°)
1.20226443461741e+003	(6.15882928600319e+001dB,-1.79034852548899e+002°)
1.23026877081238e+003	(6.15884675957540e+001dB,-1.79012402295245e+002°)
1.25892541179416e+003	(6.15886505539925e+001dB,-1.78989431317052e+002°)
1.28824955169313e+003	(6.15888421210583e+001dB,-1.78965927642516e+002°)
1.31825673855640e+003	(6.15890427013493e+001dB,-1.78941879032580e+002°)
1.34896288259165e+003	(6.15892527181970e+001dB,-1.78917272974878e+002°)
1.38038426460288e+003	(6.15894726147408e+001dB,-1.78892096678884e+002°)
1.41253754462275e+003	(6.15897028548542e+001dB,-1.78866337069641e+002°)
1.44543977074592e+003	(6.15899439241068e+001dB,-1.78839980782303e+002°)
1.47910838816820e+003	(6.15901963307623e+001dB,-1.78813014157111e+002°)
1.51356124843620e+003	(6.15904606068433e+001dB,-1.78785423232462e+002°)
1.54881661891248e+003	(6.15907373092211e+001dB,-1.78757193740157e+002°)
1.58489319246111e+003	(6.15910270207689e+001dB,-1.78728311099080e+002°)
1.62181009735892e+003	(6.15913303515678e+001dB,-1.78698760409095e+002°)
1.65958690743755e+003	(6.15916479401586e+001dB,-1.78668526445463e+002°)
1.69824365246174e+003	(6.15919804548550e+001dB,-1.78637593652878e+002°)
1.73780082874937e+003	(6.15923285951230e+001dB,-1.78605946138914e+002°)
1.77827941003892e+003	(6.15926930930031e+001dB,-1.78573567668994e+002°)
1.81970085860998e+003	(6.15930747146253e+001dB,-1.78540441659029e+002°)
1.86208713666286e+003	(6.15934742617597e+001dB,-1.78506551170599e+002°)
1.90546071796324e+003	(6.15938925734595e+001dB,-1.78471878904362e+002°)
1.94984459975804e+003	(6.15943305277720e+001dB,-1.78436407193844e+002°)
1.99526231496887e+003	(6.15947890435198e+001dB,-1.78400117999714e+002°)
2.04173794466952e+003	(6.15952690821657e+001dB,-1.78362992903767e+002°)
2.08929613085403e+003	(6.15957716497528e+001dB,-1.78325013103382e+002°)
2.13796208950222e+003	(6.15962977989484e+001dB,-1.78286159404847e+002°)
2.18776162394954e+003	(6.15968486311582e+001dB,-1.78246412218118e+002°)
2.23872113856833e+003	(6.15974252987355e+001dB,-1.78205751551363e+002°)
2.29086765276776e+003	(6.15980290072944e+001dB,-1.78164157005244e+002°)
2.34422881531991e+003	(6.15986610181306e+001dB,-1.78121607766834e+002°)
2.39883291901948e+003	(6.15993226507141e+001dB,-1.78078082605698e+002°)
2.45470891568502e+003	(6.16000152853322e+001dB,-1.78033559867552e+002°)
2.51188643150957e+003	(6.16007403658097e+001dB,-1.77988017470289e+002°)
2.57039578276885e+003	(6.16014994023718e+001dB,-1.77941432898562e+002°)
2.63026799189537e+003	(6.16022939745984e+001dB,-1.77893783200521e+002°)
2.69153480392690e+003	(6.16031257345405e+001dB,-1.77845044982556e+002°)
2.75422870333815e+003	(6.16039964099356e+001dB,-1.77795194406128e+002°)
2.81838293126444e+003	(6.16049078075638e+001dB,-1.77744207184717e+002°)
2.88403150312659e+003	(6.16058618167672e+001dB,-1.77692058579706e+002°)
2.95120922666637e+003	(6.16068604130706e+001dB,-1.77638723399033e+002°)
3.01995172040200e+003	(6.16079056619797e+001dB,-1.77584175994748e+002°)
3.09029543251358e+003	(6.16089997229330e+001dB,-1.77528390261129e+002°)
3.16227766016836e+003	(6.16101448533980e+001dB,-1.77471339634075e+002°)
3.23593656929627e+003	(6.16113434131381e+001dB,-1.77412997090704e+002°)
3.31131121482590e+003	(6.16125978686490e+001dB,-1.77353335149646e+002°)
3.38844156139201e+003	(6.16139107977539e+001dB,-1.77292325872654e+002°)
3.46736850452530e+003	(6.16152848944073e+001dB,-1.77229940865605e+002°)
3.54813389233574e+003	(6.16167229736381e+001dB,-1.77166151282416e+002°)
3.63078054770100e+003	(6.16182279767250e+001dB,-1.77100927827864e+002°)
3.71535229097171e+003	(6.16198029765100e+001dB,-1.77034240763679e+002°)
3.80189396320559e+003	(6.16214511829740e+001dB,-1.76966059913088e+002°)
3.89045144994279e+003	(6.16231759489523e+001dB,-1.76896354668947e+002°)
3.98107170553495e+003	(6.16249807760671e+001dB,-1.76825094002640e+002°)
4.07380277804111e+003	(6.16268693209054e+001dB,-1.76752246472919e+002°)
4.16869383470333e+003	(6.16288454013741e+001dB,-1.76677780237669e+002°)
4.26579518801591e+003	(6.16309130032450e+001dB,-1.76601663067841e+002°)
4.36515832240164e+003	(6.16330762869531e+001dB,-1.76523862362016e+002°)
4.46683592150961e+003	(6.16353395946586e+001dB,-1.76444345161269e+002°)
4.57088189614873e+003	(6.16377074573506e+001dB,-1.76363078171803e+002°)
4.67735141287196e+003	(6.16401846024246e+001dB,-1.76280027781475e+002°)
4.78630092322636e+003	(6.16427759612082e+001dB,-1.76195160087288e+002°)
4.89778819368444e+003	(6.16454866769626e+001dB,-1.76108440917168e+002°)
5.01187233627270e+003	(6.16483221128764e+001dB,-1.76019835861234e+002°)
5.12861383991362e+003	(6.16512878604198e+001dB,-1.75929310301322e+002°)
5.24807460249770e+003	(6.16543897477974e+001dB,-1.75836829446712e+002°)
5.37031796370250e+003	(6.16576338487378e+001dB,-1.75742358368974e+002°)
5.49540873857622e+003	(6.16610264912894e+001dB,-1.75645862045457e+002°)
5.62341325190346e+003	(6.16645742669856e+001dB,-1.75547305401349e+002°)
5.75439937337154e+003	(6.16682840400746e+001dB,-1.75446653358318e+002°)
5.88843655355586e+003	(6.16721629568178e+001dB,-1.75343870889216e+002°)
6.02559586074354e+003	(6.16762184552640e+001dB,-1.75238923068805e+002°)
6.16595001861479e+003	(6.16804582746704e+001dB,-1.75131775141149e+002°)
6.30957344480190e+003	(6.16848904654686e+001dB,-1.75022392580109e+002°)
6.45654229034652e+003	(6.16895233990134e+001dB,-1.74910741162805e+002°)
6.60693448007592e+003	(6.16943657775115e+001dB,-1.74796787044667e+002°)
6.76082975391978e+003	(6.16994266439977e+001dB,-1.74680496839929e+002°)
6.91830970918932e+003	(6.17047153921056e+001dB,-1.74561837711781e+002°)
7.07945784384134e+003	(6.17102417761513e+001dB,-1.74440777461052e+002°)
7.24435960074986e+003	(6.17160159206727e+001dB,-1.74317284630732e+002°)
7.41310241300913e+003	(6.17220483302391e+001dB,-1.74191328608260e+002°)
7.58577575029179e+003	(6.17283498987554e+001dB,-1.74062879741893e+002°)
7.76247116628687e+003	(6.17349319187481e+001dB,-1.73931909458939e+002°)
7.94328234724277e+003	(6.17418060902062e+001dB,-1.73798390394425e+002°)
8.12830516164094e+003	(6.17489845290282e+001dB,-1.73662296527831e+002°)
8.31763771102666e+003	(6.17564797752585e+001dB,-1.73523603323511e+002°)
8.51138038202371e+003	(6.17643048003451e+001dB,-1.73382287886825e+002°)
