Freq.	V(input)/I(R1)
5.88843655355586e+006	(8.25285789837175e+001dB,1.79961395648300e+002°)
6.02559586074354e+006	(8.25283075551560e+001dB,1.79963654018849e+002°)
6.16595001861479e+006	(8.25280578744514e+001dB,1.79965794529071e+002°)
6.30957344480190e+006	(8.25278282871284e+001dB,1.79967822026026e+002°)
6.45654229034652e+006	(8.25276172552687e+001dB,1.79969741298244e+002°)
6.60693448007592e+006	(8.25274233502812e+001dB,1.79971557058689e+002°)
6.76082975391978e+006	(8.25272452460205e+001dB,1.79973273930252e+002°)
6.91830970918932e+006	(8.25270817122465e+001dB,1.79974896433528e+002°)
7.07945784384134e+006	(8.25269316084166e+001dB,1.79976428976659e+002°)
7.24435960074986e+006	(8.25267938778050e+001dB,1.79977875847123e+002°)
7.41310241300913e+006	(8.25266675419349e+001dB,1.79979241205114e+002°)
7.58577575029179e+006	(8.25265516953196e+001dB,1.79980529078550e+002°)
7.76247116628687e+006	(8.25264455004974e+001dB,1.79981743359356e+002°)
7.94328234724277e+006	(8.25263481833528e+001dB,1.79982887800991e+002°)
8.12830516164094e+006	(8.25262590287124e+001dB,1.79983966017050e+002°)
8.31763771102666e+006	(8.25261773762040e+001dB,1.79984981480783e+002°)
8.51138038202371e+006	(8.25261026163677e+001dB,1.79985937525449e+002°)
8.70963589956075e+006	(8.25260341870093e+001dB,1.79986837345381e+002°)
8.91250938133740e+006	(8.25259715697832e+001dB,1.79987683997691e+002°)
9.12010839355904e+006	(8.25259142869942e+001dB,1.79988480404434e+002°)
9.33254300796985e+006	(8.25258618986077e+001dB,1.79989229355300e+002°)
9.54992586021430e+006	(8.25258139994577e+001dB,1.79989933510628e+002°)
9.77237220955804e+006	(8.25257702166410e+001dB,1.79990595404715e+002°)
1.00000000000000e+007	(8.25257302070885e+001dB,1.79991217449425e+002°)
