Freq.	V(input)/I(R3)
1.00000000000000e+005	(9.58318207549959e+001dB,-6.31602531466089e-001°)
1.02329299228075e+005	(9.58317176593853e+001dB,-6.46714104181463e-001°)
1.04712854805090e+005	(9.58316088561040e+001dB,-6.62206250411538e-001°)
1.07151930523761e+005	(9.58314939920562e+001dB,-6.78089876761255e-001°)
1.09647819614319e+005	(9.58313726890628e+001dB,-6.94376289180406e-001°)
1.12201845430196e+005	(9.58312445418437e+001dB,-7.11077212499595e-001°)
1.14815362149688e+005	(9.58311091157208e+001dB,-7.28204811772786e-001°)
1.17489755493953e+005	(9.58309659442708e+001dB,-7.45771713367494e-001°)
1.20226443461741e+005	(9.58308145265708e+001dB,-7.63791029064527e-001°)
1.23026877081238e+005	(9.58306543243548e+001dB,-7.82276380053480e-001°)
1.25892541179417e+005	(9.58304847587837e+001dB,-8.01241923741001e-001°)
1.28824955169313e+005	(9.58303052069920e+001dB,-8.20702380863799e-001°)
1.31825673855641e+005	(9.58301149982345e+001dB,-8.40673065513600e-001°)
1.34896288259165e+005	(9.58299134097153e+001dB,-8.61169915605059e-001°)
1.38038426460288e+005	(9.58296996619872e+001dB,-8.82209526401558e-001°)
1.41253754462275e+005	(9.58294729139297e+001dB,-9.03809185045151e-001°)
1.44543977074593e+005	(9.58292322571516e+001dB,-9.25986908248095e-001°)
1.47910838816821e+005	(9.58289767099835e+001dB,-9.48761480496429e-001°)
1.51356124843621e+005	(9.58287052107232e+001dB,-9.72152496303316e-001°)
1.54881661891248e+005	(9.58284166102893e+001dB,-9.96180403923148e-001°)
1.58489319246111e+005	(9.58281096641368e+001dB,-1.02086655115497e+000°)
1.62181009735893e+005	(9.58277830232810e+001dB,-1.04623323519693e+000°)
1.65958690743756e+005	(9.58274352244760e+001dB,-1.07230375344405e+000°)
1.69824365246174e+005	(9.58270646793513e+001dB,-1.09910245835771e+000°)
1.73780082874937e+005	(9.58266696624281e+001dB,-1.12665481441462e+000°)
1.77827941003892e+005	(9.58262482978584e+001dB,-1.15498745869335e+000°)
1.81970085860998e+005	(9.58257985447973e+001dB,-1.18412826351076e+000°)
1.86208713666287e+005	(9.58253181812662e+001dB,-1.21410640278864e+000°)
1.90546071796325e+005	(9.58248047861755e+001dB,-1.24495242082274e+000°)
1.94984459975804e+005	(9.58242557196133e+001dB,-1.27669830400230e+000°)
1.99526231496888e+005	(9.58236681008057e+001dB,-1.30937755560448e+000°)
2.04173794466953e+005	(9.58230387838821e+001dB,-1.34302527208188e+000°)
2.08929613085404e+005	(9.58223643308378e+001dB,-1.37767822238901e+000°)
2.13796208950223e+005	(9.58216409816975e+001dB,-1.41337492869602e+000°)
2.18776162394955e+005	(9.58208646212606e+001dB,-1.45015574793503e+000°)
2.23872113856834e+005	(9.58200307423173e+001dB,-1.48806295365389e+000°)
2.29086765276777e+005	(9.58191344046733e+001dB,-1.52714081742598e+000°)
2.34422881531992e+005	(9.58181701896646e+001dB,-1.56743568856929e+000°)
2.39883291901949e+005	(9.58171321496571e+001dB,-1.60899606912493e+000°)
2.45470891568503e+005	(9.58160137518387e+001dB,-1.65187268472787e+000°)
2.51188643150958e+005	(9.58148078157052e+001dB,-1.69611854620411e+000°)
2.57039578276886e+005	(9.58135064437034e+001dB,-1.74178900092344e+000°)
2.63026799189538e+005	(9.58121009438991e+001dB,-1.78894176844293e+000°)
2.69153480392691e+005	(9.58105817441950e+001dB,-1.83763695703082e+000°)
2.75422870333816e+005	(9.58089382968287e+001dB,-1.88793705481419e+000°)
2.81838293126445e+005	(9.58071589725341e+001dB,-1.93990688809716e+000°)
2.88403150312660e+005	(9.58052309427110e+001dB,-1.99361353993512e+000°)
2.95120922666638e+005	(9.58031400489979e+001dB,-2.04912621637203e+000°)
3.01995172040201e+005	(9.58008706587908e+001dB,-2.10651605015599e+000°)
3.09029543251359e+005	(9.57984055051223e+001dB,-2.16585582576920e+000°)
3.16227766016838e+005	(9.57957255102434e+001dB,-2.22721960674238e+000°)
3.23593656929628e+005	(9.57928095910039e+001dB,-2.29068224595587e+000°)
3.31131121482591e+005	(9.57896344451374e+001dB,-2.35631875017477e+000°)
3.38844156139202e+005	(9.57861743176157e+001dB,-2.42420346939194e+000°)
3.46736850452531e+005	(9.57824007454899e+001dB,-2.49440907291973e+000°)
3.54813389233575e+005	(9.57782822821972e+001dB,-2.56700526897384e+000°)
3.63078054770101e+005	(9.57737842000922e+001dB,-2.64205721499954e+000°)
3.71535229097172e+005	(9.57688681736590e+001dB,-2.71962355866994e+000°)
3.80189396320561e+005	(9.57634919453390e+001dB,-2.79975403887317e+000°)
3.89045144994280e+005	(9.57576089777865e+001dB,-2.88248656390552e+000°)
3.98107170553497e+005	(9.57511680998958e+001dB,-2.96784367451899e+000°)
4.07380277804112e+005	(9.57441131550250e+001dB,-3.05582828689319e+000°)
4.16869383470335e+005	(9.57363826659550e+001dB,-3.14641859754960e+000°)
4.26579518801592e+005	(9.57279095341950e+001dB,-3.23956202743008e+000°)
4.36515832240165e+005	(9.57186207990006e+001dB,-3.33516806933974e+000°)
4.46683592150962e+005	(9.57084374890378e+001dB,-3.43309991091863e+000°)
4.57088189614874e+005	(9.56972746088846e+001dB,-3.53316471044059e+000°)
4.67735141287197e+005	(9.56850413148073e+001dB,-3.63510242706080e+000°)
4.78630092322637e+005	(9.56716413470554e+001dB,-3.73857315818459e+000°)
4.89778819368445e+005	(9.56569738009740e+001dB,-3.84314300409230e+000°)
5.01187233627271e+005	(9.56409343345118e+001dB,-3.94826859833975e+000°)
5.12861383991364e+005	(9.56234169252321e+001dB,-4.05328060420336e+000°)
5.24807460249771e+005	(9.56043163010181e+001dB,-4.15736669854491e+000°)
5.37031796370251e+005	(9.55835311755624e+001dB,-4.25955485956187e+000°)
5.49540873857623e+005	(9.55609684146941e+001dB,-4.35869814245497e+000°)
5.62341325190348e+005	(9.55365482363412e+001dB,-4.45346255788119e+000°)
5.75439937337156e+005	(9.55102105025844e+001dB,-4.54232015843291e+000°)
5.88843655355588e+005	(9.54819220814194e+001dB,-4.62354991372497e+000°)
6.02559586074356e+005	(9.54516851389504e+001dB,-4.69524937198787e+000°)
6.16595001861481e+005	(9.54195460595443e+001dB,-4.75536030881513e+000°)
6.30957344480192e+005	(9.53856044909676e+001dB,-4.80171144953577e+000°)
6.45654229034654e+005	(9.53500217822503e+001dB,-4.83208069709007e+000°)
6.60693448007594e+005	(9.53130278563583e+001dB,-4.84427797968957e+000°)
6.76082975391980e+005	(9.52749253834864e+001dB,-4.83624774159441e+000°)
6.91830970918935e+005	(9.52360900507627e+001dB,-4.80618726724389e+000°)
7.07945784384136e+005	(9.51969658286853e+001dB,-4.75267371390730e+000°)
7.24435960074988e+005	(9.51580544609358e+001dB,-4.67478943095370e+000°)
7.41310241300916e+005	(9.51198989737200e+001dB,-4.57223254923085e+000°)
7.58577575029182e+005	(9.50830617639751e+001dB,-4.44539879065590e+000°)
7.76247116628690e+005	(9.50480986813600e+001dB,-4.29542161604338e+000°)
7.94328234724279e+005	(9.50155312935237e+001dB,-4.12416151794641e+000°)
8.12830516164097e+005	(9.49858200345625e+001dB,-3.93414115630323e+000°)
8.31763771102669e+005	(9.49593410306517e+001dB,-3.72843015738218e+000°)
8.51138038202374e+005	(9.49363690131185e+001dB,-3.51049034211933e+000°)
8.70963589956078e+005	(9.49170679242214e+001dB,-3.28399741644755e+000°)
8.91250938133743e+005	(9.49014897624520e+001dB,-3.05265765009032e+000°)
9.12010839355907e+005	(9.48895811307891e+001dB,-2.82003738452465e+000°)
9.33254300796989e+005	(9.48811960550120e+001dB,-2.58941976432535e+000°)
9.54992586021433e+005	(9.48761130853358e+001dB,-2.36369788546841e+000°)
9.77237220955808e+005	(9.48740545254797e+001dB,-2.14530784361738e+000°)
9.99999999999997e+005	(9.48747058051083e+001dB,-1.93620007617560e+000°)
1.02329299228075e+006	(9.48777334184066e+001dB,-1.73784364476082e+000°)
1.04712854805090e+006	(9.48828003661264e+001dB,-1.55125598898046e+000°)
1.07151930523760e+006	(9.48895785480843e+001dB,-1.37705006332532e+000°)
1.09647819614318e+006	(9.48977579865324e+001dB,-1.21549130148925e+000°)
1.12201845430196e+006	(9.49070530753202e+001dB,-1.06655809097726e+000°)
1.14815362149688e+006	(9.49172062469179e+001dB,-9.30000981879230e-001°)
1.17489755493953e+006	(9.49279895389366e+001dB,-8.05397386406258e-001°)
1.20226443461741e+006	(9.49392045564228e+001dB,-6.92199876525597e-001°)
1.23026877081238e+006	(9.49506812870105e+001dB,-5.89777245140601e-001°)
1.25892541179416e+006	(9.49622761606862e+001dB,-4.97448269817300e-001°)
1.28824955169313e+006	(9.49738696696561e+001dB,-4.14508619201423e-001°)
1.31825673855640e+006	(9.49853637891163e+001dB,-3.40251632815451e-001°)
1.34896288259165e+006	(9.49966793732106e+001dB,-2.73983833589689e-001°)
1.38038426460288e+006	(9.50077536449216e+001dB,-2.15036053689751e-001°)
1.41253754462275e+006	(9.50185378546674e+001dB,-1.62771003273492e-001°)
1.44543977074592e+006	(9.50289951493440e+001dB,-1.16588027740822e-001°)
1.47910838816820e+006	(9.50390986695072e+001dB,-7.59256936903503e-002°)
1.51356124843620e+006	(9.50488298759786e+001dB,-4.02627405586356e-002°)
1.54881661891248e+006	(9.50581770963848e+001dB,-9.11783473511978e-003°)
1.58489319246111e+006	(9.50671342757612e+001dB,1.79515245345478e-002°)
1.62181009735892e+006	(9.50756999119791e+001dB,4.13506739371728e-002°)
1.65958690743755e+006	(9.50838761555600e+001dB,6.14498195099595e-002°)
1.69824365246174e+006	(9.50916680536190e+001dB,7.85862765341038e-002°)
1.73780082874937e+006	(9.50990829187294e+001dB,9.30667982278493e-002°)
1.77827941003892e+006	(9.51061298050670e+001dB,1.05169909434736e-001°)
1.81970085860998e+006	(9.51128190759527e+001dB,1.15148185652205e-001°)
1.86208713666286e+006	(9.51191620487584e+001dB,1.23230437920806e-001°)
1.90546071796324e+006	(9.51251707049209e+001dB,1.29623778351038e-001°)
1.94984459975804e+006	(9.51308574544798e+001dB,1.34515551989835e-001°)
1.99526231496887e+006	(9.51362349460637e+001dB,1.38075128532552e-001°)
2.04173794466952e+006	(9.51413159146077e+001dB,1.40455553186435e-001°)
2.08929613085403e+006	(9.51461130602821e+001dB,1.41795060041736e-001°)
2.13796208950222e+006	(9.51506389531173e+001dB,1.42218453238413e-001°)
2.18776162394954e+006	(9.51549059587371e+001dB,1.41838363866412e-001°)
2.23872113856833e+006	(9.51589261813422e+001dB,1.40756390640469e-001°)
2.29086765276776e+006	(9.51627114207458e+001dB,1.39064133159200e-001°)
2.34422881531991e+006	(9.51662731408117e+001dB,1.36844126669934e-001°)
2.39883291901948e+006	(9.51696224470928e+001dB,1.34170686825571e-001°)
2.45470891568502e+006	(9.51727700718707e+001dB,1.31110672784702e-001°)
2.51188643150957e+006	(9.51757263651059e+001dB,1.27724176354448e-001°)
2.57039578276885e+006	(9.51785012900847e+001dB,1.24065144446797e-001°)
2.63026799189537e+006	(9.51811044227713e+001dB,1.20181941511521e-001°)
2.69153480392690e+006	(9.51835449540618e+001dB,1.16117858078222e-001°)
2.75422870333815e+006	(9.51858316942831e+001dB,1.11911570920307e-001°)
2.81838293126444e+006	(9.51879730794173e+001dB,1.07597559910600e-001°)
2.88403150312659e+006	(9.51899771786269e+001dB,1.03206486065407e-001°)
2.95120922666637e+006	(9.51918517027480e+001dB,9.87655348525201e-002°)
3.01995172040200e+006	(9.51936040134830e+001dB,9.42987283596128e-002°)
3.09029543251358e+006	(9.51952411330866e+001dB,8.98272096009160e-002°)
3.16227766016837e+006	(9.51967697543801e+001dB,8.53695017932143e-002°)
3.23593656929627e+006	(9.51981962509661e+001dB,8.09417451609286e-002°)
3.31131121482590e+006	(9.51995266875482e+001dB,7.65579135231301e-002°)
3.38844156139201e+006	(9.52007668302801e+001dB,7.22300126658681e-002°)
3.46736850452530e+006	(9.52019221570873e+001dB,6.79682622313235e-002°)
3.54813389233574e+006	(9.52029978679195e+001dB,6.37812627026013e-002°)
3.63078054770100e+006	(9.52039988949021e+001dB,5.96761488322367e-002°)
3.71535229097171e+006	(9.52049299123619e+001dB,5.56587307339568e-002°)
3.80189396320559e+006	(9.52057953467111e+001dB,5.17336237009744e-002°)
3.89045144994279e+006	(9.52065993861745e+001dB,4.79043676978067e-002°)
3.98107170553495e+006	(9.52073459903498e+001dB,4.41735373557916e-002°)
4.07380277804111e+006	(9.52080388995932e+001dB,4.05428432292804e-002°)
4.16869383470333e+006	(9.52086816442222e+001dB,3.70132249690674e-002°)
4.26579518801591e+006	(9.52092775535306e+001dB,3.35849370172095e-002°)
4.36515832240164e+006	(9.52098297646081e+001dB,3.02576273578694e-002°)
4.46683592150961e+006	(9.52103412309618e+001dB,2.70304098144095e-002°)
4.57088189614873e+006	(9.52108147309313e+001dB,2.39019303365226e-002°)
