Freq.	V(input)/I(R1666)
1.00000000000000e+001	(6.51065241259776e+001dB,1.79979833392504e+002°)
1.02329299228075e+001	(6.51065241017617e+001dB,1.79980292451972e+002°)
1.04712854805090e+001	(6.51065240786358e+001dB,1.79980741062240e+002°)
1.07151930523761e+001	(6.51065240565507e+001dB,1.79981179461167e+002°)
1.09647819614319e+001	(6.51065240354596e+001dB,1.79981607881198e+002°)
1.12201845430196e+001	(6.51065240153177e+001dB,1.79982026549487e+002°)
1.14815362149688e+001	(6.51065239960824e+001dB,1.79982435688018e+002°)
1.17489755493953e+001	(6.51065239777128e+001dB,1.79982835513720e+002°)
1.20226443461741e+001	(6.51065239601700e+001dB,1.79983226238586e+002°)
1.23026877081238e+001	(6.51065239434167e+001dB,1.79983608069784e+002°)
1.25892541179417e+001	(6.51065239274175e+001dB,1.79983981209766e+002°)
1.28824955169313e+001	(6.51065239121383e+001dB,1.79984345856374e+002°)
1.31825673855641e+001	(6.51065238975468e+001dB,1.79984702202951e+002°)
1.34896288259165e+001	(6.51065238836120e+001dB,1.79985050438434e+002°)
1.38038426460288e+001	(6.51065238703044e+001dB,1.79985390747463e+002°)
1.41253754462275e+001	(6.51065238575958e+001dB,1.79985723310475e+002°)
1.44543977074593e+001	(6.51065238454591e+001dB,1.79986048303798e+002°)
1.47910838816821e+001	(6.51065238338687e+001dB,1.79986365899748e+002°)
1.51356124843621e+001	(6.51065238227999e+001dB,1.79986676266719e+002°)
1.54881661891248e+001	(6.51065238122293e+001dB,1.79986979569271e+002°)
1.58489319246111e+001	(6.51065238021345e+001dB,1.79987275968220e+002°)
1.62181009735893e+001	(6.51065237924940e+001dB,1.79987565620719e+002°)
1.65958690743756e+001	(6.51065237832874e+001dB,1.79987848680346e+002°)
1.69824365246174e+001	(6.51065237744951e+001dB,1.79988125297184e+002°)
1.73780082874937e+001	(6.51065237660986e+001dB,1.79988395617898e+002°)
1.77827941003892e+001	(6.51065237580800e+001dB,1.79988659785816e+002°)
1.81970085860998e+001	(6.51065237504223e+001dB,1.79988917941002e+002°)
1.86208713666287e+001	(6.51065237431092e+001dB,1.79989170220335e+002°)
1.90546071796325e+001	(6.51065237361253e+001dB,1.79989416757576e+002°)
1.94984459975804e+001	(6.51065237294557e+001dB,1.79989657683442e+002°)
1.99526231496888e+001	(6.51065237230863e+001dB,1.79989893125675e+002°)
2.04173794466953e+001	(6.51065237170035e+001dB,1.79990123209111e+002°)
2.08929613085404e+001	(6.51065237111945e+001dB,1.79990348055741e+002°)
2.13796208950223e+001	(6.51065237056470e+001dB,1.79990567784784e+002°)
2.18776162394955e+001	(6.51065237003492e+001dB,1.79990782512741e+002°)
2.23872113856834e+001	(6.51065236952898e+001dB,1.79990992353465e+002°)
2.29086765276777e+001	(6.51065236904581e+001dB,1.79991197418215e+002°)
2.34422881531992e+001	(6.51065236858438e+001dB,1.79991397815721e+002°)
2.39883291901949e+001	(6.51065236814373e+001dB,1.79991593652235e+002°)
2.45470891568503e+001	(6.51065236772290e+001dB,1.79991785031592e+002°)
2.51188643150958e+001	(6.51065236732102e+001dB,1.79991972055265e+002°)
2.57039578276886e+001	(6.51065236693723e+001dB,1.79992154822415e+002°)
2.63026799189538e+001	(6.51065236657070e+001dB,1.79992333429949e+002°)
2.69153480392691e+001	(6.51065236622068e+001dB,1.79992507972566e+002°)
2.75422870333816e+001	(6.51065236588641e+001dB,1.79992678542810e+002°)
2.81838293126445e+001	(6.51065236556718e+001dB,1.79992845231122e+002°)
2.88403150312660e+001	(6.51065236526232e+001dB,1.79993008125880e+002°)
2.95120922666638e+001	(6.51065236497118e+001dB,1.79993167313455e+002°)
3.01995172040201e+001	(6.51065236469315e+001dB,1.79993322878249e+002°)
3.09029543251359e+001	(6.51065236442763e+001dB,1.79993474902744e+002°)
3.16227766016838e+001	(6.51065236417406e+001dB,1.79993623467547e+002°)
3.23593656929628e+001	(6.51065236393190e+001dB,1.79993768651428e+002°)
3.31131121482591e+001	(6.51065236370064e+001dB,1.79993910531365e+002°)
3.38844156139202e+001	(6.51065236347979e+001dB,1.79994049182586e+002°)
3.46736850452531e+001	(6.51065236326888e+001dB,1.79994184678605e+002°)
3.54813389233575e+001	(6.51065236306746e+001dB,1.79994317091263e+002°)
3.63078054770101e+001	(6.51065236287510e+001dB,1.79994446490768e+002°)
3.71535229097172e+001	(6.51065236269141e+001dB,1.79994572945729e+002°)
3.80189396320561e+001	(6.51065236251598e+001dB,1.79994696523194e+002°)
3.89045144994280e+001	(6.51065236234845e+001dB,1.79994817288686e+002°)
3.98107170553497e+001	(6.51065236218845e+001dB,1.79994935306235e+002°)
4.07380277804112e+001	(6.51065236203566e+001dB,1.79995050638417e+002°)
4.16869383470335e+001	(6.51065236188975e+001dB,1.79995163346382e+002°)
4.26579518801592e+001	(6.51065236175040e+001dB,1.79995273489889e+002°)
