Freq.	V(output)/V(input)
1.00000000000000e+004	(1.60761867032025e+001dB,-9.00459134356566e+001°)
1.00023028502082e+004	(1.60782067435564e+001dB,-9.00459240113754e+001°)
1.00046062307284e+004	(1.60802267931876e+001dB,-9.00459345895314e+001°)
1.00069101416826e+004	(1.60822468521005e+001dB,-9.00459451701252e+001°)
1.00092145831930e+004	(1.60842669202994e+001dB,-9.00459557531572e+001°)
1.00115195553817e+004	(1.60862869977885e+001dB,-9.00459663386282e+001°)
1.00138250583710e+004	(1.60883070845723e+001dB,-9.00459769265387e+001°)
1.00161310922831e+004	(1.60903271806549e+001dB,-9.00459875168891e+001°)
1.00184376572403e+004	(1.60923472860409e+001dB,-9.00459981096801e+001°)
1.00207447533648e+004	(1.60943674007344e+001dB,-9.00460087049123e+001°)
1.00230523807790e+004	(1.60963875247398e+001dB,-9.00460193025861e+001°)
1.00253605396052e+004	(1.60984076580614e+001dB,-9.00460299027023e+001°)
1.00276692299659e+004	(1.61004278007037e+001dB,-9.00460405052612e+001°)
1.00299784519833e+004	(1.61024479526708e+001dB,-9.00460511102636e+001°)
1.00322882057800e+004	(1.61044681139672e+001dB,-9.00460617177099e+001°)
1.00345984914784e+004	(1.61064882845972e+001dB,-9.00460723276007e+001°)
1.00369093092010e+004	(1.61085084645651e+001dB,-9.00460829399366e+001°)
1.00392206590702e+004	(1.61105286538753e+001dB,-9.00460935547181e+001°)
1.00415325412088e+004	(1.61125488525322e+001dB,-9.00461041719459e+001°)
1.00438449557391e+004	(1.61145690605400e+001dB,-9.00461147916205e+001°)
1.00461579027839e+004	(1.61165892779031e+001dB,-9.00461254137424e+001°)
1.00484713824658e+004	(1.61186095046259e+001dB,-9.00461360383122e+001°)
1.00507853949074e+004	(1.61206297407128e+001dB,-9.00461466653304e+001°)
1.00530999402313e+004	(1.61226499861681e+001dB,-9.00461572947977e+001°)
1.00554150185604e+004	(1.61246702409961e+001dB,-9.00461679267147e+001°)
1.00577306300174e+004	(1.61266905052012e+001dB,-9.00461785610817e+001°)
1.00600467747250e+004	(1.61287107787878e+001dB,-9.00461891978996e+001°)
1.00623634528060e+004	(1.61307310617602e+001dB,-9.00461998371687e+001°)
