Freq.	V(output)/V(input)
7.76247116628687e-007	(1.10235667011889e+002dB,1.79990845770156e+002°)
7.94328234724277e-007	(1.10235667006664e+002dB,1.79990632540755e+002°)
8.12830516164094e-007	(1.10235667001193e+002dB,1.79990414344603e+002°)
8.31763771102666e-007	(1.10235666995465e+002dB,1.79990191066010e+002°)
8.51138038202371e-007	(1.10235666989466e+002dB,1.79989962586591e+002°)
8.70963589956075e-007	(1.10235666983184e+002dB,1.79989728785203e+002°)
8.91250938133740e-007	(1.10235666976607e+002dB,1.79989489537882e+002°)
9.12010839355904e-007	(1.10235666969719e+002dB,1.79989244717774e+002°)
9.33254300796985e-007	(1.10235666962507e+002dB,1.79988994195075e+002°)
9.54992586021430e-007	(1.10235666954955e+002dB,1.79988737836952e+002°)
9.77237220955805e-007	(1.10235666947047e+002dB,1.79988475507482e+002°)
9.99999999999994e-007	(1.10235666938766e+002dB,1.79988207067574e+002°)
1.02329299228075e-006	(1.10235666930095e+002dB,1.79987932374898e+002°)
1.04712854805089e-006	(1.10235666921016e+002dB,1.79987651283809e+002°)
1.07151930523760e-006	(1.10235666911508e+002dB,1.79987363645267e+002°)
1.09647819614318e-006	(1.10235666901552e+002dB,1.79987069306763e+002°)
1.12201845430196e-006	(1.10235666891128e+002dB,1.79986768112236e+002°)
1.14815362149688e-006	(1.10235666880212e+002dB,1.79986459901988e+002°)
1.17489755493952e-006	(1.10235666868781e+002dB,1.79986144512602e+002°)
1.20226443461740e-006	(1.10235666856812e+002dB,1.79985821776854e+002°)
1.23026877081237e-006	(1.10235666844278e+002dB,1.79985491523625e+002°)
1.25892541179416e-006	(1.10235666831154e+002dB,1.79985153577812e+002°)
1.28824955169313e-006	(1.10235666817412e+002dB,1.79984807760231e+002°)
1.31825673855640e-006	(1.10235666803022e+002dB,1.79984453887524e+002°)
1.34896288259164e-006	(1.10235666787953e+002dB,1.79984091772065e+002°)
1.38038426460288e-006	(1.10235666772175e+002dB,1.79983721221854e+002°)
1.41253754462274e-006	(1.10235666755653e+002dB,1.79983342040421e+002°)
1.44543977074592e-006	(1.10235666738352e+002dB,1.79982954026720e+002°)
1.47910838816820e-006	(1.10235666720236e+002dB,1.79982556975020e+002°)
1.51356124843620e-006	(1.10235666701266e+002dB,1.79982150674800e+002°)
1.54881661891247e-006	(1.10235666681402e+002dB,1.79981734910634e+002°)
1.58489319246110e-006	(1.10235666660602e+002dB,1.79981309462078e+002°)
1.62181009735892e-006	(1.10235666638821e+002dB,1.79980874103555e+002°)
1.65958690743755e-006	(1.10235666616014e+002dB,1.79980428604231e+002°)
1.69824365246173e-006	(1.10235666592132e+002dB,1.79979972727897e+002°)
1.73780082874936e-006	(1.10235666567125e+002dB,1.79979506232842e+002°)
1.77827941003891e-006	(1.10235666540939e+002dB,1.79979028871724e+002°)
1.81970085860997e-006	(1.10235666513519e+002dB,1.79978540391440e+002°)
1.86208713666285e-006	(1.10235666484807e+002dB,1.79978040532991e+002°)
1.90546071796323e-006	(1.10235666454742e+002dB,1.79977529031348e+002°)
1.94984459975803e-006	(1.10235666423259e+002dB,1.79977005615304e+002°)
1.99526231496886e-006	(1.10235666390293e+002dB,1.79976470007338e+002°)
2.04173794466951e-006	(1.10235666355774e+002dB,1.79975921923465e+002°)
2.08929613085402e-006	(1.10235666319627e+002dB,1.79975361073082e+002°)
2.13796208950222e-006	(1.10235666281777e+002dB,1.79974787158821e+002°)
2.18776162394954e-006	(1.10235666242143e+002dB,1.79974199876384e+002°)
2.23872113856832e-006	(1.10235666200641e+002dB,1.79973598914388e+002°)
2.29086765276776e-006	(1.10235666157184e+002dB,1.79972983954195e+002°)
2.34422881531990e-006	(1.10235666111678e+002dB,1.79972354669745e+002°)
2.39883291901947e-006	(1.10235666064028e+002dB,1.79971710727385e+002°)
2.45470891568501e-006	(1.10235666014131e+002dB,1.79971051785687e+002°)
2.51188643150956e-006	(1.10235665961884e+002dB,1.79970377495273e+002°)
2.57039578276884e-006	(1.10235665907174e+002dB,1.79969687498626e+002°)
2.63026799189536e-006	(1.10235665849885e+002dB,1.79968981429902e+002°)
2.69153480392689e-006	(1.10235665789897e+002dB,1.79968258914734e+002°)
2.75422870333814e-006	(1.10235665727082e+002dB,1.79967519570037e+002°)
2.81838293126443e-006	(1.10235665661306e+002dB,1.79966763003800e+002°)
2.88403150312658e-006	(1.10235665592430e+002dB,1.79965988814884e+002°)
2.95120922666636e-006	(1.10235665520308e+002dB,1.79965196592805e+002°)
3.01995172040199e-006	(1.10235665444787e+002dB,1.79964385917516e+002°)
3.09029543251357e-006	(1.10235665365707e+002dB,1.79963556359189e+002°)
3.16227766016835e-006	(1.10235665282900e+002dB,1.79962707477982e+002°)
3.23593656929626e-006	(1.10235665196191e+002dB,1.79961838823808e+002°)
3.31131121482588e-006	(1.10235665105395e+002dB,1.79960949936098e+002°)
3.38844156139200e-006	(1.10235665010320e+002dB,1.79960040343552e+002°)
3.46736850452529e-006	(1.10235664910764e+002dB,1.79959109563896e+002°)
3.54813389233573e-006	(1.10235664806516e+002dB,1.79958157103618e+002°)
3.63078054770098e-006	(1.10235664697356e+002dB,1.79957182457714e+002°)
3.71535229097169e-006	(1.10235664583050e+002dB,1.79956185109417e+002°)
3.80189396320558e-006	(1.10235664463358e+002dB,1.79955164529920e+002°)
3.89045144994277e-006	(1.10235664338025e+002dB,1.79954120178103e+002°)
3.98107170553494e-006	(1.10235664206785e+002dB,1.79953051500239e+002°)
4.07380277804109e-006	(1.10235664069359e+002dB,1.79951957929703e+002°)
4.16869383470332e-006	(1.10235663925458e+002dB,1.79950838886673e+002°)
4.26579518801589e-006	(1.10235663774774e+002dB,1.79949693777822e+002°)
4.36515832240162e-006	(1.10235663616989e+002dB,1.79948521996001e+002°)
4.46683592150959e-006	(1.10235663451767e+002dB,1.79947322919919e+002°)
4.57088189614871e-006	(1.10235663278759e+002dB,1.79946095913815e+002°)
4.67735141287194e-006	(1.10235663097597e+002dB,1.79944840327118e+002°)
4.78630092322634e-006	(1.10235662907898e+002dB,1.79943555494106e+002°)
4.89778819368442e-006	(1.10235662709258e+002dB,1.79942240733546e+002°)
5.01187233627268e-006	(1.10235662501257e+002dB,1.79940895348342e+002°)
5.12861383991360e-006	(1.10235662283452e+002dB,1.79939518625158e+002°)
5.24807460249768e-006	(1.10235662055383e+002dB,1.79938109834044e+002°)
5.37031796370248e-006	(1.10235661816566e+002dB,1.79936668228047e+002°)
5.49540873857620e-006	(1.10235661566493e+002dB,1.79935193042816e+002°)
5.62341325190344e-006	(1.10235661304635e+002dB,1.79933683496196e+002°)
5.75439937337152e-006	(1.10235661030436e+002dB,1.79932138787812e+002°)
5.88843655355584e-006	(1.10235660743314e+002dB,1.79930558098651e+002°)
6.02559586074352e-006	(1.10235660442661e+002dB,1.79928940590619e+002°)
6.16595001861477e-006	(1.10235660127838e+002dB,1.79927285406102e+002°)
6.30957344480187e-006	(1.10235659798178e+002dB,1.79925591667510e+002°)
6.45654229034650e-006	(1.10235659452982e+002dB,1.79923858476813e+002°)
6.60693448007590e-006	(1.10235659091517e+002dB,1.79922084915063e+002°)
6.76082975391976e-006	(1.10235658713017e+002dB,1.79920270041907e+002°)
6.91830970918930e-006	(1.10235658316679e+002dB,1.79918412895091e+002°)
7.07945784384131e-006	(1.10235657901662e+002dB,1.79916512489945e+002°)
7.24435960074983e-006	(1.10235657467086e+002dB,1.79914567818867e+002°)
7.41310241300911e-006	(1.10235657012029e+002dB,1.79912577850785e+002°)
7.58577575029177e-006	(1.10235656535526e+002dB,1.79910541530610e+002°)
7.76247116628684e-006	(1.10235656036566e+002dB,1.79908457778679e+002°)
7.94328234724274e-006	(1.10235655514091e+002dB,1.79906325490181e+002°)
8.12830516164092e-006	(1.10235654966992e+002dB,1.79904143534572e+002°)
8.31763771102663e-006	(1.10235654394110e+002dB,1.79901910754976e+002°)
8.51138038202368e-006	(1.10235653794229e+002dB,1.79899625967570e+002°)
8.70963589956072e-006	(1.10235653166076e+002dB,1.79897287960959e+002°)
8.91250938133737e-006	(1.10235652508319e+002dB,1.79894895495533e+002°)
9.12010839355901e-006	(1.10235651819563e+002dB,1.79892447302807e+002°)
9.33254300796982e-006	(1.10235651098347e+002dB,1.79889942084754e+002°)
9.54992586021427e-006	(1.10235650343142e+002dB,1.79887378513112e+002°)
9.77237220955801e-006	(1.10235649552345e+002dB,1.79884755228682e+002°)
9.99999999999990e-006	(1.10235648724279e+002dB,1.79882070840609e+002°)
1.02329299228074e-005	(1.10235647857188e+002dB,1.79879323925640e+002°)
1.04712854805089e-005	(1.10235646949232e+002dB,1.79876513027378e+002°)
1.07151930523760e-005	(1.10235645998485e+002dB,1.79873636655498e+002°)
1.09647819614317e-005	(1.10235645002932e+002dB,1.79870693284971e+002°)
1.12201845430195e-005	(1.10235643960460e+002dB,1.79867681355243e+002°)
1.14815362149687e-005	(1.10235642868858e+002dB,1.79864599269417e+002°)
1.17489755493952e-005	(1.10235641725810e+002dB,1.79861445393400e+002°)
1.20226443461740e-005	(1.10235640528893e+002dB,1.79858218055043e+002°)
1.23026877081237e-005	(1.10235639275567e+002dB,1.79854915543250e+002°)
1.25892541179415e-005	(1.10235637963174e+002dB,1.79851536107074e+002°)
1.28824955169312e-005	(1.10235636588930e+002dB,1.79848077954786e+002°)
1.31825673855639e-005	(1.10235635149921e+002dB,1.79844539252930e+002°)
1.34896288259164e-005	(1.10235633643094e+002dB,1.79840918125347e+002°)
1.38038426460287e-005	(1.10235632065253e+002dB,1.79837212652183e+002°)
1.41253754462274e-005	(1.10235630413051e+002dB,1.79833420868871e+002°)
1.44543977074591e-005	(1.10235628682983e+002dB,1.79829540765090e+002°)
1.47910838816819e-005	(1.10235626871381e+002dB,1.79825570283701e+002°)
1.51356124843619e-005	(1.10235624974402e+002dB,1.79821507319654e+002°)
1.54881661891247e-005	(1.10235622988021e+002dB,1.79817349718876e+002°)
1.58489319246110e-005	(1.10235620908027e+002dB,1.79813095277126e+002°)
1.62181009735891e-005	(1.10235618730006e+002dB,1.79808741738831e+002°)
1.65958690743754e-005	(1.10235616449340e+002dB,1.79804286795889e+002°)
1.69824365246173e-005	(1.10235614061190e+002dB,1.79799728086446e+002°)
1.73780082874936e-005	(1.10235611560491e+002dB,1.79795063193645e+002°)
1.77827941003890e-005	(1.10235608941940e+002dB,1.79790289644344e+002°)
1.81970085860996e-005	(1.10235606199982e+002dB,1.79785404907811e+002°)
1.86208713666285e-005	(1.10235603328802e+002dB,1.79780406394377e+002°)
1.90546071796323e-005	(1.10235600322309e+002dB,1.79775291454070e+002°)
1.94984459975802e-005	(1.10235597174126e+002dB,1.79770057375205e+002°)
1.99526231496886e-005	(1.10235593877577e+002dB,1.79764701382956e+002°)
2.04173794466951e-005	(1.10235590425669e+002dB,1.79759220637879e+002°)
2.08929613085402e-005	(1.10235586811080e+002dB,1.79753612234411e+002°)
2.13796208950221e-005	(1.10235583026144e+002dB,1.79747873199334e+002°)
2.18776162394953e-005	(1.10235579062833e+002dB,1.79742000490194e+002°)
2.23872113856832e-005	(1.10235574912741e+002dB,1.79735990993699e+002°)
2.29086765276775e-005	(1.10235570567066e+002dB,1.79729841524063e+002°)
2.34422881531990e-005	(1.10235566016590e+002dB,1.79723548821323e+002°)
2.39883291901946e-005	(1.10235561251661e+002dB,1.79717109549612e+002°)
2.45470891568500e-005	(1.10235556262174e+002dB,1.79710520295393e+002°)
2.51188643150955e-005	(1.10235551037546e+002dB,1.79703777565655e+002°)
2.57039578276884e-005	(1.10235545566695e+002dB,1.79696877786061e+002°)
2.63026799189535e-005	(1.10235539838019e+002dB,1.79689817299057e+002°)
2.69153480392689e-005	(1.10235533839366e+002dB,1.79682592361938e+002°)
2.75422870333814e-005	(1.10235527558015e+002dB,1.79675199144866e+002°)
2.81838293126442e-005	(1.10235520980642e+002dB,1.79667633728844e+002°)
2.88403150312657e-005	(1.10235514093298e+002dB,1.79659892103646e+002°)
2.95120922666635e-005	(1.10235506881375e+002dB,1.79651970165689e+002°)
3.01995172040198e-005	(1.10235499329577e+002dB,1.79643863715871e+002°)
3.09029543251356e-005	(1.10235491421889e+002dB,1.79635568457342e+002°)
3.16227766016834e-005	(1.10235483141538e+002dB,1.79627079993239e+002°)
3.23593656929625e-005	(1.10235474470962e+002dB,1.79618393824357e+002°)
3.31131121482587e-005	(1.10235465391774e+002dB,1.79609505346773e+002°)
3.38844156139199e-005	(1.10235455884717e+002dB,1.79600409849410e+002°)
3.46736850452528e-005	(1.10235445929629e+002dB,1.79591102511550e+002°)
3.54813389233571e-005	(1.10235435505396e+002dB,1.79581578400285e+002°)
3.63078054770097e-005	(1.10235424589912e+002dB,1.79571832467912e+002°)
3.71535229097168e-005	(1.10235413160025e+002dB,1.79561859549265e+002°)
3.80189396320557e-005	(1.10235401191497e+002dB,1.79551654358991e+002°)
3.89045144994276e-005	(1.10235388658945e+002dB,1.79541211488752e+002°)
3.98107170553493e-005	(1.10235375535791e+002dB,1.79530525404379e+002°)
4.07380277804108e-005	(1.10235361794204e+002dB,1.79519590442943e+002°)
4.16869383470331e-005	(1.10235347405042e+002dB,1.79508400809771e+002°)
4.26579518801588e-005	(1.10235332337791e+002dB,1.79496950575387e+002°)
4.36515832240161e-005	(1.10235316560499e+002dB,1.79485233672387e+002°)
4.46683592150958e-005	(1.10235300039707e+002dB,1.79473243892235e+002°)
