Freq.,Vout.,Phase.
7.92446596230557e+002,2.61810875639083e+001,1.16499102117135e+000
9.97631157484441e+002,2.61804581545259e+001,-1.31539902645515e-002
1.25594321575479e+003,2.61778367268818e+001,-1.19163332825063e+000
1.58113883008419e+003,2.61726618445123e+001,-2.43271503156926e+000
1.99053585276749e+003,2.61638278125370e+001,-3.80157952285303e+000
2.50593616813636e+003,2.61494561741034e+001,-5.36934619700571e+000
3.15478672240097e+003,2.61265155622956e+001,-7.21600363299784e+000
3.97164117362141e+003,2.60902298002247e+001,-9.43301017628479e+000
5.00000000000001e+003,2.60331990803111e+001,-1.21249902245545e+001
6.29462705897085e+003,2.59441669909895e+001,-1.54093707429231e+001
7.92446596230558e+003,2.58064398577796e+001,-1.94119461712972e+001
9.97631157484441e+003,2.55961816334832e+001,-2.42554506060122e+001
1.25594321575479e+004,2.52812530679025e+001,-3.00381907405531e+001
1.58113883008419e+004,2.48218857495229e+001,-3.68027634832939e+001
1.99053585276749e+004,2.41747693818217e+001,-4.45031919413392e+001
2.50593616813637e+004,2.33009871833278e+001,-5.29902933699515e+001
3.15478672240097e+004,2.21751030286548e+001,-6.20372031501034e+001
3.97164117362142e+004,2.07898309360155e+001,-7.14052113843716e+001
5.00000000000001e+004,1.91522748997291e+001,-8.09152726864957e+001
6.29462705897085e+004,1.72736962992511e+001,-9.04799945509029e+001
7.92446596230558e+004,1.51593251342905e+001,-1.00078449545838e+002
9.97631157484442e+004,1.28041399297250e+001,-1.09692613352728e+002
1.25594321575479e+005,1.01968208914187e+001,-1.19243252114173e+002
1.58113883008419e+005,7.32980120283342e+000,-1.28563357666049e+002
1.99053585276749e+005,4.20957480410878e+000,-1.37428869239926e+002
2.50593616813637e+005,8.60675815416702e-001,-1.45630264759744e+002
3.15478672240097e+005,-2.67883892259466e+000,-1.53040204348065e+002
3.97164117362142e+005,-6.36654969678128e+000,-1.59641703571523e+002
5.00000000000000e+005,-1.01638940892434e+001,-1.65515931665813e+002
Step,Information:,Run=52,Run:,52/100
5.00000000000000e+000,-3.41499972714528e+000,-1.51178338718454e+002
6.29462705897084e+000,1.84969521749257e+000,-1.62480648019819e+002
7.92446596230557e+000,6.78193750315510e+000,-1.76330071067921e+002
9.97631157484440e+000,1.12618705200233e+001,1.67465554635950e+002
1.25594321575479e+001,1.51726870073314e+001,1.49412036973688e+002
1.58113883008419e+001,1.84289914587290e+001,1.30337102144578e+002
1.99053585276749e+001,2.10039939373651e+001,1.11262837981903e+002
2.50593616813636e+001,2.29388502663394e+001,9.31753638089975e+001
3.15478672240097e+001,2.43274725553645e+001,7.68103117588315e+001
3.97164117362141e+001,2.52871338183935e+001,6.25585034039597e+001
5.00000000000000e+001,2.59314896690975e+001,5.05000954161384e+001
6.29462705897084e+001,2.63552384250930e+001,4.05043044932242e+001
7.92446596230557e+001,2.66299382906314e+001,3.23311650725942e+001
9.97631157484440e+001,2.68063071063257e+001,2.57052303611757e+001
1.25594321575479e+002,2.69188198974642e+001,2.03583805320887e+001
1.58113883008419e+002,2.69902835626163e+001,1.60499124800086e+001
1.99053585276749e+002,2.70355221639080e+001,1.25729725053744e+001
2.50593616813636e+002,2.70640578102751e+001,9.75389091207085e+000
3.15478672240097e+002,2.70819525063175e+001,7.44835670756990e+000
3.97164117362141e+002,2.70930298494839e+001,5.53652907582159e+000
5.00000000000000e+002,2.70996653570496e+001,3.91808468366423e+000
6.29462705897084e+002,2.71032852078167e+001,2.50760481366023e+000
7.92446596230557e+002,2.71046685636286e+001,1.23040549281645e+000
9.97631157484441e+002,2.71041137707385e+001,1.87723732536518e-002
1.25594321575479e+003,2.71015025286728e+001,-1.19149634680038e+000
1.58113883008419e+003,2.70962756682989e+001,-2.46434993787575e+000
1.99053585276749e+003,2.70873164885555e+001,-3.86664414726836e+000
2.50593616813636e+003,2.70727200676595e+001,-5.47124893559744e+000
3.15478672240097e+003,2.70494078871985e+001,-7.36005777453700e+000
3.97164117362141e+003,2.70125269436793e+001,-9.62666329292071e+000
5.00000000000001e+003,2.69545572029840e+001,-1.23781180496664e+001
6.29462705897085e+003,2.68640593665999e+001,-1.57346114036190e+001
7.92446596230558e+003,2.67240697745700e+001,-1.98250292838053e+001
9.97631157484441e+003,2.65103687545940e+001,-2.47754532513718e+001
1.25594321575479e+004,2.61902977234721e+001,-3.06876528688931e+001
1.58113883008419e+004,2.57234210371958e+001,-3.76076605468249e+001
1.99053585276749e+004,2.50655986612097e+001,-4.54928959851632e+001
2.50593616813637e+004,2.41768543795550e+001,-5.41976794843492e+001
3.15478672240097e+004,2.30302767301844e+001,-6.34985878765485e+001
3.97164117362142e+004,2.16164039136964e+001,-7.31587116175831e+001
5.00000000000001e+004,1.99392920656269e+001,-8.29951960510693e+001
6.29462705897085e+004,1.80065870525557e+001,-9.29052565816354e+001
7.92446596230558e+004,1.58204533956991e+001,-1.02835604888350e+002
9.97631157484442e+004,1.33752949986129e+001,-1.12719125918311e+002
1.25594321575479e+005,1.06636769168672e+001,-1.22422153152542e+002
1.58113883008419e+005,7.68669196592344e+000,-1.31739740784801e+002
1.99053585276749e+005,4.46175170558785e+000,-1.40445916415038e+002
2.50593616813637e+005,1.02246112501271e+000,-1.48366431349710e+002
3.15478672240097e+005,-2.58866950798941e+000,-1.55428271935355e+002
3.97164117362142e+005,-6.32934530978773e+000,-1.61665772481758e+002
5.00000000000000e+005,-1.01638867433674e+001,-1.67195982391980e+002
Step,Information:,Run=53,Run:,53/100
5.00000000000000e+000,-4.08157591797758e+000,-1.51421763165655e+002
6.29462705897084e+000,1.19237772177467e+000,-1.62447162424687e+002
7.92446596230557e+000,6.14168609535863e+000,-1.76055574058034e+002
9.97631157484440e+000,1.06458895443375e+001,1.67935417863991e+002
1.25594321575479e+001,1.45864797774715e+001,1.50019471792272e+002
1.58113883008419e+001,1.78750380034538e+001,1.31016409435835e+002
1.99053585276749e+001,2.04811353061541e+001,1.11951000241559e+002
2.50593616813636e+001,2.24429430437066e+001,9.38232230194306e+001
3.15478672240097e+001,2.38529092583763e+001,7.73880184055878e+001
3.97164117362141e+001,2.48283189012796e+001,6.30539651690007e+001
5.00000000000000e+001,2.54837073737112e+001,5.09136376611625e+001
6.29462705897084e+001,2.59149109668681e+001,4.08431066075519e+001
7.92446596230557e+001,2.61945272086299e+001,3.26051852466971e+001
9.97631157484440e+001,2.63740867557212e+001,2.59247870836478e+001
1.25594321575479e+002,2.64886485704257e+001,2.05329496214144e+001
1.58113883008419e+002,2.65614185542718e+001,1.61876552823257e+001
1.99053585276749e+002,2.66074851023878e+001,1.26806476637588e+001
2.50593616813636e+002,2.66365419111063e+001,9.83694116914863e+000
3.15478672240097e+002,2.66547606155372e+001,7.51105833546618e+000
3.97164117362141e+002,2.66660336055904e+001,5.58214824287785e+000
5.00000000000000e+002,2.66727781751522e+001,3.94901561649322e+000
6.29462705897084e+002,2.66764438721086e+001,2.52547997780067e+000
7.92446596230557e+002,2.66778197085194e+001,1.23617525851283e+000
9.97631157484441e+002,2.66772024467244e+001,1.27548571920732e-002
1.25594321575479e+003,2.66744604617176e+001,-1.20959299283982e+000
1.58113883008419e+003,2.66690067870035e+001,-2.49542901020050e+000
1.99053585276749e+003,2.66596768319591e+001,-3.91223895359598e+000
2.50593616813636e+003,2.66444883097300e+001,-5.53354542102260e+000
3.15478672240097e+003,2.66202415158083e+001,-7.44189515868749e+000
3.97164117362141e+003,2.65818980200455e+001,-9.73146157458919e+000
5.00000000000001e+003,2.65216618418619e+001,-1.25096365070167e+001
6.29462705897085e+003,2.64276996800277e+001,-1.58963710324162e+001
7.92446596230558e+003,2.62825222232133e+001,-2.00191411225909e+001
9.97631157484441e+003,2.60612879307785e+001,-2.50005376914710e+001
1.25594321575479e+004,2.57307644022055e+001,-3.09356694778909e+001
1.58113883008419e+004,2.52503035547519e+001,-3.78600599234405e+001
1.99053585276749e+004,2.45763703303760e+001,-4.57176606172828e+001
2.50593616813637e+004,2.36707837676747e+001,-5.43498186609840e+001
3.15478672240097e+004,2.25095465609910e+001,-6.35258430977274e+001
3.97164117362142e+004,2.10865965398612e+001,-7.30111821530545e+001
5.00000000000001e+004,1.94090557792745e+001,-8.26352398935815e+001
6.29462705897085e+004,1.74867444756630e+001,-9.23152020333616e+001
7.92446596230558e+004,1.53227743708821e+001,-1.02023326119387e+002
9.97631157484442e+004,1.29108365323601e+001,-1.11721251885791e+002
1.25594321575479e+005,1.02406748838555e+001,-1.21301887736255e+002
1.58113883008419e+005,7.30865415148163e+000,-1.30575901430064e+002
1.99053585276749e+005,4.12686340945046e+000,-1.39315170684485e+002
2.50593616813637e+005,7.24779831381532e-001,-1.47327073524578e+002
3.15478672240097e+005,-2.85699325341662e+000,-1.54513100581674e+002
3.97164117362142e+005,-6.57605209406984e+000,-1.60884533464280e+002
5.00000000000000e+005,-1.03954654497115e+001,-1.66542606153143e+002
Step,Information:,Run=54,Run:,54/100
5.00000000000000e+000,-2.46525583460997e+000,-1.54223973090914e+002
6.29462705897084e+000,2.73095349850824e+000,-1.65942507019153e+002
7.92446596230557e+000,7.57092716535721e+000,1.79778274035140e+002
9.97631157484440e+000,1.19325239272015e+001,1.63198644448542e+002
1.25594321575479e+001,1.57024276331525e+001,1.44904792873037e+002
1.58113883008419e+001,1.88057224426464e+001,1.25789831962186e+002
1.99053585276749e+001,2.12306154365978e+001,1.06895924021630e+002
2.50593616813636e+001,2.30322712135669e+001,8.91740491356144e+001
3.15478672240097e+001,2.43128626392590e+001,7.32889151000779e+001
3.97164117362141e+001,2.51911386974578e+001,5.95564738261739e+001
5.00000000000000e+001,2.57775359507696e+001,4.80002614084426e+001
6.29462705897084e+001,2.61616463802883e+001,3.84569319226056e+001
7.92446596230557e+001,2.64099833874950e+001,3.06734936730997e+001
9.97631157484440e+001,2.65691433093711e+001,2.43737620262523e+001
1.25594321575479e+002,2.66705599299834e+001,1.92951704489245e+001
1.58113883008419e+002,2.67349263501154e+001,1.52050164050051e+001
1.99053585276749e+002,2.67756501930106e+001,1.19048009181804e+001
2.50593616813636e+002,2.68013259496776e+001,9.22858613274057e+000
3.15478672240097e+002,2.68174172185865e+001,7.03881447837502e+000
3.97164117362141e+002,2.68273659097306e+001,5.22137698170327e+000
5.00000000000000e+002,2.68333069503618e+001,3.68075780267019e+000
6.29462705897084e+002,2.68365178184951e+001,2.33557081008053e+000
7.92446596230557e+002,2.68376898509521e+001,1.11454961843247e+000
9.97631157484441e+002,2.68370758987567e+001,-4.70648352385024e-002
1.25594321575479e+003,2.68345447839300e+001,-1.21084196080601e+000
1.58113883008419e+003,2.68295542007981e+001,-2.43829675065740e+000
1.99053585276749e+003,2.68210373043368e+001,-3.79393945799005e+000
2.50593616813636e+003,2.68071817604112e+001,-5.34829322888288e+000
3.15478672240097e+003,2.67850618097227e+001,-7.18084353325474e+000
3.97164117362141e+003,2.67500641300118e+001,-9.38270883550571e+000
5.00000000000001e+003,2.66950320816862e+001,-1.20584987342634e+001
6.29462705897085e+003,2.66090569552283e+001,-1.53262701194169e+001
7.92446596230558e+003,2.64759089236244e+001,-1.93136565203180e+001
9.97631157484441e+003,2.62722986256310e+001,-2.41473121628171e+001
1.25594321575479e+004,2.59665810884185e+001,-2.99326222767184e+001
1.58113883008419e+004,2.55191293213434e+001,-3.67231817396147e+001
1.99053585276749e+004,2.48859635372058e+001,-4.44872797807477e+001
2.50593616813637e+004,2.40262641098671e+001,-5.30901019979590e+001
3.15478672240097e+004,2.29114232247258e+001,-6.23140148294070e+001
3.97164117362142e+004,2.15302382827214e+001,-7.19197871121467e+001
5.00000000000001e+004,1.98859416029976e+001,-8.17165678466377e+001
6.29462705897085e+004,1.79866147315760e+001,-9.15946475219438e+001
7.92446596230558e+004,1.58355592203584e+001,-1.01501138995273e+002
9.97631157484442e+004,1.34279097701995e+001,-1.11378240229199e+002
1.25594321575479e+005,1.07555641461469e+001,-1.21106033719552e+002
1.58113883008419e+005,7.81736594279127e+000,-1.30489326762644e+002
1.99053585276749e+005,4.62777616573640e+000,-1.39301126778136e+002
2.50593616813637e+005,1.21808115783268e+000,-1.47355408781481e+002
3.15478672240097e+005,-2.37010385190445e+000,-1.54562662888749e+002
3.97164117362142e+005,-6.09406611921128e+000,-1.60942613516480e+002
5.00000000000000e+005,-9.91699367659673e+000,-1.66602851005914e+002
Step,Information:,Run=55,Run:,55/100
5.00000000000000e+000,-3.24872888772231e+000,-1.52110285479380e+002
6.29462705897084e+000,2.00014657485555e+000,-1.63323712230100e+002
7.92446596230557e+000,6.91560437845942e+000,-1.77089887143529e+002
9.97631157484440e+000,1.13785896412508e+001,1.66797766251991e+002
1.25594321575479e+001,1.52743754534434e+001,1.48852674683688e+002
1.58113883008419e+001,1.85199232400701e+001,1.29898105105168e+002
1.99053585276749e+001,2.10896043379383e+001,1.10941575599304e+002
2.50593616813636e+001,2.30238708084372e+001,9.29538596484154e+001
3.15478672240097e+001,2.44147685241063e+001,7.66628348019927e+001
3.97164117362141e+001,2.53777305302092e+001,6.24602087932618e+001
5.00000000000000e+001,2.60252521053188e+001,5.04316232488022e+001
6.29462705897084e+001,2.64515503574815e+001,4.04523256738415e+001
7.92446596230557e+001,2.67281157556878e+001,3.22869978216194e+001
9.97631157484440e+001,2.69057727350054e+001,2.56631629222361e+001
1.25594321575479e+002,2.70191416573387e+001,2.03143496549742e+001
1.58113883008419e+002,2.70911572322533e+001,1.60006127844647e+001
1.99053585276749e+002,2.71367388490537e+001,1.25152821222819e+001
2.50593616813636e+002,2.71654728888520e+001,9.68448478028557e+000
3.15478672240097e+002,2.71834602185659e+001,7.36341245961527e+000
3.97164117362141e+002,2.71945428429783e+001,5.43146354234370e+000
5.00000000000000e+002,2.72010968038271e+001,3.78728111701983e+000
6.29462705897084e+002,2.72045304857086e+001,2.34410330936109e+000
7.92446596230557e+002,2.72055829243844e+001,1.02553531979418e+000
9.97631157484441e+002,2.72044814004459e+001,-2.38291804903155e-001
1.25594321575479e+003,2.72009905971376e+001,-1.51426916216473e+000
1.58113883008419e+003,2.71943640189796e+001,-2.86966904674095e+000
1.99053585276749e+003,2.71831891632761e+001,-4.37539536388494e+000
2.50593616813636e+003,2.71650986201552e+001,-6.10914030483853e+000
3.15478672240097e+003,2.71362987418961e+001,-8.15832855626093e+000
3.97164117362141e+003,2.70908481117454e+001,-1.06224766587223e+001
5.00000000000001e+003,2.70196104525604e+001,-1.36141440488760e+001
6.29462705897085e+003,2.69088394816062e+001,-1.72569295694051e+001
7.92446596230558e+003,2.67384860672602e+001,-2.16780248017662e+001
9.97631157484441e+003,2.64806405253952e+001,-2.69921792008058e+001
1.25594321575479e+004,2.60990819976342e+001,-3.32750585733310e+001
1.58113883008419e+004,2.55514683957505e+001,-4.05294211211896e+001
1.99053585276749e+004,2.47954295009739e+001,-4.86582593644158e+001
2.50593616813637e+004,2.37976372881178e+001,-5.74680645355480e+001
3.15478672240097e+004,2.25414266548040e+001,-6.67165121980913e+001
3.97164117362142e+004,2.10274483473568e+001,-7.61868922558212e+001
5.00000000000001e+004,1.92660612588407e+001,-8.57442840943164e+001
6.29462705897085e+004,1.72662685850520e+001,-9.53384286039348e+001
7.92446596230558e+004,1.50280512308689e+001,-1.04955136031716e+002
9.97631157484442e+004,1.25423469771215e+001,-1.14547501547425e+002
1.25594321575479e+005,9.79868064590556e+000,-1.23987354986177e+002
1.58113883008419e+005,6.79620532955975e+000,-1.33068283832618e+002
1.99053585276749e+005,3.55129878446392e+000,-1.41562201542345e+002
2.50593616813637e+005,9.68887149040506e-002,-1.49294524221597e+002
3.15478672240097e+005,-3.52523025230411e+000,-1.56192943314952e+002
3.97164117362142e+005,-7.27359026892126e+000,-1.62292020771331e+002
5.00000000000000e+005,-1.11133420208387e+001,-1.67707836330242e+002
Step,Information:,Run=56,Run:,56/100
5.00000000000000e+000,-4.33800201676446e+000,-1.52122165515849e+002
6.29462705897084e+000,9.28639486284521e-001,-1.62948110016083e+002
7.92446596230557e+000,5.87408402751250e+000,-1.76371018015774e+002
9.97631157484440e+000,1.03785225986200e+001,1.67797270253446e+002
1.25594321575479e+001,1.43246699041527e+001,1.50048577667608e+002
1.58113883008419e+001,1.76248339814607e+001,1.31191380001509e+002
1.99053585276749e+001,2.02476804779835e+001,1.12234634411991e+002
2.50593616813636e+001,2.22287653957028e+001,9.41682135773456e+001
3.15478672240097e+001,2.36574385209805e+001,7.77490901365568e+001
3.97164117362141e+001,2.46487798537963e+001,6.33975750239390e+001
5.00000000000000e+001,2.53164881559027e+001,5.12206454535956e+001
6.29462705897084e+001,2.57565881051843e+001,4.11061494225633e+001
7.92446596230557e+001,2.60423342845564e+001,3.28244007932401e+001
9.97631157484440e+001,2.62259875334963e+001,2.61041626363006e+001
1.25594321575479e+002,2.63432277188106e+001,2.06779275287512e+001
1.58113883008419e+002,2.64177268278177e+001,1.63038092527164e+001
1.99053585276749e+002,2.64648998793398e+001,1.27730586536805e+001
2.50593616813636e+002,2.64946603277911e+001,9.90996748870561e+000
3.15478672240097e+002,2.65133239572183e+001,7.56830388737155e+000
3.97164117362141e+002,2.65248760823221e+001,5.62651797209528e+000
5.00000000000000e+002,2.65317930015835e+001,3.98280053103650e+000
6.29462705897084e+002,2.65355609687402e+001,2.55044399913963e+000
7.92446596230557e+002,2.65369908797018e+001,1.25363181891793e+000
9.97631157484441e+002,2.65363911095282e+001,2.36289523621501e-002
1.25594321575479e+003,2.65336338276788e+001,-1.20471784020098e+000
1.58113883008419e+003,2.65281288798108e+001,-2.49627751070279e+000
1.99053585276749e+003,2.65187009193649e+001,-3.91882174615240e+000
2.50593616813636e+003,2.65033472914953e+001,-5.54614291441694e+000
3.15478672240097e+003,2.64788346087349e+001,-7.46103896901303e+000
3.97164117362141e+003,2.64400718651905e+001,-9.75789782520581e+000
5.00000000000001e+003,2.63791843135496e+001,-1.25442424527769e+001
6.29462705897085e+003,2.62842261110079e+001,-1.59399761861732e+001
7.92446596230558e+003,2.61375582807995e+001,-2.00721785889437e+001
9.97631157484441e+003,2.59141636033114e+001,-2.50624370730695e+001
1.25594321575479e+004,2.55806506070051e+001,-3.10039455578813e+001
1.58113883008419e+004,2.50963191361771e+001,-3.79292262893814e+001
1.99053585276749e+004,2.44178172719841e+001,-4.57784257801682e+001
2.50593616813637e+004,2.35074817757614e+001,-5.43892828136231e+001
3.15478672240097e+004,2.23421383067600e+001,-6.35291424359338e+001
3.97164117362142e+004,2.09166711371178e+001,-7.29641563122194e+001
5.00000000000001e+004,1.92390516688061e+001,-8.25270970457603e+001
6.29462705897085e+004,1.73197139898338e+001,-9.21405695363505e+001
7.92446596230558e+004,1.51620691538569e+001,-1.01783808130649e+002
9.97631157484442e+004,1.27596709491885e+001,-1.11426506952027e+002
1.25594321575479e+005,1.01015370535049e+001,-1.20969362083228e+002
1.58113883008419e+005,7.18272593522419e+000,-1.30228070310801e+002
1.99053585276749e+005,4.01377743933204e+000,-1.38974551651648e+002
2.50593616813637e+005,6.22900999722269e-001,-1.47011285452172e+002
3.15478672240097e+005,-2.94993984329726e+000,-1.54232371367109e+002
3.97164117362142e+005,-6.66236914452495e+000,-1.60642098365395e+002
5.00000000000000e+005,-1.04771139287187e+001,-1.66336715879606e+002
Step,Information:,Run=57,Run:,57/100
5.00000000000000e+000,-3.45949361274112e+000,-1.50330431499470e+002
6.29462705897084e+000,1.82990595423924e+000,-1.61375357117034e+002
7.92446596230557e+000,6.79775656708467e+000,-1.74974389399122e+002
9.97631157484440e+000,1.13250643656754e+001,1.69039839207285e+002
1.25594321575479e+001,1.52937176327572e+001,1.51141508313353e+002
1.58113883008419e+001,1.86141053673693e+001,1.32130660185625e+002
1.99053585276749e+001,2.12530807692694e+001,1.13019145731684e+002
2.50593616813636e+001,2.32455429852429e+001,9.48063883444134e+001
3.15478672240097e+001,2.46814348774886e+001,7.82580857172200e+001
3.97164117362141e+001,2.56770196463244e+001,6.37983161480882e+001
5.00000000000000e+001,2.63471178156075e+001,5.15333047473471e+001
6.29462705897084e+001,2.67885461275940e+001,4.13478690371757e+001
7.92446596230557e+001,2.70750360412626e+001,3.30087849714676e+001
9.97631157484440e+001,2.72591124144262e+001,2.62415893155321e+001
1.25594321575479e+002,2.73765962334052e+001,2.07760653606631e+001
1.58113883008419e+002,2.74512343609812e+001,1.63680843776393e+001
1.99053585276749e+002,2.74984813707679e+001,1.28070026807149e+001
2.50593616813636e+002,2.75282706619579e+001,9.91544600865454e+000
3.15478672240097e+002,2.75469258782045e+001,7.54564013977758e+000
3.97164117362141e+002,2.75584311870712e+001,5.57452424857747e+000
5.00000000000000e+002,2.75652530672535e+001,3.89872400121660e+000
6.29462705897084e+002,2.75688574133848e+001,2.42982791315819e+000
7.92446596230557e+002,2.75700199677555e+001,1.09008834332012e+000
9.97631157484441e+002,2.75689917178533e+001,-1.91483507990391e-001
1.25594321575479e+003,2.75655531154051e+001,-1.48272145362782e+000
1.58113883008419e+003,2.75589688554417e+001,-2.85171244291303e+000
1.99053585276749e+003,2.75478353940871e+001,-4.37009128329689e+000
2.50593616813636e+003,2.75297938262559e+001,-6.11623960355236e+000
3.15478672240097e+003,2.75010600137469e+001,-8.17827400598350e+000
3.97164117362141e+003,2.74557041964757e+001,-1.06564561994267e+001
5.00000000000001e+003,2.73846042621794e+001,-1.36642090385812e+001
6.29462705897085e+003,2.72740287255455e+001,-1.73262019183218e+001
7.92446596230558e+003,2.71039363776121e+001,-2.17710257807571e+001
9.97631157484441e+003,2.68463989788862e+001,-2.71153093468077e+001
1.25594321575479e+004,2.64651096612808e+001,-3.34372161471555e+001
1.58113883008419e+004,2.59175038043184e+001,-4.07426322178694e+001
1.99053585276749e+004,2.51607637378344e+001,-4.89380144824758e+001
2.50593616813637e+004,2.41608153127592e+001,-5.78329358578098e+001
3.15478672240097e+004,2.28999305896865e+001,-6.71867211747723e+001
3.97164117362142e+004,2.13774302460088e+001,-7.67817101372575e+001
5.00000000000001e+004,1.96021916643501e+001,-8.64781542284199e+001
6.29462705897085e+004,1.75818288911424e+001,-9.62156378912651e+001
7.92446596230558e+004,1.53155165061846e+001,-1.05963585193965e+002
9.97631157484442e+004,1.27946856233414e+001,-1.15654105243066e+002
1.25594321575479e+005,1.00111922875142e+001,-1.25139373564114e+002
1.58113883008419e+005,6.96806198850796e+000,-1.34203169728184e+002
1.99053585276749e+005,3.68578817004176e+000,-1.42622555658516e+002
2.50593616813637e+005,2.00175282729064e-001,-1.50240181037114e+002
3.15478672240097e+005,-3.44598381650924e+000,-1.57004738642783e+002
3.97164117362142e+005,-7.21173992904480e+000,-1.62968224172313e+002
5.00000000000000e+005,-1.10635101974761e+001,-1.68257645524895e+002
Step,Information:,Run=58,Run:,58/100
5.00000000000000e+000,-3.20692254936978e+000,-1.52171907022699e+002
6.29462705897084e+000,2.03906942971520e+000,-1.63431395607668e+002
7.92446596230557e+000,6.95000236427908e+000,-1.77240968975252e+002
9.97631157484440e+000,1.14067226668944e+001,1.66608922197740e+002
1.25594321575479e+001,1.52946690471078e+001,1.48635810063392e+002
1.58113883008419e+001,1.85313627653682e+001,1.29666814236649e+002
1.99053585276749e+001,2.10920578765269e+001,1.10711123398706e+002
2.50593616813636e+001,2.30181167621542e+001,9.27379238172001e+001
3.15478672240097e+001,2.44022006691586e+001,7.64709829825084e+001
3.97164117362141e+001,2.53599379041890e+001,6.22972490740713e+001
5.00000000000000e+001,2.60036914412582e+001,5.02985265357441e+001
6.29462705897084e+001,2.64273909956033e+001,4.03477289836236e+001
7.92446596230557e+001,2.67022196773757e+001,3.22085405594783e+001
9.97631157484440e+001,2.68787416356232e+001,2.56083976255428e+001
1.25594321575479e+002,2.69913817780617e+001,2.02812690798550e+001
1.58113883008419e+002,2.70629383055696e+001,1.59879246872399e+001
1.99053585276749e+002,2.71082400877055e+001,1.25225501529499e+001
2.50593616813636e+002,2.71368165865076e+001,9.71221641369449e+000
3.15478672240097e+002,2.71547360662710e+001,7.41314332927444e+000
3.97164117362141e+002,2.71658264414598e+001,5.50586762794798e+000
5.00000000000000e+002,2.71724656285692e+001,3.89032561608914e+000
6.29462705897084e+002,2.71760804374855e+001,2.48126227015806e+000
7.92446596230557e+002,2.71774488828775e+001,1.20407447985635e+000
9.97631157484441e+002,2.71768660848532e+001,-8.94711576491243e-003
1.25594321575479e+003,2.71742077344926e+001,-1.22207279310136e+000
1.58113883008419e+003,2.71689046078961e+001,-2.49939472241166e+000
1.99053585276749e+003,2.71598238346738e+001,-3.90798908211374e+000
2.50593616813636e+003,2.71450349804230e+001,-5.52102709807540e+000
3.15478672240097e+003,2.71214198115906e+001,-7.42078420633879e+000
3.97164117362141e+003,2.70840644154428e+001,-9.70130524371140e+000
5.00000000000001e+003,2.70253572982729e+001,-1.24701320691191e+001
6.29462705897085e+003,2.69337262580752e+001,-1.58479045156043e+001
7.92446596230558e+003,2.67920243936315e+001,-1.99637748807674e+001
9.97631157484441e+003,2.65758003283844e+001,-2.49436728470105e+001
1.25594321575479e+004,2.62521433740897e+001,-3.08885038500015e+001
1.58113883008419e+004,2.57804152912351e+001,-3.78425191392730e+001
1.99053585276749e+004,2.51164269872374e+001,-4.57606226138746e+001
2.50593616813637e+004,2.42203824280945e+001,-5.44946998312285e+001
3.15478672240097e+004,2.30657278100798e+001,-6.38201453558789e+001
3.97164117362142e+004,2.16433322685383e+001,-7.35006980756425e+001
5.00000000000001e+004,1.99573342412533e+001,-8.33551921936323e+001
6.29462705897085e+004,1.80151620263382e+001,-9.32817928826257e+001
7.92446596230558e+004,1.58186448944337e+001,-1.03225892654867e+002
9.97631157484442e+004,1.33620541793966e+001,-1.13116607625241e+002
1.25594321575479e+005,1.06382935538579e+001,-1.22815619652409e+002
1.58113883008419e+005,7.64927418921539e+000,-1.32115079215339e+002
1.99053585276749e+005,4.41339273839071e+000,-1.40789762806383e+002
2.50593616813637e+005,9.64986315653367e-001,-1.48669511752647e+002
3.15478672240097e+005,-2.65317591919934e+000,-1.55686676756499e+002
3.97164117362142e+005,-6.39895065872439e+000,-1.61880178303845e+002
5.00000000000000e+005,-1.02370218685273e+001,-1.67369948798510e+002
Step,Information:,Run=59,Run:,59/100
5.00000000000000e+000,-2.88459468781717e+000,-1.53538287447304e+002
6.29462705897084e+000,2.32854284081874e+000,-1.64967689290794e+002
7.92446596230557e+000,7.19641779041978e+000,-1.78942324347429e+002
9.97631157484440e+000,1.15998606069973e+001,1.64778298464510e+002
1.25594321575479e+001,1.54269833369442e+001,1.46743097282527e+002
1.58113883008419e+001,1.86005202810685e+001,1.27798686589529e+002
1.99053585276749e+001,2.11018434006364e+001,1.08952621550105e+002
2.50593616813636e+001,2.29771184771603e+001,9.11527026267524e+001
3.15478672240097e+001,2.43211888767496e+001,7.50922570509373e+001
3.97164117362141e+001,2.52494142377485e+001,6.11303505653535e+001
5.00000000000000e+001,2.58724583705518e+001,4.93296280483980e+001
6.29462705897084e+001,2.62821334484095e+001,3.95530057806178e+001
7.92446596230557e+001,2.65476935366461e+001,3.15609147234315e+001
9.97631157484440e+001,2.67181879131119e+001,2.50814876171968e+001
1.25594321575479e+002,2.68269475592956e+001,1.98512365834772e+001
1.58113883008419e+002,2.68960192606661e+001,1.56340373189704e+001
1.99053585276749e+002,2.69397308350803e+001,1.22270663734146e+001
2.50593616813636e+002,2.69672828069169e+001,9.45996037966302e+000
3.15478672240097e+002,2.69845280606070e+001,7.19096540044216e+000
3.97164117362141e+002,2.69951512967779e+001,5.30208209894398e+000
5.00000000000000e+002,2.70014305432208e+001,3.69415998909892e+000
6.29462705897084e+002,2.70047153342399e+001,2.28232290356208e+000
7.92446596230557e+002,2.70057127197787e+001,9.91819231345366e-001
9.97631157484441e+002,2.70046380928513e+001,-2.45744527531383e-001
