Freq.,Vout.,Phase.
1.25594321575479e+005,1.10749549477465e+001,-1.22215494407613e+002
1.58113883008419e+005,8.09311231337721e+000,-1.31629127640213e+002
1.99053585276749e+005,4.86195759392469e+000,-1.40398667978120e+002
2.50593616813637e+005,1.41663507726879e+000,-1.48356093978671e+002
3.15478672240097e+005,-2.19953113670913e+000,-1.55436254355320e+002
3.97164117362142e+005,-5.94402294005223e+000,-1.61680504837659e+002
5.00000000000000e+005,-9.78127440387515e+000,-1.67210970995430e+002
Step,Information:,Run=30,Run:,30/100
5.00000000000000e+000,-4.52053375328663e+000,-1.51763754611347e+002
6.29462705897084e+000,7.49749605426783e-001,-1.62734575304850e+002
7.92446596230557e+000,5.69588066497394e+000,-1.76298391985357e+002
9.97631157484440e+000,1.01971964265359e+001,1.67730450611633e+002
1.25594321575479e+001,1.41352257926424e+001,1.49848232717928e+002
1.58113883008419e+001,1.74217255235830e+001,1.30876029383771e+002
1.99053585276749e+001,2.00264077408314e+001,1.11838383767923e+002
2.50593616813636e+001,2.19874244901715e+001,9.37343628828036e+001
3.15478672240097e+001,2.33970618963344e+001,7.73183242925582e+001
3.97164117362141e+001,2.43724075609424e+001,6.29989941367802e+001
5.00000000000000e+001,2.50278465774539e+001,5.08695947303478e+001
6.29462705897084e+001,2.54591305412862e+001,4.08069645315286e+001
7.92446596230557e+001,2.57388203287937e+001,3.25745732143328e+001
9.97631157484440e+001,2.59184356558323e+001,2.58978114673686e+001
1.25594321575479e+002,2.60330352418073e+001,2.05080276650094e+001
1.58113883008419e+002,2.61058277962770e+001,1.61633817623529e+001
1.99053585276749e+002,2.61519043352227e+001,1.26556894016002e+001
2.50593616813636e+002,2.61809597833205e+001,9.80994861247442e+000
3.15478672240097e+002,2.61991651053384e+001,7.48058442678841e+000
3.97164117362141e+002,2.62104096537157e+001,5.54656687462430e+000
5.00000000000000e+002,2.62171045315224e+001,3.90643350600044e+000
6.29462705897084e+002,2.62206885603856e+001,2.47363664102544e+000
7.92446596230557e+002,2.62219331754341e+001,1.17232618839537e+000
9.97631157484441e+002,2.62211069638747e+001,-6.64665501813848e-002
1.25594321575479e+003,2.62180335806990e+001,-1.30833815048277e+000
1.58113883008419e+003,2.62120554863931e+001,-2.61882208311330e+000
1.99053585276749e+003,2.62018972928952e+001,-4.06658407886234e+000
2.50593616813636e+003,2.61854039141577e+001,-5.72653316798461e+000
3.15478672240097e+003,2.61591088097758e+001,-7.68275978483509e+000
3.97164117362141e+003,2.61175678847043e+001,-1.00309867133310e+001
5.00000000000001e+003,2.60523836723145e+001,-1.28798120323056e+001
6.29462705897085e+003,2.59508666070156e+001,-1.63493556911866e+001
7.92446596230558e+003,2.57943883950599e+001,-2.05650041710116e+001
9.97631157484441e+003,2.55567628659538e+001,-2.56431640016823e+001
1.25594321575479e+004,2.52035095230304e+001,-3.16665570475934e+001
1.58113883008419e+004,2.46934603305229e+001,-3.86510384533545e+001
1.99053585276749e+004,2.39841501306574e+001,-4.65158674360363e+001
2.50593616813637e+004,2.30406466268423e+001,-5.50798303639978e+001
3.15478672240097e+004,2.18440121409865e+001,-6.41014094563118e+001
3.97164117362142e+004,2.03936677915641e+001,-7.33525717947026e+001
5.00000000000001e+004,1.87011482013165e+001,-8.26843440222664e+001
6.29462705897085e+004,1.67789171195582e+001,-9.20441145164313e+001
7.92446596230558e+004,1.46309355232850e+001,-1.01438042725996e+002
9.97631157484442e+004,1.22498717751385e+001,-1.10862930349024e+002
1.25594321575479e+005,9.62222628451033e+000,-1.20243960424937e+002
1.58113883008419e+005,6.73895198227439e+000,-1.29412790461558e+002
1.99053585276749e+005,3.60576706370966e+000,-1.38142748315449e+002
2.50593616813637e+005,2.46813085643569e-001,-1.46222855680829e+002
3.15478672240097e+005,-3.30019079125724e+000,-1.53525590377151e+002
3.97164117362142e+005,-6.99324577632582e+000,-1.60034055448946e+002
5.00000000000000e+005,-1.07942632183443e+001,-1.65828965726213e+002
Step,Information:,Run=31,Run:,31/100
5.00000000000000e+000,-3.52414704309095e+000,-1.51543728972171e+002
6.29462705897084e+000,1.73800658381835e+000,-1.62751156872379e+002
7.92446596230557e+000,6.66922549349293e+000,-1.76518064655579e+002
9.97631157484440e+000,1.11496204461087e+001,1.67349990801454e+002
1.25594321575479e+001,1.50624797232793e+001,1.49359034014393e+002
1.58113883008419e+001,1.83223540892189e+001,1.30334901883960e+002
1.99053585276749e+001,2.09020278198672e+001,1.11297250011938e+002
2.50593616813636e+001,2.28419197357639e+001,9.32315180631937e+001
3.15478672240097e+001,2.42352101752905e+001,7.68753999949140e+001
3.97164117362141e+001,2.51987221940295e+001,6.26235360736375e+001
5.00000000000000e+001,2.58459914107045e+001,5.05599980369284e+001
6.29462705897084e+001,2.62718134160768e+001,4.05569845091582e+001
7.92446596230557e+001,2.65479283256591e+001,3.23763857144719e+001
9.97631157484440e+001,2.67252366516982e+001,2.57437310518431e+001
1.25594321575479e+002,2.68383623703481e+001,2.03913252120525e+001
1.58113883008419e+002,2.69102218702329e+001,1.60785945242299e+001
1.99053585276749e+002,2.69557152057428e+001,1.25986826884084e+001
2.50593616813636e+002,2.69844156124035e+001,9.77787787881922e+000
3.15478672240097e+002,2.70024190974030e+001,7.47183662975988e+000
3.97164117362141e+002,2.70135721116442e+001,5.56072098569379e+000
5.00000000000000e+002,2.70202662518082e+001,3.94426013116639e+000
6.29462705897084e+002,2.70239402450628e+001,2.53714736083204e+000
7.92446596230557e+002,2.70253848822611e+001,1.26487927613673e+000
9.97631157484441e+002,2.70249116772163e+001,6.00008951300908e-002
1.25594321575479e+003,2.70224198233895e+001,-1.14133921016985e+000
1.58113883008419e+003,2.70173756424562e+001,-2.40263484699801e+000
1.99053585276749e+003,2.70087011720820e+001,-3.79016669767676e+000
2.50593616813636e+003,2.69945512200911e+001,-5.37609889483991e+000
3.15478672240097e+003,2.69719393568018e+001,-7.24148869699641e+000
3.97164117362141e+003,2.69361531845129e+001,-9.47899022629171e+000
5.00000000000001e+003,2.68798832160465e+001,-1.21947004997646e+001
6.29462705897085e+003,2.67919952264869e+001,-1.55080267764328e+001
7.92446596230558e+003,2.66559442358716e+001,-1.95476062005456e+001
9.97631157484441e+003,2.64480350046000e+001,-2.44403825291038e+001
1.25594321575479e+004,2.61361662378026e+001,-3.02908276027075e+001
1.58113883008419e+004,2.56803139774501e+001,-3.71500392575227e+001
1.99053585276749e+004,2.50363334088181e+001,-4.49824458607646e+001
2.50593616813637e+004,2.41636096436573e+001,-5.36492908371200e+001
3.15478672240097e+004,2.30340408187832e+001,-6.29308961159448e+001
3.97164117362142e+004,2.16368913173506e+001,-7.25889729576212e+001
5.00000000000001e+004,1.99754234574081e+001,-8.24352999772347e+001
6.29462705897085e+004,1.80572022171537e+001,-9.23612351995945e+001
7.92446596230558e+004,1.58848000087298e+001,-1.02310376346442e+002
9.97631157484442e+004,1.34530482601280e+001,-1.12216265136395e+002
1.25594321575479e+005,1.07545528580910e+001,-1.21948211734791e+002
1.58113883008419e+005,7.78995702975518e+000,-1.31303727908635e+002
1.99053585276749e+005,4.57598374963159e+000,-1.40056527048682e+002
2.50593616813637e+005,1.14570263419672e+000,-1.48029158862517e+002
3.15478672240097e+005,-2.45852945854741e+000,-1.55144206367506e+002
3.97164117362142e+005,-6.19422260159817e+000,-1.61432233177168e+002
5.00000000000000e+005,-1.00253230383339e+001,-1.67008018906552e+002
Step,Information:,Run=32,Run:,32/100
5.00000000000000e+000,-3.30351831775931e+000,-1.52994233379666e+002
6.29462705897084e+000,1.93215938672342e+000,-1.64076401443219e+002
7.92446596230557e+000,6.83503913886298e+000,-1.77721792297084e+002
9.97631157484440e+000,1.12866377540970e+001,1.66287874524812e+002
1.25594321575479e+001,1.51738627994458e+001,1.48471432270885e+002
1.58113883008419e+001,1.84154553156369e+001,1.29646969090377e+002
1.99053585276749e+001,2.09864082529039e+001,1.10808327236879e+002
2.50593616813636e+001,2.29260586077521e+001,9.29128162777580e+001
3.15478672240097e+001,2.43243060595532e+001,7.66829769177485e+001
3.97164117362141e+001,2.52946079965696e+001,6.25141370892953e+001
5.00000000000000e+001,2.59483215613658e+001,5.05000620436823e+001
6.29462705897084e+001,2.63793254777567e+001,4.05241221010686e+001
7.92446596230557e+001,2.66592363395011e+001,3.23570342771487e+001
9.97631157484440e+001,2.68391730286891e+001,2.57301134733891e+001
1.25594321575479e+002,2.69540556150052e+001,2.03790421595406e+001
1.58113883008419e+002,2.70270627064478e+001,1.60650508570438e+001
1.99053585276749e+002,2.70732930464002e+001,1.25821514674371e+001
2.50593616813636e+002,2.71024587958596e+001,9.75696426470891e+000
3.15478672240097e+002,2.71207482162584e+001,7.44516618380619e+000
3.97164117362141e+002,2.71320661769500e+001,5.52674285347564e+000
5.00000000000000e+002,2.71388385593406e+001,3.90110149941795e+000
6.29462705897084e+002,2.71425204661293e+001,2.48248286177673e+000
7.92446596230557e+002,2.71439042284004e+001,1.19579392382532e+000
9.97631157484441e+002,2.71432882460220e+001,-2.71670488865380e-002
1.25594321575479e+003,2.71405411372019e+001,-1.25118469939461e+000
1.58113883008419e+003,2.71350748069783e+001,-2.54090761151797e+000
1.99053585276749e+003,2.71257219007205e+001,-3.96402854711345e+000
2.50593616813636e+003,2.71104951065571e+001,-5.59440724802174e+000
3.15478672240097e+003,2.70861862868848e+001,-7.51507613919666e+000
3.97164117362141e+003,2.70477432019083e+001,-9.82086970415277e+000
5.00000000000001e+003,2.69873473530558e+001,-1.26200531441409e+001
6.29462705897085e+003,2.68931285448320e+001,-1.60337118482703e+001
7.92446596230558e+003,2.67475364685064e+001,-2.01907782312117e+001
9.97631157484441e+003,2.65256277839370e+001,-2.52156917311837e+001
1.25594321575479e+004,2.61939994226311e+001,-3.12058639767435e+001
1.58113883008419e+004,2.57117191815966e+001,-3.81995869486600e+001
1.99053585276749e+004,2.50347905134740e+001,-4.61439225791006e+001
2.50593616813637e+004,2.41243151372669e+001,-5.48832904132568e+001
3.15478672240097e+004,2.29552456485791e+001,-6.41892686039935e+001
3.97164117362142e+004,2.15200907115963e+001,-7.38274917701628e+001
5.00000000000001e+004,1.98242051611136e+001,-8.36235529781935e+001
6.29462705897085e+004,1.78755455405420e+001,-9.34843938380952e+001
7.92446596230558e+004,1.56758552936318e+001,-1.03363641322554e+002
9.97631157484442e+004,1.32189023013789e+001,-1.13196875439286e+002
1.25594321575479e+005,1.04968286562943e+001,-1.22850034505634e+002
1.58113883008419e+005,7.51066506457713e+000,-1.32117011829326e+002
1.99053585276749e+005,4.27798538473444e+000,-1.40771785841227e+002
2.50593616813637e+005,8.32532214657325e-001,-1.48641543899236e+002
3.15478672240097e+005,-2.78322427801743e+000,-1.55655329793117e+002
3.97164117362142e+005,-6.52719866776762e+000,-1.61849134670549e+002
5.00000000000000e+005,-1.03639982154484e+001,-1.67340790444138e+002
Step,Information:,Run=33,Run:,33/100
5.00000000000000e+000,-2.79271011800791e+000,-1.55399360784110e+002
6.29462705897084e+000,2.37969649539128e+000,-1.67208306002040e+002
7.92446596230557e+000,7.18885586203952e+000,1.78411805750842e+002
9.97631157484440e+000,1.15118585989621e+001,1.61744661107564e+002
1.25594321575479e+001,1.52365923408343e+001,1.43402869205049e+002
1.58113883008419e+001,1.82915736511961e+001,1.24299906229860e+002
1.99053585276749e+001,2.06697306941758e+001,1.05483015018754e+002
2.50593616813636e+001,2.24304417919530e+001,8.78909575670666e+001
3.15478672240097e+001,2.36781849624456e+001,7.21659641073367e+001
3.97164117362141e+001,2.45319269300121e+001,5.86012725406285e+001
5.00000000000000e+001,2.51009630992939e+001,4.72038422583187e+001
6.29462705897084e+001,2.54732525400800e+001,3.78011639903431e+001
7.92446596230557e+001,2.57137497448333e+001,3.01368482061706e+001
9.97631157484440e+001,2.58677992713805e+001,2.39348046483654e+001
1.25594321575479e+002,2.59659199426164e+001,1.89342520082577e+001
1.58113883008419e+002,2.60281717799111e+001,1.49048332306186e+001
1.99053585276749e+002,2.60675380785384e+001,1.16503439558052e+001
2.50593616813636e+002,2.60923333220264e+001,9.00680021776619e+000
3.15478672240097e+002,2.61078362962259e+001,6.83814063484494e+000
3.97164117362141e+002,2.61173640391430e+001,5.03125921284632e+000
5.00000000000000e+002,2.61229614798595e+001,3.49114492015550e+000
6.29462705897084e+002,2.61258323230374e+001,2.13641726586786e+000
7.92446596230557e+002,2.61265947881240e+001,8.95306260576826e-001
9.97631157484441e+002,2.61254137336058e+001,-2.97984599493336e-001
1.25594321575479e+003,2.61220364944084e+001,-1.50663530573933e+000
1.58113883008419e+003,2.61157403928148e+001,-2.79439298458697e+000
1.99053585276749e+003,2.61051824280559e+001,-4.22866389008482e+000
2.50593616813636e+003,2.60881237494121e+001,-5.88353390481184e+000
3.15478672240097e+003,2.60609820399771e+001,-7.84261385229165e+000
3.97164117362141e+003,2.60181458046374e+001,-1.02013703753724e+001
5.00000000000001e+003,2.59509752175263e+001,-1.30681808067688e+001
6.29462705897085e+003,2.58464406077804e+001,-1.65626632625161e+001
7.92446596230558e+003,2.56854672881766e+001,-2.08089068647234e+001
9.97631157484441e+003,2.54413520049088e+001,-2.59204892072813e+001
1.25594321575479e+004,2.50791524238162e+001,-3.19749757841391e+001
1.58113883008419e+004,2.45575442143901e+001,-3.89804230482303e+001
1.99053585276749e+004,2.38345320712856e+001,-4.68466957119956e+001
2.50593616813637e+004,2.28764631894253e+001,-5.53844484736805e+001
3.15478672240097e+004,2.16662910213062e+001,-6.43487856448315e+001
3.97164117362142e+004,2.02053898364225e+001,-7.35146969808993e+001
5.00000000000001e+004,1.85067862377014e+001,-8.27413174853374e+001
6.29462705897085e+004,1.65837886669927e+001,-9.19866363088210e+001
7.92446596230558e+004,1.44406145750528e+001,-1.01268265413157e+002
9.97631157484442e+004,1.20696144805070e+001,-1.10594808402688e+002
1.25594321575479e+005,9.45626664346563e+000,-1.19902625701354e+002
1.58113883008419e+005,6.58974894086612e+000,-1.29031309978995e+002
1.99053585276749e+005,3.47358693629130e+000,-1.37755824195007e+002
2.50593616813637e+005,1.29980388373463e-001,-1.45859845317705e+002
3.15478672240097e+005,-3.40449307728459e+000,-1.53206275298523e+002
3.97164117362142e+005,-7.08809211644689e+000,-1.59768459565324e+002
5.00000000000000e+005,-1.08823888362898e+001,-1.65619876346896e+002
Step,Information:,Run=34,Run:,34/100
5.00000000000000e+000,-2.88129875963923e+000,-1.53908291624886e+002
6.29462705897084e+000,2.33089849546250e+000,-1.65347619195523e+002
7.92446596230557e+000,7.19654270912920e+000,-1.79362912740972e+002
9.97631157484440e+000,1.15941467280606e+001,1.64289414947011e+002
1.25594321575479e+001,1.54095603597387e+001,1.46171652544836e+002
1.58113883008419e+001,1.85646952466737e+001,1.27153720228052e+002
1.99053585276749e+001,2.10425735406736e+001,1.08267005484414e+002
2.50593616813636e+001,2.28928895715332e+001,9.04712021944774e+001
3.15478672240097e+001,2.42140373331952e+001,7.44553408356066e+001
3.97164117362141e+001,2.51234964400448e+001,6.05641607001103e+001
5.00000000000000e+001,2.57324253022766e+001,4.88448478590279e+001
6.29462705897084e+001,2.61320984573858e+001,3.91489159567451e+001
7.92446596230557e+001,2.63908532328816e+001,3.12303774765379e+001
9.97631157484440e+001,2.65568404302956e+001,2.48147621846138e+001
1.25594321575479e+002,2.66626672503498e+001,1.96382848472904e+001
1.58113883008419e+002,2.67298526521933e+001,1.54656823426404e+001
1.99053585276749e+002,2.67723608007210e+001,1.20954516965735e+001
2.50593616813636e+002,2.67991502011924e+001,9.35864077251417e+000
3.15478672240097e+002,2.68159163073510e+001,7.11483005987833e+000
3.97164117362141e+002,2.68262432767956e+001,5.24721957066439e+000
5.00000000000000e+002,2.68323463391795e+001,3.65771949748791e+000
6.29462705897084e+002,2.68355374522901e+001,2.26239727554249e+000
7.92446596230557e+002,2.68365036084084e+001,9.87359786573581e-001
9.97631157484441e+002,2.68354534794707e+001,-2.34977682864316e-001
1.25594321575479e+003,2.68321625725280e+001,-1.46933450546067e+000
1.58113883008419e+003,2.68259267417142e+001,-2.78082663294946e+000
1.99053585276749e+003,2.68154157852771e+001,-4.23813136635145e+000
2.50593616813636e+003,2.67984004939388e+001,-5.91657887326648e+000
3.15478672240097e+003,2.67713066719964e+001,-7.90107190911648e+000
3.97164117362141e+003,2.67285301086904e+001,-1.02885016425534e+001
5.00000000000001e+003,2.66614364596444e+001,-1.31889079874593e+001
6.29462705897085e+003,2.65569950790651e+001,-1.67239486200148e+001
7.92446596230558e+003,2.63961108855603e+001,-2.10203140063682e+001
9.97631157484441e+003,2.61520107248833e+001,-2.61949735850128e+001
1.25594321575479e+004,2.57895724135620e+001,-3.23298982199126e+001
1.58113883008419e+004,2.52670791488746e+001,-3.94386357430150e+001
1.99053585276749e+004,2.45417909935469e+001,-4.74373041736110e+001
2.50593616813637e+004,2.35788197208370e+001,-5.61426371159488e+001
3.15478672240097e+004,2.23593081444003e+001,-6.53141142557454e+001
3.97164117362142e+004,2.08822386909793e+001,-7.47274390208694e+001
5.00000000000001e+004,1.91577513773245e+001,-8.42362842515555e+001
6.29462705897085e+004,1.71960725566093e+001,-9.37836351816050e+001
7.92446596230558e+004,1.49989178523661e+001,-1.03359188982890e+002
9.97631157484442e+004,1.25581181928026e+001,-1.12930732833322e+002
1.25594321575479e+005,9.86216378125227e+000,-1.22389095317191e+002
1.58113883008419e+005,6.90717024994000e+000,-1.31540574957587e+002
1.99053585276749e+005,3.70567216276541e+000,-1.40155504007643e+002
2.50593616813637e+005,2.87631517784552e-001,-1.48044030666894e+002
3.15478672240097e+005,-3.30629290038632e+000,-1.55112770383931e+002
3.97164117362142e+005,-7.03411750265145e+000,-1.61377673642822e+002
5.00000000000000e+005,-1.08595894526783e+001,-1.66942632567049e+002
Step,Information:,Run=35,Run:,35/100
5.00000000000000e+000,-3.29550764943750e+000,-1.54034163145943e+002
6.29462705897084e+000,1.92182052619609e+000,-1.65219942711436e+002
7.92446596230557e+000,6.79979153418788e+000,-1.78993066016499e+002
9.97631157484440e+000,1.12178354163048e+001,1.64883665712719e+002
1.25594321575479e+001,1.50622452398700e+001,1.46957466684668e+002
1.58113883008419e+001,1.82537703950540e+001,1.28077435612607e+002
1.99053585276749e+001,2.07720942617208e+001,1.09257843650848e+002
2.50593616813636e+001,2.26622425197956e+001,9.14554712544542e+001
3.15478672240097e+001,2.40184701828085e+001,7.53730777529799e+001
3.97164117362141e+001,2.49560351320472e+001,6.13784119343884e+001
5.00000000000000e+001,2.55858766995644e+001,4.95410573073730e+001
6.29462705897084e+001,2.60002886172421e+001,3.97285886783631e+001
7.92446596230557e+001,2.62690441548060e+001,3.17039697250895e+001
9.97631157484440e+001,2.64416451119297e+001,2.51963153317510e+001
1.25594321575479e+002,2.65517715701653e+001,1.99421849132839e+001
1.58113883008419e+002,2.66217201286951e+001,1.57050284582818e+001
1.99053585276749e+002,2.66659890138208e+001,1.22814075179772e+001
2.50593616813636e+002,2.66938913092972e+001,9.50030453471577e+000
3.15478672240097e+002,2.67113523788217e+001,7.21933951603414e+000
3.97164117362141e+002,2.67221022442978e+001,5.31993675742808e+000
5.00000000000000e+002,2.67284457646039e+001,3.70241731111943e+000
6.29462705897084e+002,2.67317461584075e+001,2.28141161360082e+000
7.92446596230557e+002,2.67327137970736e+001,9.81692085072687e-001
9.97631157484441e+002,2.67315577072086e+001,-2.65612619980908e-001
1.25594321575479e+003,2.67280308338920e+001,-1.52651551979193e+000
1.58113883008419e+003,2.67213789617042e+001,-2.86748450266102e+000
1.99053585276749e+003,2.67101842789413e+001,-4.35864913715853e+000
2.50593616813636e+003,2.66920754656328e+001,-6.07691336297027e+000
3.15478672240097e+003,2.66632558426463e+001,-8.10885184148053e+000
3.97164117362141e+003,2.66177819675190e+001,-1.05530127629110e+001
5.00000000000001e+003,2.65465179545457e+001,-1.35207969607778e+001
6.29462705897085e+003,2.64357246406654e+001,-1.71343586876086e+001
7.92446596230558e+003,2.62653774280243e+001,-2.15190322248842e+001
9.97631157484441e+003,2.60076320273603e+001,-2.67871440501505e+001
1.25594321575479e+004,2.56264191928464e+001,-3.30112328799719e+001
1.58113883008419e+004,2.50797092338688e+001,-4.01902101540102e+001
1.99053585276749e+004,2.43257030979300e+001,-4.82227819315461e+001
2.50593616813637e+004,2.33319963401324e+001,-5.69114280396011e+001
3.15478672240097e+004,2.20832532773980e+001,-6.60112185240153e+001
3.97164117362142e+004,2.05818553571798e+001,-7.53057080070810e+001
5.00000000000001e+004,1.88402073074975e+001,-8.46650203364012e+001
6.29462705897085e+004,1.68693989010695e+001,-9.40511518639211e+001
7.92446596230558e+004,1.46708941906749e+001,-1.03471379655996e+002
9.97631157484442e+004,1.22354682428585e+001,-1.12908324398175e+002
1.25594321575479e+005,9.54987676372568e+000,-1.22264065814321e+002
1.58113883008419e+005,6.60798121393070e+000,-1.31350755652792e+002
1.99053585276749e+005,3.41998635826644e+000,-1.39937599650466e+002
2.50593616813637e+005,1.40463876527650e-002,-1.47827520004740e+002
3.15478672240097e+005,-3.57011627276533e+000,-1.54917181814733e+002
3.97164117362142e+005,-7.29066132068348e+000,-1.61213419571392e+002
5.00000000000000e+005,-1.11110092541464e+001,-1.66813712273812e+002
Step,Information:,Run=36,Run:,36/100
5.00000000000000e+000,-3.97271420592653e+000,-1.51788292268583e+002
6.29462705897084e+000,1.29471333472299e+000,-1.62646409903111e+002
7.92446596230557e+000,6.24068538630864e+000,-1.76077054231746e+002
9.97631157484440e+000,1.07469003656460e+001,1.68107231319651e+002
1.25594321575479e+001,1.46977209377493e+001,1.50391932863351e+002
1.58113883008419e+001,1.80064845664004e+001,1.31572321988909e+002
1.99053585276749e+001,2.06414605445415e+001,1.12641469891016e+002
2.50593616813636e+001,2.26364120094893e+001,9.45785259201278e+001
3.15478672240097e+001,2.40784907392184e+001,7.81395044884144e+001
3.97164117362141e+001,2.50812165120111e+001,6.37514011470576e+001
5.00000000000000e+001,2.57577096850476e+001,5.15301896277195e+001
6.29462705897084e+001,2.62041444322530e+001,4.13711235820530e+001
7.92446596230557e+001,2.64942526568445e+001,3.30491207134436e+001
9.97631157484440e+001,2.66808199244771e+001,2.62951733489978e+001
1.25594321575479e+002,2.67999707022511e+001,2.08425040224514e+001
1.58113883008419e+002,2.68757108233366e+001,1.64492031015284e+001
1.99053585276749e+002,2.69236905215970e+001,1.29062340434259e+001
2.50593616813636e+002,2.69539840011701e+001,1.00376189070433e+001
3.15478672240097e+002,2.69730166839209e+001,7.69702609353824e+000
3.97164117362141e+002,2.69848513576200e+001,5.76305983336315e+000
5.00000000000000e+002,2.69920244153375e+001,4.13437289014718e+000
6.29462705897084e+002,2.69960769988856e+001,2.72507400042613e+000
7.92446596230557e+002,2.69978811733335e+001,1.46056835661700e+000
9.97631157484441e+002,2.69978257270266e+001,2.73810093661185e-001
1.25594321575479e+003,2.69958995073633e+001,-8.98122885744110e-001
1.58113883008419e+003,2.69916897514293e+001,-2.11724281480231e+000
1.99053585276749e+003,2.69842957135496e+001,-3.44775881542847e+000
2.50593616813636e+003,2.69721413820669e+001,-4.95914731279218e+000
3.15478672240097e+003,2.69526531948891e+001,-6.72918399666563e+000
3.97164117362141e+003,2.69217488275059e+001,-8.84679077547745e+000
5.00000000000001e+003,2.68730644986245e+001,-1.14142787653288e+001
6.29462705897085e+003,2.67968431089112e+001,-1.45480872364927e+001
7.92446596230558e+003,2.66784455417193e+001,-1.83763585914873e+001
9.97631157484441e+003,2.64965963949574e+001,-2.30307322869056e+001
1.25594321575479e+004,2.62218240491973e+001,-2.86291763458654e+001
1.58113883008419e+004,2.58161333869360e+001,-3.52481407116566e+001
1.99053585276749e+004,2.52354667089828e+001,-4.28883624535894e+001
2.50593616813637e+004,2.44360582740408e+001,-5.14496470455597e+001
3.15478672240097e+004,2.33833659736238e+001,-6.07375427475084e+001
3.97164117362142e+004,2.20588608178558e+001,-7.05126845926923e+001
5.00000000000001e+004,2.04595583368836e+001,-8.05600404413118e+001
6.29462705897085e+004,1.85901251386298e+001,-9.07319845966758e+001
7.92446596230558e+004,1.64534065400134e+001,-1.00936224027900e+002
9.97631157484442e+004,1.40463558928554e+001,-1.11081563216377e+002
1.25594321575479e+005,1.13642517523108e+001,-1.21024274188808e+002
1.58113883008419e+005,8.41019272886602e+000,-1.30557497900564e+002
1.99053585276749e+005,5.20284441722185e+000,-1.39455793207297e+002
2.50593616813637e+005,1.77667648830736e+000,-1.47545116135971e+002
3.15478672240097e+005,-1.82501136464432e+000,-1.54752289629685e+002
3.97164117362142e+005,-5.55912451695284e+000,-1.61111979454192e+002
5.00000000000000e+005,-9.38923221652438e+000,-1.66742490271995e+002
Step,Information:,Run=37,Run:,37/100
5.00000000000000e+000,-3.02556300482226e+000,-1.53682465168623e+002
6.29462705897084e+000,2.19318167103586e+000,-1.65055118996464e+002
7.92446596230557e+000,7.06824289455037e+000,-1.79005835673713e+002
9.97631157484440e+000,1.14783178132777e+001,1.64702352133143e+002
1.25594321575479e+001,1.53088604749796e+001,1.46623525126270e+002
1.58113883008419e+001,1.84806379669927e+001,1.27620694430894e+002
1.99053585276749e+001,2.09750111812102e+001,1.08723049700491e+002
2.50593616813636e+001,2.28400861906065e+001,9.08941284924436e+001
3.15478672240097e+001,2.41732832949162e+001,7.48309074971713e+001
3.97164117362141e+001,2.50918653991006e+001,6.08866833658923e+001
5.00000000000000e+001,2.57073149327322e+001,4.91152583788950e+001
6.29462705897084e+001,2.61114591197825e+001,3.93720810328813e+001
7.92446596230557e+001,2.63731929858363e+001,3.14128757950985e+001
9.97631157484440e+001,2.65411277110266e+001,2.49634653259348e+001
1.25594321575479e+002,2.66482123012358e+001,1.97596205825696e+001
1.58113883008419e+002,2.67162043285098e+001,1.55653434558640e+001
1.99053585276749e+002,2.67592285557417e+001,1.21783531264208e+001
2.50593616813636e+002,2.67863493942105e+001,9.42899821916170e+000
3.15478672240097e+002,2.68033316242604e+001,7.17628941159524e+000
3.97164117362141e+002,2.68138051635366e+001,5.30300217672237e+000
5.00000000000000e+002,2.68200165185155e+001,3.71076849339923e+000
6.29462705897084e+002,2.68233008679199e+001,2.31552079179032e+000
7.92446596230557e+002,2.68243652421813e+001,1.04337213519755e+000
9.97631157484441e+002,2.68234394150695e+001,-1.73113408619976e-001
1.25594321575479e+003,2.68203255247155e+001,-1.39835839199887e+000
1.58113883008419e+003,2.68143571538371e+001,-2.69702534250176e+000
1.99053585276749e+003,2.68042606390954e+001,-4.13717281776325e+000
2.50593616813636e+003,2.67878932609117e+001,-5.79334472796077e+000
3.15478672240097e+003,2.67618133236972e+001,-7.74950790855819e+000
3.97164117362141e+003,2.67206173902992e+001,-1.01015314898918e+001
5.00000000000001e+003,2.66559684080402e+001,-1.29585013762872e+001
6.29462705897085e+003,2.65552588569889e+001,-1.64415032596094e+001
7.92446596230558e+003,2.63999572607561e+001,-2.06775934250517e+001
9.97631157484441e+003,2.61639598493350e+001,-2.57858734185456e+001
1.25594321575479e+004,2.58127815191892e+001,-3.18531299732986e+001
1.58113883008419e+004,2.53050284868986e+001,-3.89007885392409e+001
1.99053585276749e+004,2.45976076664987e+001,-4.68547114888057e+001
2.50593616813637e+004,2.36544056835703e+001,-5.55399457602544e+001
3.15478672240097e+004,2.24547332825073e+001,-6.47188850174727e+001
3.97164117362142e+004,2.09958254685585e+001,-7.41631713497698e+001
5.00000000000001e+004,1.92868040408817e+001,-8.37177726091687e+001
6.29462705897085e+004,1.73377710212190e+001,-9.33166111991333e+001
7.92446596230558e+004,1.51509216557907e+001,-1.02943165659347e+002
9.97631157484442e+004,1.27187336884441e+001,-1.12562708357080e+002
1.25594321575479e+005,1.00301789079435e+001,-1.22066275159583e+002
1.58113883008419e+005,7.08156624314230e+000,-1.31261330585123e+002
