v3	V(vo)
-1.200000000000037e+000	-1.063880e+000
-1.100000000000037e+000	-9.752104e-001
-1.000000000000036e+000	-8.865411e-001
-9.000000000000364e-001	-7.978719e-001
-8.000000000000365e-001	-7.092027e-001
-7.000000000000365e-001	-6.205335e-001
-6.000000000000365e-001	-5.318642e-001
-5.000000000000365e-001	-4.431950e-001
-4.000000000000366e-001	-3.545258e-001
-3.000000000000366e-001	-2.658566e-001
-2.000000000000366e-001	-1.771874e-001
-1.000000000000366e-001	-8.851821e-002
-3.655409308578328e-014	1.509862e-004
9.999999999996345e-002	8.882018e-002
1.999999999999635e-001	1.774894e-001
2.999999999999635e-001	2.661586e-001
3.999999999999635e-001	3.548278e-001
4.999999999999635e-001	4.434969e-001
5.999999999999635e-001	5.321661e-001
6.999999999999634e-001	6.208353e-001
7.999999999999634e-001	7.095045e-001
8.999999999999634e-001	7.981736e-001
9.999999999999634e-001	8.868428e-001
1.099999999999964e+000	9.755120e-001
1.199999999999964e+000	1.064181e+000
1.299999999999964e+000	1.152850e+000
1.399999999999964e+000	1.241519e+000
1.499999999999964e+000	1.330189e+000
1.599999999999964e+000	1.418858e+000
1.699999999999964e+000	1.507527e+000
1.799999999999964e+000	1.596196e+000
1.899999999999964e+000	1.684865e+000
1.999999999999964e+000	1.773534e+000
2.099999999999964e+000	1.862203e+000
2.199999999999964e+000	1.950873e+000
2.299999999999964e+000	2.039542e+000
2.399999999999964e+000	2.128211e+000
2.499999999999965e+000	2.216880e+000
2.599999999999965e+000	2.305549e+000
2.699999999999965e+000	2.394218e+000
2.799999999999965e+000	2.482887e+000
2.899999999999965e+000	2.571556e+000
2.999999999999965e+000	2.660225e+000
3.099999999999965e+000	2.748894e+000
3.199999999999965e+000	2.837564e+000
3.299999999999965e+000	2.926233e+000
3.399999999999965e+000	3.014902e+000
3.499999999999965e+000	3.103571e+000
3.599999999999965e+000	3.192240e+000
3.699999999999966e+000	3.280909e+000
3.799999999999966e+000	3.369578e+000
3.899999999999966e+000	3.458247e+000
3.999999999999966e+000	3.546916e+000
4.099999999999966e+000	3.635585e+000
4.199999999999966e+000	3.724254e+000
4.299999999999965e+000	3.812923e+000
4.399999999999965e+000	3.901592e+000
4.499999999999965e+000	3.990262e+000
4.599999999999964e+000	4.078931e+000
4.699999999999964e+000	4.167600e+000
4.799999999999963e+000	4.256269e+000
4.899999999999963e+000	4.344938e+000
4.999999999999963e+000	4.433607e+000
5.099999999999962e+000	4.522276e+000
5.199999999999962e+000	4.610945e+000
5.299999999999962e+000	4.699614e+000
5.399999999999961e+000	4.788283e+000
5.499999999999961e+000	4.876952e+000
5.599999999999961e+000	4.965621e+000
5.699999999999960e+000	5.054290e+000
5.799999999999960e+000	5.142959e+000
5.899999999999960e+000	5.231628e+000
5.999999999999959e+000	5.320297e+000
6.099999999999959e+000	5.408966e+000
6.199999999999958e+000	5.497635e+000
6.299999999999958e+000	5.586304e+000
6.399999999999958e+000	5.674973e+000
6.499999999999957e+000	5.763642e+000
6.599999999999957e+000	5.852311e+000
6.699999999999957e+000	5.940980e+000
6.799999999999956e+000	6.029649e+000
6.899999999999956e+000	6.118318e+000
6.999999999999956e+000	6.206987e+000
7.099999999999955e+000	6.295656e+000
7.199999999999955e+000	6.384325e+000
7.299999999999955e+000	6.472994e+000
7.399999999999954e+000	6.561663e+000
7.499999999999954e+000	6.650331e+000
7.599999999999954e+000	6.739001e+000
7.699999999999953e+000	6.827670e+000
7.799999999999953e+000	6.916338e+000
7.899999999999952e+000	7.005007e+000
7.999999999999952e+000	7.093676e+000
8.099999999999952e+000	7.182345e+000
8.199999999999951e+000	7.271014e+000
8.299999999999951e+000	7.359683e+000
8.399999999999951e+000	7.448352e+000
8.499999999999950e+000	7.537021e+000
8.599999999999950e+000	7.625690e+000
8.699999999999950e+000	7.714359e+000
8.799999999999949e+000	7.803028e+000
8.899999999999949e+000	7.891696e+000
8.999999999999949e+000	7.980365e+000
9.099999999999948e+000	8.069035e+000
9.199999999999948e+000	8.157703e+000
9.299999999999947e+000	8.246372e+000
9.399999999999947e+000	8.335041e+000
9.499999999999947e+000	8.423710e+000
9.599999999999946e+000	8.512379e+000
9.699999999999946e+000	8.601048e+000
9.799999999999946e+000	8.689716e+000
9.899999999999945e+000	8.778385e+000
9.999999999999945e+000	8.867054e+000
1.009999999999995e+001	8.955723e+000
1.019999999999994e+001	9.044392e+000
1.029999999999994e+001	9.133060e+000
1.039999999999994e+001	9.221729e+000
1.049999999999994e+001	9.310398e+000
1.059999999999994e+001	9.399067e+000
1.069999999999994e+001	9.487736e+000
1.079999999999994e+001	9.576405e+000
1.089999999999994e+001	9.665073e+000
1.099999999999994e+001	9.753742e+000
1.109999999999994e+001	9.842411e+000
1.119999999999994e+001	9.931080e+000
1.129999999999994e+001	1.001975e+001
1.139999999999994e+001	1.010842e+001
1.149999999999994e+001	1.019709e+001
1.159999999999994e+001	1.028576e+001
1.169999999999994e+001	1.037442e+001
1.179999999999994e+001	1.046309e+001
1.189999999999994e+001	1.055176e+001
1.199999999999994e+001	1.064043e+001
1.209999999999994e+001	1.072910e+001
1.219999999999994e+001	1.081777e+001
1.229999999999994e+001	1.090644e+001
1.239999999999994e+001	1.099511e+001
1.249999999999994e+001	1.108377e+001
1.259999999999994e+001	1.117244e+001
1.269999999999994e+001	1.126111e+001
1.279999999999994e+001	1.134978e+001
1.289999999999994e+001	1.143845e+001
1.299999999999993e+001	1.152712e+001
1.309999999999993e+001	1.161579e+001
1.319999999999993e+001	1.170446e+001
1.329999999999993e+001	1.179313e+001
1.339999999999993e+001	1.188179e+001
1.349999999999993e+001	1.197046e+001
1.359999999999993e+001	1.205913e+001
1.369999999999993e+001	1.214780e+001
1.379999999999993e+001	1.223647e+001
1.389999999999993e+001	1.232514e+001
1.399999999999993e+001	1.241381e+001
1.409999999999993e+001	1.250247e+001
1.419999999999993e+001	1.259114e+001
1.429999999999993e+001	1.267981e+001
1.439999999999993e+001	1.276848e+001
1.449999999999993e+001	1.285715e+001
1.459999999999993e+001	1.294582e+001
1.469999999999993e+001	1.303449e+001
1.479999999999993e+001	1.312316e+001
1.489999999999993e+001	1.321182e+001
1.500000000000000e+001	1.330044e+001
