v3	V(vo)
-1.500000000000000e+001	-1.330026e+001
-1.490000000000000e+001	-1.321159e+001
-1.480000000000000e+001	-1.312292e+001
-1.470000000000000e+001	-1.303425e+001
-1.460000000000000e+001	-1.294558e+001
-1.450000000000000e+001	-1.285691e+001
-1.440000000000000e+001	-1.276824e+001
-1.430000000000000e+001	-1.267957e+001
-1.420000000000000e+001	-1.259091e+001
-1.410000000000000e+001	-1.250224e+001
-1.400000000000000e+001	-1.241357e+001
-1.390000000000000e+001	-1.232490e+001
-1.380000000000000e+001	-1.223623e+001
-1.370000000000001e+001	-1.214756e+001
-1.360000000000001e+001	-1.205889e+001
-1.350000000000001e+001	-1.197022e+001
-1.340000000000001e+001	-1.188155e+001
-1.330000000000001e+001	-1.179288e+001
-1.320000000000001e+001	-1.170421e+001
-1.310000000000001e+001	-1.161554e+001
-1.300000000000001e+001	-1.152687e+001
-1.290000000000001e+001	-1.143820e+001
-1.280000000000001e+001	-1.134953e+001
-1.270000000000001e+001	-1.126086e+001
-1.260000000000001e+001	-1.117219e+001
-1.250000000000001e+001	-1.108352e+001
-1.240000000000001e+001	-1.099485e+001
-1.230000000000001e+001	-1.090618e+001
-1.220000000000001e+001	-1.081751e+001
-1.210000000000001e+001	-1.072884e+001
-1.200000000000001e+001	-1.064017e+001
-1.190000000000001e+001	-1.055151e+001
-1.180000000000001e+001	-1.046284e+001
-1.170000000000001e+001	-1.037417e+001
-1.160000000000001e+001	-1.028550e+001
-1.150000000000001e+001	-1.019683e+001
-1.140000000000001e+001	-1.010816e+001
-1.130000000000001e+001	-1.001949e+001
-1.120000000000001e+001	-9.930818e+000
-1.110000000000001e+001	-9.842149e+000
-1.100000000000001e+001	-9.753479e+000
-1.090000000000002e+001	-9.664809e+000
-1.080000000000002e+001	-9.576139e+000
-1.070000000000002e+001	-9.487471e+000
-1.060000000000002e+001	-9.398801e+000
-1.050000000000002e+001	-9.310131e+000
-1.040000000000002e+001	-9.221462e+000
-1.030000000000002e+001	-9.132792e+000
-1.020000000000002e+001	-9.044123e+000
-1.010000000000002e+001	-8.955453e+000
-1.000000000000002e+001	-8.866784e+000
-9.900000000000018e+000	-8.778114e+000
-9.800000000000019e+000	-8.689445e+000
-9.700000000000019e+000	-8.600776e+000
-9.600000000000019e+000	-8.512106e+000
-9.500000000000020e+000	-8.423436e+000
-9.400000000000020e+000	-8.334767e+000
-9.300000000000020e+000	-8.246098e+000
-9.200000000000021e+000	-8.157428e+000
-9.100000000000021e+000	-8.068759e+000
-9.000000000000021e+000	-7.980089e+000
-8.900000000000022e+000	-7.891419e+000
-8.800000000000022e+000	-7.802750e+000
-8.700000000000022e+000	-7.714081e+000
-8.600000000000023e+000	-7.625411e+000
-8.500000000000023e+000	-7.536742e+000
-8.400000000000023e+000	-7.448072e+000
-8.300000000000024e+000	-7.359403e+000
-8.200000000000024e+000	-7.270733e+000
-8.100000000000025e+000	-7.182064e+000
-8.000000000000025e+000	-7.093395e+000
-7.900000000000025e+000	-7.004725e+000
-7.800000000000026e+000	-6.916056e+000
-7.700000000000026e+000	-6.827386e+000
-7.600000000000026e+000	-6.738717e+000
-7.500000000000027e+000	-6.650047e+000
-7.400000000000027e+000	-6.561378e+000
-7.300000000000027e+000	-6.472709e+000
-7.200000000000028e+000	-6.384039e+000
-7.100000000000028e+000	-6.295370e+000
-7.000000000000028e+000	-6.206700e+000
-6.900000000000029e+000	-6.118031e+000
-6.800000000000029e+000	-6.029362e+000
-6.700000000000030e+000	-5.940692e+000
-6.600000000000030e+000	-5.852023e+000
-6.500000000000030e+000	-5.763353e+000
-6.400000000000031e+000	-5.674684e+000
-6.300000000000031e+000	-5.586015e+000
-6.200000000000031e+000	-5.497345e+000
-6.100000000000032e+000	-5.408676e+000
-6.000000000000032e+000	-5.320006e+000
-5.900000000000032e+000	-5.231337e+000
-5.800000000000033e+000	-5.142668e+000
-5.700000000000033e+000	-5.053998e+000
-5.600000000000033e+000	-4.965329e+000
-5.500000000000034e+000	-4.876659e+000
-5.400000000000034e+000	-4.787990e+000
-5.300000000000035e+000	-4.699321e+000
-5.200000000000035e+000	-4.610651e+000
-5.100000000000035e+000	-4.521982e+000
-5.000000000000036e+000	-4.433313e+000
-4.900000000000036e+000	-4.344644e+000
-4.800000000000036e+000	-4.255974e+000
-4.700000000000037e+000	-4.167305e+000
-4.600000000000037e+000	-4.078635e+000
-4.500000000000037e+000	-3.989966e+000
-4.400000000000038e+000	-3.901297e+000
-4.300000000000038e+000	-3.812627e+000
-4.200000000000038e+000	-3.723958e+000
-4.100000000000039e+000	-3.635289e+000
-4.000000000000039e+000	-3.546619e+000
-3.900000000000039e+000	-3.457950e+000
-3.800000000000039e+000	-3.369281e+000
-3.700000000000039e+000	-3.280612e+000
-3.600000000000039e+000	-3.191942e+000
-3.500000000000039e+000	-3.103273e+000
-3.400000000000039e+000	-3.014604e+000
-3.300000000000039e+000	-2.925934e+000
-3.200000000000038e+000	-2.837265e+000
-3.100000000000038e+000	-2.748596e+000
-3.000000000000038e+000	-2.659926e+000
-2.900000000000038e+000	-2.571257e+000
-2.800000000000038e+000	-2.482588e+000
-2.700000000000038e+000	-2.393919e+000
-2.600000000000038e+000	-2.305249e+000
-2.500000000000038e+000	-2.216580e+000
-2.400000000000038e+000	-2.127911e+000
-2.300000000000038e+000	-2.039241e+000
-2.200000000000038e+000	-1.950572e+000
-2.100000000000037e+000	-1.861903e+000
-2.000000000000037e+000	-1.773234e+000
-1.900000000000037e+000	-1.684564e+000
-1.800000000000037e+000	-1.595895e+000
-1.700000000000037e+000	-1.507226e+000
-1.600000000000037e+000	-1.418557e+000
-1.500000000000037e+000	-1.329887e+000
-1.400000000000037e+000	-1.241218e+000
-1.300000000000037e+000	-1.152549e+000
