v3	V(vo)
-1.500000000000000e+001	1.499916e+000
-1.490000000000000e+001	1.489916e+000
-1.480000000000000e+001	1.479916e+000
-1.470000000000000e+001	1.469916e+000
-1.460000000000000e+001	1.459917e+000
-1.450000000000000e+001	1.449917e+000
-1.440000000000000e+001	1.439917e+000
-1.430000000000000e+001	1.429917e+000
-1.420000000000000e+001	1.419917e+000
-1.410000000000000e+001	1.409917e+000
-1.400000000000000e+001	1.399917e+000
-1.390000000000000e+001	1.389917e+000
-1.380000000000000e+001	1.379918e+000
-1.370000000000001e+001	1.369918e+000
-1.360000000000001e+001	1.359918e+000
-1.350000000000001e+001	1.349918e+000
-1.340000000000001e+001	1.339918e+000
-1.330000000000001e+001	1.329918e+000
-1.320000000000001e+001	1.319918e+000
-1.310000000000001e+001	1.309919e+000
-1.300000000000001e+001	1.299919e+000
-1.290000000000001e+001	1.289919e+000
-1.280000000000001e+001	1.279919e+000
-1.270000000000001e+001	1.269919e+000
-1.260000000000001e+001	1.259919e+000
-1.250000000000001e+001	1.249919e+000
-1.240000000000001e+001	1.239919e+000
-1.230000000000001e+001	1.229920e+000
-1.220000000000001e+001	1.219920e+000
-1.210000000000001e+001	1.209920e+000
-1.200000000000001e+001	1.199920e+000
-1.190000000000001e+001	1.189920e+000
-1.180000000000001e+001	1.179920e+000
-1.170000000000001e+001	1.169920e+000
-1.160000000000001e+001	1.159920e+000
-1.150000000000001e+001	1.149921e+000
-1.140000000000001e+001	1.139921e+000
-1.130000000000001e+001	1.129921e+000
-1.120000000000001e+001	1.119921e+000
-1.110000000000001e+001	1.109921e+000
-1.100000000000001e+001	1.099921e+000
-1.090000000000002e+001	1.089921e+000
-1.080000000000002e+001	1.079922e+000
-1.070000000000002e+001	1.069922e+000
-1.060000000000002e+001	1.059922e+000
-1.050000000000002e+001	1.049922e+000
-1.040000000000002e+001	1.039922e+000
-1.030000000000002e+001	1.029922e+000
-1.020000000000002e+001	1.019922e+000
-1.010000000000002e+001	1.009923e+000
-1.000000000000002e+001	9.999226e-001
-9.900000000000018e+000	9.899227e-001
-9.800000000000019e+000	9.799228e-001
-9.700000000000019e+000	9.699230e-001
-9.600000000000019e+000	9.599231e-001
-9.500000000000020e+000	9.499233e-001
-9.400000000000020e+000	9.399234e-001
-9.300000000000020e+000	9.299235e-001
-9.200000000000021e+000	9.199237e-001
-9.100000000000021e+000	9.099238e-001
-9.000000000000021e+000	8.999239e-001
-8.900000000000022e+000	8.899240e-001
-8.800000000000022e+000	8.799242e-001
-8.700000000000022e+000	8.699243e-001
-8.600000000000023e+000	8.599244e-001
-8.500000000000023e+000	8.499246e-001
-8.400000000000023e+000	8.399247e-001
-8.300000000000024e+000	8.299248e-001
-8.200000000000024e+000	8.199250e-001
-8.100000000000025e+000	8.099251e-001
-8.000000000000025e+000	7.999252e-001
-7.900000000000025e+000	7.899253e-001
-7.800000000000026e+000	7.799255e-001
-7.700000000000026e+000	7.699256e-001
-7.600000000000026e+000	7.599257e-001
-7.500000000000027e+000	7.499259e-001
-7.400000000000027e+000	7.399260e-001
-7.300000000000027e+000	7.299261e-001
-7.200000000000028e+000	7.199262e-001
-7.100000000000028e+000	7.099264e-001
-7.000000000000028e+000	6.999265e-001
-6.900000000000029e+000	6.899267e-001
-6.800000000000029e+000	6.799268e-001
-6.700000000000030e+000	6.699269e-001
-6.600000000000030e+000	6.599271e-001
-6.500000000000030e+000	6.499272e-001
-6.400000000000031e+000	6.399273e-001
-6.300000000000031e+000	6.299275e-001
-6.200000000000031e+000	6.199276e-001
-6.100000000000032e+000	6.099277e-001
-6.000000000000032e+000	5.999278e-001
-5.900000000000032e+000	5.899280e-001
-5.800000000000033e+000	5.799281e-001
-5.700000000000033e+000	5.699282e-001
-5.600000000000033e+000	5.599284e-001
-5.500000000000034e+000	5.499285e-001
-5.400000000000034e+000	5.399286e-001
-5.300000000000035e+000	5.299287e-001
-5.200000000000035e+000	5.199289e-001
-5.100000000000035e+000	5.099290e-001
-5.000000000000036e+000	4.999291e-001
-4.900000000000036e+000	4.899293e-001
-4.800000000000036e+000	4.799294e-001
-4.700000000000037e+000	4.699295e-001
-4.600000000000037e+000	4.599297e-001
-4.500000000000037e+000	4.499298e-001
-4.400000000000038e+000	4.399299e-001
-4.300000000000038e+000	4.299301e-001
-4.200000000000038e+000	4.199302e-001
-4.100000000000039e+000	4.099303e-001
-4.000000000000039e+000	3.999304e-001
-3.900000000000039e+000	3.899306e-001
-3.800000000000039e+000	3.799307e-001
-3.700000000000039e+000	3.699308e-001
-3.600000000000039e+000	3.599310e-001
-3.500000000000039e+000	3.499311e-001
-3.400000000000039e+000	3.399312e-001
-3.300000000000039e+000	3.299314e-001
-3.200000000000038e+000	3.199315e-001
-3.100000000000038e+000	3.099316e-001
