v3	V(vo)
1.999999999999635e-001	3.223778e-001
2.999999999999635e-001	4.835930e-001
3.999999999999635e-001	6.448082e-001
4.999999999999635e-001	8.060234e-001
5.999999999999635e-001	9.672386e-001
6.999999999999634e-001	1.128454e+000
7.999999999999634e-001	1.289669e+000
8.999999999999634e-001	1.450884e+000
9.999999999999634e-001	1.612099e+000
1.099999999999964e+000	1.773314e+000
1.199999999999964e+000	1.934530e+000
1.299999999999964e+000	2.095745e+000
1.399999999999964e+000	2.256960e+000
1.499999999999964e+000	2.418175e+000
1.599999999999964e+000	2.579390e+000
1.699999999999964e+000	2.740605e+000
1.799999999999964e+000	2.901820e+000
1.899999999999964e+000	3.063036e+000
1.999999999999964e+000	3.224251e+000
2.099999999999964e+000	3.385466e+000
2.199999999999964e+000	3.546681e+000
2.299999999999964e+000	3.707896e+000
2.399999999999964e+000	3.869111e+000
2.499999999999965e+000	4.030326e+000
2.599999999999965e+000	4.191541e+000
2.699999999999965e+000	4.352757e+000
2.799999999999965e+000	4.513971e+000
2.899999999999965e+000	4.675186e+000
2.999999999999965e+000	4.836401e+000
3.099999999999965e+000	4.997616e+000
3.199999999999965e+000	5.158832e+000
3.299999999999965e+000	5.320046e+000
3.399999999999965e+000	5.481262e+000
3.499999999999965e+000	5.642477e+000
3.599999999999965e+000	5.803691e+000
3.699999999999966e+000	5.964907e+000
3.799999999999966e+000	6.126122e+000
3.899999999999966e+000	6.287336e+000
3.999999999999966e+000	6.448552e+000
4.099999999999966e+000	6.609766e+000
4.199999999999966e+000	6.770981e+000
4.299999999999965e+000	6.932196e+000
4.399999999999965e+000	7.093411e+000
4.499999999999965e+000	7.254626e+000
4.599999999999964e+000	7.415841e+000
4.699999999999964e+000	7.577056e+000
4.799999999999963e+000	7.738271e+000
4.899999999999963e+000	7.899486e+000
4.999999999999963e+000	8.060700e+000
5.099999999999962e+000	8.221915e+000
5.199999999999962e+000	8.383130e+000
5.299999999999962e+000	8.544346e+000
5.399999999999961e+000	8.705561e+000
5.499999999999961e+000	8.866776e+000
5.599999999999961e+000	9.027990e+000
5.699999999999960e+000	9.189205e+000
5.799999999999960e+000	9.350420e+000
5.899999999999960e+000	9.511635e+000
5.999999999999959e+000	9.672850e+000
6.099999999999959e+000	9.834064e+000
6.199999999999958e+000	9.995279e+000
6.299999999999958e+000	1.015649e+001
6.399999999999958e+000	1.031771e+001
6.499999999999957e+000	1.047892e+001
6.599999999999957e+000	1.064014e+001
6.699999999999957e+000	1.080135e+001
6.799999999999956e+000	1.096257e+001
6.899999999999956e+000	1.112378e+001
6.999999999999956e+000	1.128500e+001
7.099999999999955e+000	1.144621e+001
7.199999999999955e+000	1.160743e+001
7.299999999999955e+000	1.176864e+001
7.399999999999954e+000	1.192986e+001
7.499999999999954e+000	1.209107e+001
7.599999999999954e+000	1.225229e+001
7.699999999999953e+000	1.241350e+001
7.799999999999953e+000	1.257471e+001
7.899999999999952e+000	1.273593e+001
7.999999999999952e+000	1.289714e+001
8.099999999999952e+000	1.305836e+001
8.199999999999951e+000	1.321957e+001
8.299999999999951e+000	1.337898e+001
8.399999999999951e+000	1.347233e+001
8.499999999999950e+000	1.349209e+001
8.599999999999950e+000	1.349415e+001
8.699999999999950e+000	1.349433e+001
8.799999999999949e+000	1.349426e+001
8.899999999999949e+000	1.349426e+001
8.999999999999949e+000	1.349426e+001
9.099999999999948e+000	1.349426e+001
9.199999999999948e+000	1.349426e+001
9.299999999999947e+000	1.349426e+001
9.399999999999947e+000	1.349426e+001
9.499999999999947e+000	1.349426e+001
9.599999999999946e+000	1.349426e+001
9.699999999999946e+000	1.349426e+001
9.799999999999946e+000	1.349426e+001
9.899999999999945e+000	1.349426e+001
9.999999999999945e+000	1.349426e+001
1.009999999999995e+001	1.349426e+001
1.019999999999994e+001	1.349426e+001
1.029999999999994e+001	1.349426e+001
1.039999999999994e+001	1.349426e+001
1.049999999999994e+001	1.349426e+001
1.059999999999994e+001	1.349426e+001
1.069999999999994e+001	1.349426e+001
1.079999999999994e+001	1.349426e+001
1.089999999999994e+001	1.349426e+001
1.099999999999994e+001	1.349426e+001
1.109999999999994e+001	1.349426e+001
1.119999999999994e+001	1.349426e+001
1.129999999999994e+001	1.349426e+001
1.139999999999994e+001	1.349426e+001
1.149999999999994e+001	1.349426e+001
1.159999999999994e+001	1.349426e+001
1.169999999999994e+001	1.349426e+001
1.179999999999994e+001	1.349426e+001
1.189999999999994e+001	1.349426e+001
1.199999999999994e+001	1.349426e+001
1.209999999999994e+001	1.349426e+001
1.219999999999994e+001	1.349426e+001
1.229999999999994e+001	1.349426e+001
1.239999999999994e+001	1.349426e+001
1.249999999999994e+001	1.349426e+001
1.259999999999994e+001	1.349426e+001
1.269999999999994e+001	1.349426e+001
1.279999999999994e+001	1.349426e+001
1.289999999999994e+001	1.349426e+001
1.299999999999993e+001	1.349426e+001
1.309999999999993e+001	1.349426e+001
1.319999999999993e+001	1.349426e+001
1.329999999999993e+001	1.349426e+001
1.339999999999993e+001	1.349426e+001
1.349999999999993e+001	1.349426e+001
1.359999999999993e+001	1.349426e+001
1.369999999999993e+001	1.349426e+001
1.379999999999993e+001	1.349426e+001
1.389999999999993e+001	1.349426e+001
1.399999999999993e+001	1.349426e+001
1.409999999999993e+001	1.349426e+001
1.419999999999993e+001	1.349426e+001
1.429999999999993e+001	1.349426e+001
1.439999999999993e+001	1.349426e+001
1.449999999999993e+001	1.349426e+001
1.459999999999993e+001	1.349426e+001
1.469999999999993e+001	1.349426e+001
1.479999999999993e+001	1.349426e+001
1.489999999999993e+001	1.349426e+001
1.500000000000000e+001	1.349426e+001
