x-axis,3
second,Volt
-25.00000E-06,-3.62796864397E+00
-24.95000E-06,-3.63226551903E+00
-24.90000E-06,-3.63636708159E+00
-24.85000E-06,-3.63988270664E+00
-24.80000E-06,-3.64320301919E+00
-24.75000E-06,-3.64632801924E+00
-24.70000E-06,-3.64925770678E+00
-24.65000E-06,-3.65179676932E+00
-24.60000E-06,-3.65433583186E+00
-24.55000E-06,-3.65687489440E+00
-24.50000E-06,-3.65921864443E+00
-24.45000E-06,-3.66156239447E+00
-24.40000E-06,-3.66390614450E+00
-24.35000E-06,-3.66605458203E+00
-24.30000E-06,-3.66839833207E+00
-24.25000E-06,-3.67074208210E+00
-24.20000E-06,-3.67308583214E+00
-24.15000E-06,-3.67542958217E+00
-24.10000E-06,-3.67777333221E+00
-24.05000E-06,-3.68011708224E+00
-24.00000E-06,-3.68265614478E+00
-23.95000E-06,-3.68519520732E+00
-23.90000E-06,-3.68753895735E+00
-23.85000E-06,-3.69007801989E+00
-23.80000E-06,-3.69261708243E+00
-23.75000E-06,-3.69515614497E+00
-23.70000E-06,-3.69769520751E+00
-23.65000E-06,-3.70042958255E+00
-23.60000E-06,-3.70296864508E+00
-23.55000E-06,-3.70550770762E+00
-23.50000E-06,-3.70824208266E+00
-23.45000E-06,-3.71117177021E+00
-23.40000E-06,-3.71390614525E+00
-23.35000E-06,-3.71664052029E+00
-23.30000E-06,-3.71937489533E+00
-23.25000E-06,-3.72230458287E+00
-23.20000E-06,-3.72503895791E+00
-23.15000E-06,-3.72777333295E+00
-23.10000E-06,-3.73031239549E+00
-23.05000E-06,-3.73285145803E+00
-23.00000E-06,-3.73539052057E+00
-22.95000E-06,-3.73773427060E+00
-22.90000E-06,-3.73988270813E+00
-22.85000E-06,-3.74203114567E+00
-22.80000E-06,-3.74398427070E+00
-22.75000E-06,-3.74574208322E+00
-22.70000E-06,-3.74749989575E+00
-22.65000E-06,-3.74906239577E+00
-22.60000E-06,-3.75042958329E+00
-22.55000E-06,-3.75160145831E+00
-22.50000E-06,-3.75238270832E+00
-22.45000E-06,-3.75316395833E+00
-22.40000E-06,-3.75374989584E+00
-22.35000E-06,-3.75394520834E+00
-22.30000E-06,-3.75414052085E+00
-22.25000E-06,-3.75394520834E+00
-22.20000E-06,-3.75355458334E+00
-22.15000E-06,-3.75316395833E+00
-22.10000E-06,-3.75238270832E+00
-22.05000E-06,-3.75160145831E+00
-22.00000E-06,-3.75062489579E+00
-21.95000E-06,-3.74945302078E+00
-21.90000E-06,-3.74808583326E+00
-21.85000E-06,-3.74671864574E+00
-21.80000E-06,-3.74535145822E+00
-21.75000E-06,-3.74378895819E+00
-21.70000E-06,-3.74222645817E+00
-21.65000E-06,-3.74066395815E+00
-21.60000E-06,-3.73890614562E+00
-21.55000E-06,-3.73714833309E+00
-21.50000E-06,-3.73558583307E+00
-21.45000E-06,-3.73382802054E+00
-21.40000E-06,-3.73187489551E+00
-21.35000E-06,-3.73031239549E+00
-21.30000E-06,-3.72855458297E+00
-21.25000E-06,-3.72679677044E+00
-21.20000E-06,-3.72503895791E+00
-21.15000E-06,-3.72328114539E+00
-21.10000E-06,-3.72171864536E+00
-21.05000E-06,-3.71976552033E+00
-21.00000E-06,-3.71800770781E+00
-20.95000E-06,-3.71644520779E+00
-20.90000E-06,-3.71468739526E+00
-20.85000E-06,-3.71312489524E+00
-20.80000E-06,-3.71136708271E+00
-20.75000E-06,-3.70980458269E+00
-20.70000E-06,-3.70804677016E+00
-20.65000E-06,-3.70648427014E+00
-20.60000E-06,-3.70472645761E+00
-20.55000E-06,-3.70335927009E+00
-20.50000E-06,-3.70160145756E+00
-20.45000E-06,-3.69984364504E+00
-20.40000E-06,-3.69828114501E+00
-20.35000E-06,-3.69671864499E+00
-20.30000E-06,-3.69496083246E+00
-20.25000E-06,-3.69339833244E+00
-20.20000E-06,-3.69183583242E+00
-20.15000E-06,-3.69007801989E+00
-20.10000E-06,-3.68851551987E+00
-20.05000E-06,-3.68695301985E+00
-20.00000E-06,-3.68519520732E+00
-19.95000E-06,-3.68363270730E+00
-19.90000E-06,-3.68207020727E+00
-19.85000E-06,-3.68050770725E+00
-19.80000E-06,-3.67894520723E+00
-19.75000E-06,-3.67738270720E+00
-19.70000E-06,-3.67582020718E+00
-19.65000E-06,-3.67425770716E+00
-19.60000E-06,-3.67269520713E+00
-19.55000E-06,-3.67113270711E+00
-19.50000E-06,-3.66976551959E+00
-19.45000E-06,-3.66820301957E+00
-19.40000E-06,-3.66664051954E+00
-19.35000E-06,-3.66507801952E+00
-19.30000E-06,-3.66351551950E+00
-19.25000E-06,-3.66195301947E+00
-19.20000E-06,-3.66058583195E+00
-19.15000E-06,-3.65902333193E+00
-19.10000E-06,-3.65765614441E+00
-19.05000E-06,-3.65609364439E+00
-19.00000E-06,-3.65472645687E+00
-18.95000E-06,-3.65335926934E+00
-18.90000E-06,-3.65179676932E+00
-18.85000E-06,-3.65042958180E+00
-18.80000E-06,-3.64906239428E+00
-18.75000E-06,-3.64749989426E+00
-18.70000E-06,-3.64613270674E+00
-18.65000E-06,-3.64476551922E+00
-18.60000E-06,-3.64339833170E+00
-18.55000E-06,-3.64203114418E+00
-18.50000E-06,-3.64085926916E+00
-18.45000E-06,-3.63949208164E+00
-18.40000E-06,-3.63812489412E+00
-18.35000E-06,-3.63675770660E+00
-18.30000E-06,-3.63539051908E+00
-18.25000E-06,-3.63421864406E+00
-18.20000E-06,-3.63304676904E+00
-18.15000E-06,-3.63167958152E+00
-18.10000E-06,-3.63031239400E+00
-18.05000E-06,-3.62914051898E+00
-18.00000E-06,-3.62777333146E+00
-17.95000E-06,-3.62660145645E+00
-17.90000E-06,-3.62542958143E+00
-17.85000E-06,-3.62425770641E+00
-17.80000E-06,-3.62308583139E+00
-17.75000E-06,-3.62191395638E+00
-17.70000E-06,-3.62054676886E+00
-17.65000E-06,-3.61937489384E+00
-17.60000E-06,-3.61820301882E+00
-17.55000E-06,-3.61703114380E+00
-17.50000E-06,-3.61585926879E+00
-17.45000E-06,-3.61468739377E+00
-17.40000E-06,-3.61371083125E+00
-17.35000E-06,-3.61253895624E+00
-17.30000E-06,-3.61136708122E+00
-17.25000E-06,-3.61019520620E+00
-17.20000E-06,-3.60921864369E+00
-17.15000E-06,-3.60804676867E+00
-17.10000E-06,-3.60687489365E+00
-17.05000E-06,-3.60589833114E+00
-17.00000E-06,-3.60472645612E+00
-16.95000E-06,-3.60355458110E+00
-16.90000E-06,-3.60257801859E+00
-16.85000E-06,-3.60160145607E+00
-16.80000E-06,-3.60062489356E+00
-16.75000E-06,-3.59945301854E+00
-16.70000E-06,-3.59847645603E+00
-16.65000E-06,-3.59749989351E+00
-16.60000E-06,-3.59632801850E+00
-16.55000E-06,-3.59535145598E+00
-16.50000E-06,-3.59437489347E+00
-16.45000E-06,-3.59339833095E+00
-16.40000E-06,-3.59242176844E+00
-16.35000E-06,-3.59144520592E+00
-16.30000E-06,-3.59046864341E+00
-16.25000E-06,-3.58949208089E+00
-16.20000E-06,-3.58851551838E+00
-16.15000E-06,-3.58753895586E+00
-16.10000E-06,-3.58656239335E+00
-16.05000E-06,-3.58578114334E+00
-16.00000E-06,-3.58499989333E+00
-15.95000E-06,-3.58402333081E+00
-15.90000E-06,-3.58304676830E+00
-15.85000E-06,-3.58226551829E+00
-15.80000E-06,-3.58128895577E+00
-15.75000E-06,-3.58050770576E+00
-15.70000E-06,-3.57972645575E+00
-15.65000E-06,-3.57874989323E+00
-15.60000E-06,-3.57796864322E+00
-15.55000E-06,-3.57718739321E+00
-15.50000E-06,-3.57640614320E+00
-15.45000E-06,-3.57562489319E+00
-15.40000E-06,-3.57464833067E+00
-15.35000E-06,-3.57386708066E+00
-15.30000E-06,-3.57308583065E+00
-15.25000E-06,-3.57230458064E+00
-15.20000E-06,-3.57152333063E+00
-15.15000E-06,-3.57074208061E+00
