Freq.	V(out)
Step Information: Run=1  (Run: 1/100)
1.58113883008419e+003	(2.73220016643387e+001dB,-2.74654142239841e+000°)
1.99053585276749e+003	(2.73107598781938e+001dB,-4.29393783382019e+000°)
2.50593616813636e+003	(2.72924820629723e+001dB,-6.06492337029547e+000°)
3.15478672240097e+003	(2.72633369353328e+001dB,-8.14881216868018e+000°)
3.97164117362141e+003	(2.72173154030863e+001dB,-1.06467893000172e+001°)
5.00000000000001e+003	(2.71451745404857e+001dB,-1.36728745723896e+001°)
6.29462705897085e+003	(2.70330124351186e+001dB,-1.73518655806047e+001°)
7.92446596230558e+003	(2.68605700590640e+001dB,-2.18117477291186e+001°)
9.97631157484441e+003	(2.65996849582988e+001dB,-2.71674243143376e+001°)
1.25594321575479e+004	(2.62138857124011e+001dB,-3.34938258299528e+001°)
1.58113883008419e+004	(2.56606689723636e+001dB,-4.07920473490612e+001°)
1.99053585276749e+004	(2.48976902972345e+001dB,-4.89629790486920e+001°)
2.50593616813637e+004	(2.38918544577005e+001dB,-5.78116396720099e+001°)
3.15478672240097e+004	(2.26267968750199e+001dB,-6.70958676541308e+001°)
3.97164117362142e+004	(2.11032882452945e+001dB,-7.66006529403456e+001°)
5.00000000000001e+004	(1.93314562579530e+001dB,-8.61927865844562e+001°)
6.29462705897085e+004	(1.73197833896057e+001dB,-9.58216370470113e+001°)
7.92446596230558e+004	(1.50677401476405e+001dB,-1.05469180334043e+002°)
9.97631157484442e+004	(1.25661837898357e+001dB,-1.15081583358377e+002°)
1.25594321575479e+005	(9.80530445566438e+000dB,-1.24523199686006e+002°)
1.58113883008419e+005	(6.78560668389687e+000dB,-1.33583374837747e+002°)
1.99053585276749e+005	(3.52500316362582e+000dB,-1.42035496300602e+002°)
2.50593616813637e+005	(5.75249249221514e-002dB,-1.49711356268624e+002°)
3.15478672240097e+005	(-3.57465464391100e+000dB,-1.56546706606418e+002°)
3.97164117362142e+005	(-7.33029357776922e+000dB,-1.62582856712867e+002°)
5.00000000000000e+005	(-1.11750713644606e+001dB,-1.67940049953673e+002°)
Step Information: Run=14  (Run: 14/100)
5.00000000000000e+000	(-3.56590838737233e+000dB,-1.51653455115240e+002°)
6.29462705897084e+000	(1.69011258329366e+000dB,-1.62911544303587e+002°)
7.92446596230557e+000	(6.61300182748935e+000dB,-1.76717047224715e+002°)
9.97631157484440e+000	(1.10834808603692e+001dB,1.67130626314359e+002°)
1.25594321575479e+001	(1.49861165713124e+001dB,1.49141618519017e+002°)
1.58113883008419e+001	(1.82370846663183e+001dB,1.30140277527727e+002°)
1.99053585276749e+001	(2.08103895928766e+001dB,1.11138467411866e+002°)
2.50593616813636e+001	(2.27466900746503e+001dB,9.31113552763661e+001°)
3.15478672240097e+001	(2.41385466029960e+001dB,7.67889562388584e+001°)
3.97164117362141e+001	(2.51018811534986e+001dB,6.25628910254180e+001°)
5.00000000000000e+001	(2.57495085886737e+001dB,5.05176616237196e+001°)
6.29462705897084e+001	(2.61758119388994e+001dB,4.05272670584261e+001°)
7.92446596230557e+001	(2.64523547421709e+001dB,3.23554280668466e+001°)
9.97631157484440e+001	(2.66299894182765e+001dB,2.57290628309530e+001°)
1.25594321575479e+002	(2.67433457076774e+001dB,2.03814100242137e+001°)
1.58113883008419e+002	(2.68153615269669e+001dB,1.60724995904615e+001°)
1.99053585276749e+002	(2.68609587514953e+001dB,1.25958718072855e+001°)
2.50593616813636e+002	(2.68897281163957e+001dB,9.77809237098754e+000°)
3.15478672240097e+002	(2.69077785062102e+001dB,7.47503222199157e+000°)
3.97164117362141e+002	(2.69189656846677e+001dB,5.56703934446997e+000°)
5.00000000000000e+002	(2.69256882952650e+001dB,3.95402274733648e+000°)
6.29462705897084e+002	(2.69293910758082e+001dB,2.55086538926080e+000°)
7.92446596230557e+002	(2.69308709681686e+001dB,1.28327646936058e+000°)
9.97631157484441e+002	(2.69304470486246e+001dB,8.40488000733828e-002°)
1.25594321575479e+003	(2.69280290740209e+001dB,-1.11037354787173e+000°)
1.58113883008419e+003	(2.69230991427393e+001dB,-2.36312810064832e+000°)
1.99053585276749e+003	(2.69146035347519e+001dB,-3.74006540280863e+000°)
2.50593616813636e+003	(2.69007346244341e+001dB,-5.31283458695131e+000°)
3.15478672240097e+003	(2.68785640610328e+001dB,-7.16188891068054e+000°)
3.97164117362141e+003	(2.68434683271562e+001dB,-9.37920195720857e+000°)
5.00000000000001e+003	(2.67882714029092e+001dB,-1.20701607155421e+001°)
6.29462705897085e+003	(2.67020332842534e+001dB,-1.53535442822705e+001°)
7.92446596230558e+003	(2.65684774615246e+001dB,-1.93576596603668e+001°)
9.97631157484441e+003	(2.63642493874438e+001dB,-2.42097722531708e+001°)
1.25594321575479e+004	(2.60576197500313e+001dB,-3.00157843890587e+001°)
1.58113883008419e+004	(2.56088621249055e+001dB,-3.68296825439344e+001°)
1.99053585276749e+004	(2.49738896540251e+001dB,-4.46200316076332e+001°)
2.50593616813637e+004	(2.41117686291310e+001dB,-5.32522574928733e+001°)
3.15478672240097e+004	(2.29937473767324e+001dB,-6.25090169928803e+001°)
3.97164117362142e+004	(2.16084014829307e+001dB,-7.21513040980891e+001°)
5.00000000000001e+004	(1.99586248747879e+001dB,-8.19879160456868e+001°)
6.29462705897085e+004	(1.80520762426678e+001dB,-9.19073737287466e+001°)
7.92446596230558e+004	(1.58916998826177e+001dB,-1.01852866273569e+002°)
9.97631157484442e+004	(1.34725949852969e+001dB,-1.11760601265953e+002°)
1.25594321575479e+005	(1.07871871792146e+001dB,-1.21504172686438e+002°)
1.58113883008419e+005	(7.83542081233531e+000dB,-1.30884191637397e+002°)
1.99053585276749e+005	(4.63308588384689e+000dB,-1.39674028680768e+002°)
2.50593616813637e+005	(1.21251965874349e+000dB,-1.47692428798346e+002°)
3.15478672240097e+005	(-2.38419484467635e+000dB,-1.54856661108009e+002°)
3.97164117362142e+005	(-6.11441917516011e+000dB,-1.61192604330078e+002°)
5.00000000000000e+005	(-9.94172288327905e+000dB,-1.66812032825205e+002°)
Step Information: Run=15  (Run: 15/100)
5.00000000000000e+000	(-3.91593840990335e+000dB,-1.50865377617323e+002°)
6.29462705897084e+000	(1.36097347586771e+000dB,-1.62006310264451e+002°)
7.92446596230557e+000	(6.31150000646957e+000dB,-1.75703979483646e+002°)
9.97631157484440e+000	(1.08160530423651e+001dB,1.68221556780940e+002°)
1.25594321575479e+001	(1.47569834830783e+001dB,1.50260488502183e+002°)
1.58113883008419e+001	(1.80465823158993e+001dB,1.31227236210239e+002°)
1.99053585276749e+001	(2.06547103650936e+001dB,1.12139748367227e+002°)
2.50593616813636e+001	(2.26193013196173e+001dB,9.39919856602099e+001°)
3.15478672240097e+001	(2.40322639957946e+001dB,7.75356826121658e+001°)
3.97164117362141e+001	(2.50103927929360e+001dB,6.31790650111251e+001°)
5.00000000000000e+001	(2.56679681956127e+001dB,5.10158016658258e+001°)
6.29462705897084e+001	(2.61007896431672e+001dB,4.09231564641006e+001°)
7.92446596230557e+001	(2.63815365149761e+001dB,3.26646215965430e+001°)
9.97631157484440e+001	(2.65618558814247e+001dB,2.59652231519337e+001°)
1.25594321575479e+002	(2.66769135649205e+001dB,2.05557018915052e+001°)
1.58113883008419e+002	(2.67499979682510e+001dB,1.61934961043066e+001°)
1.99053585276749e+002	(2.67962551069408e+001dB,1.26696617225308e+001°)
2.50593616813636e+002	(2.68254156114495e+001dB,9.80842871295467e+000°)
3.15478672240097e+002	(2.68436717958510e+001dB,7.46344458085817e+000°)
3.97164117362141e+002	(2.68549234607945e+001dB,5.51287268282255e+000°)
5.00000000000000e+002	(2.68615830430610e+001dB,3.85438367262915e+000°)
6.29462705897084e+002	(2.68650816907411e+001dB,2.40046368013434e+000°)
7.92446596230557e+002	(2.68661724526465e+001dB,1.07415122290706e+000°)
9.97631157484441e+002	(2.68650908875400e+001dB,-1.94831526838435e-001°)
1.25594321575479e+003	(2.68616060142499e+001dB,-1.47364675077669e+000°)
1.58113883008419e+003	(2.68549726908505e+001dB,-2.82971276892589e+000°)
1.99053585276749e+003	(2.68437771442575e+001dB,-4.33395975639437e+000°)
2.50593616813636e+003	(2.68256479609148e+001dB,-6.06398343583362e+000°)
3.15478672240097e+003	(2.67967842971565e+001dB,-8.10697595016597e+000°)
3.97164117362141e+003	(2.67512337756657e+001dB,-1.05620575599614e+001°)
5.00000000000001e+003	(2.66798453514843e+001dB,-1.35411790462604e+001°)
6.29462705897085e+003	(2.65688562964275e+001dB,-1.71670392035218e+001°)
7.92446596230558e+003	(2.63982073370155e+001dB,-2.15655198900673e+001°)
9.97631157484441e+003	(2.61400057186070e+001dB,-2.68494975368864e+001°)
1.25594321575479e+004	(2.57581180501709e+001dB,-3.30920574128684e+001°)
1.58113883008419e+004	(2.52104335627807e+001dB,-4.02926560067285e+001°)
1.99053585276749e+004	(2.44550510847492e+001dB,-4.83505669928918e+001°)
2.50593616813637e+004	(2.34594282561130e+001dB,-5.70688896065770e+001°)
3.15478672240097e+004	(2.22080247022996e+001dB,-6.62033105291614e+001°)
3.97164117362142e+004	(2.07029129620180e+001dB,-7.55377227585819e+001°)
5.00000000000001e+004	(1.89560712289986e+001dB,-8.49417379860731e+001°)
6.29462705897085e+004	(1.69780978486847e+001dB,-9.43752115964228e+001°)
7.92446596230558e+004	(1.47700574180593e+001dB,-1.03841001564602e+002°)
9.97631157484442e+004	(1.23226768329093e+001dB,-1.13315158542277e+002°)
1.25594321575479e+005	(9.62326755703653e+000dB,-1.22692655575856e+002°)
1.58113883008419e+005	(6.66687168970375e+000dB,-1.31780944647570e+002°)
1.99053585276749e+005	(3.46514392711154e+000dB,-1.40349443452378e+002°)
2.50593616813637e+005	(4.74112182898506e-002dB,-1.48206177697827e+002°)
3.15478672240097e+005	(-3.54605577846505e+000dB,-1.55255301697958e+002°)
3.97164117362142e+005	(-7.27346638521913e+000dB,-1.61510646976010e+002°)
5.00000000000000e+005	(-1.10986403556066e+001dB,-1.67074667109988e+002°)
Step Information: Run=16  (Run: 16/100)
5.00000000000000e+000	(-4.73430960794419e+000dB,-1.50042293438988e+002°)
6.29462705897084e+000	(5.66340646914346e-001dB,-1.60899263755559e+002°)
7.92446596230557e+000	(5.55197204610368e+000dB,-1.74315954108578e+002°)
9.97631157484440e+000	(1.01043038004566e+001dB,1.69864125618682e+002°)
1.25594321575479e+001	(1.41050390734594e+001dB,1.52098558662629e+002°)
1.58113883008419e+001	(1.74628047061589e+001dB,1.33169512598453e+002°)
1.99053585276749e+001	(2.01410793189748e+001dB,1.14077572208988e+002°)
2.50593616813636e+001	(2.21707449149469e+001dB,9.58240441993113e+001°)
3.15478672240097e+001	(2.36385436410021e+001dB,7.91893719888063e+001°)
3.97164117362141e+001	(2.46592609299979e+001dB,6.46183650138663e+001°)
5.00000000000000e+001	(2.53478626975153e+001dB,5.22362087743689e+001°)
6.29462705897084e+001	(2.58022485930492e+001dB,4.19408434910732e+001°)
7.92446596230557e+001	(2.60974987968832e+001dB,3.35061420943988e+001°)
9.97631157484440e+001	(2.62873601834052e+001dB,2.66603834230728e+001°)
1.25594321575479e+002	(2.64086089300605e+001dB,2.11336002422972e+001°)
1.58113883008419e+002	(2.64856801267331e+001dB,1.66808031269521e+001°)
1.99053585276749e+002	(2.65345019488061e+001dB,1.30902262712482e+001°)
2.50593616813636e+002	(2.65653266495936e+001dB,1.01835779455442e+001°)
3.15478672240097e+002	(2.65846928353069e+001dB,7.81261264992657e+000°)
3.97164117362141e+002	(2.65967346924011e+001dB,5.85437332187511e+000°)
5.00000000000000e+002	(2.66040331018685e+001dB,4.20624855130279e+000°)
6.29462705897084e+002	(2.66081561732818e+001dB,2.78132675598402e+000°)
7.92446596230557e+002	(2.66099911587660e+001dB,1.50418966224422e+000°)
9.97631157484441e+002	(2.66099335058388e+001dB,3.07125153912223e-001°)
1.25594321575479e+003	(2.66079716382988e+001dB,-8.73330207474832e-001°)
1.58113883008419e+003	(2.66036852430308e+001dB,-2.09963022061865e+000°)
1.99053585276749e+003	(2.65961573979326e+001dB,-3.43634331158338e+000°)
2.50593616813636e+003	(2.65837841249703e+001dB,-4.95323093679032e+000°)
3.15478672240097e+003	(2.65639468819324e+001dB,-6.72827333625303e+000°)
3.97164117362141e+003	(2.65324936335934e+001dB,-8.85048647864367e+000°)
5.00000000000001e+003	(2.64829559216315e+001dB,-1.14220934062925e+001°)
6.29462705897085e+003	(2.64054257663669e+001dB,-1.45591200471493e+001°)
7.92446596230558e+003	(2.62850602625080e+001dB,-1.83887132910064e+001°)
9.97631157484441e+003	(2.61003389710399e+001dB,-2.30405246629341e+001°)
1.25594321575479e+004	(2.58215605775968e+001dB,-2.86289972727033e+001°)
1.58113883008419e+004	(2.54106525764140e+001dB,-3.52250382858506e+001°)
1.99053585276749e+004	(2.48238640939318e+001dB,-4.28219101943853e+001°)
2.50593616813637e+004	(2.40183803995079e+001dB,-5.13113389035943e+001°)
3.15478672240097e+004	(2.29613687383439e+001dB,-6.04929130283542e+001°)
3.97164117362142e+004	(2.16365800002414e+001dB,-7.01264982231116e+001°)
5.00000000000001e+004	(2.00434447027248e+001dB,-8.00033530737631e+001°)
6.29462705897085e+004	(1.81886930086443e+001dB,-8.99895413465660e+001°)
7.92446596230558e+004	(1.60763847961526e+001dB,-1.00013340859275e+002°)
9.97631157484442e+004	(1.37032220697227e+001dB,-1.10009066150183e+002°)
1.25594321575479e+005	(1.10621986582858e+001dB,-1.19857997378097e+002°)
1.58113883008419e+005	(8.15220364320190e+000dB,-1.29368895756908e+002°)
1.99053585276749e+005	(4.98698648270203e+000dB,-1.38315438094357e+002°)
2.50593616813637e+005	(1.59712644272026e+000dB,-1.46507096739813e+002°)
3.15478672240097e+005	(-1.97589954233325e+000dB,-1.53847046247654e+002°)
3.97164117362142e+005	(-5.68889648050746e+000dB,-1.60348358952324e+002°)
5.00000000000000e+005	(-9.50422661675568e+000dB,-1.66114580568857e+002°)
Step Information: Run=17  (Run: 17/100)
5.00000000000000e+000	(-2.21178304656395e+000dB,-1.54029148383351e+002°)
6.29462705897084e+000	(2.98092556317014e+000dB,-1.65877896956799e+002°)
7.92446596230557e+000	(7.81404730773029e+000dB,1.79732799076486e+002°)
9.97631157484440e+000	(1.21659239848592e+001dB,1.63066564011847e+002°)
1.25594321575479e+001	(1.59241564379216e+001dB,1.44713226706440e+002°)
1.58113883008419e+001	(1.90151716532997e+001dB,1.25567110982829e+002°)
1.99053585276749e+001	(2.14285833717856e+001dB,1.06667272134426e+002°)
2.50593616813636e+001	(2.32205591990881e+001dB,8.89579176468401e+001°)
3.15478672240097e+001	(2.44936538456656e+001dB,7.30958920486895e+001°)
3.97164117362141e+001	(2.53664891777457e+001dB,5.93905692710794e+001°)
5.00000000000000e+001	(2.59491185192084e+001dB,4.78611491004881e+001°)
6.29462705897084e+001	(2.63307023488107e+001dB,3.83419822102027e+001°)
7.92446596230557e+001	(2.65773811371987e+001dB,3.05791638287058e+001°)
9.97631157484440e+001	(2.67354677729612e+001dB,2.42963839924333e+001°)
1.25594321575479e+002	(2.68361956101901e+001dB,1.92313237829895e+001°)
1.58113883008419e+002	(2.69001219323168e+001dB,1.51516588419645e+001°)
1.99053585276749e+002	(2.69405645947641e+001dB,1.18592725642999e+001°)
2.50593616813636e+002	(2.69660595048324e+001dB,9.18855427504363e+000°)
3.15478672240097e+002	(2.69820320723424e+001dB,7.00219376785799e+000°)
3.97164117362141e+002	(2.69918989254917e+001dB,5.18624108498321e+000°)
5.00000000000000e+002	(2.69977774648136e+001dB,3.64524853893816e+000°)
6.29462705897084e+002	(2.70009317381008e+001dB,2.29780557847101e+000°)
7.92446596230557e+002	(2.70020409045332e+001dB,1.07252529637670e+000°)
9.97631157484441e+002	(2.70013442963445e+001dB,-9.55745997841382e-002°)
1.25594321575479e+003	(2.69986930036695e+001dB,-1.26839958223956e+000°)
1.58113883008419e+003	(2.69935190473305e+001dB,-2.50792687106710e+000°)
1.99053585276749e+003	(2.69847166657200e+001dB,-3.87927018090691e+000°)
2.50593616813636e+003	(2.69704135588250e+001dB,-5.45371048967936e+000°)
3.15478672240097e+003	(2.69475914730854e+001dB,-7.31164877703461e+000°)
3.97164117362141e+003	(2.69114956746887e+001dB,-9.54525451634517e+000°)
5.00000000000001e+003	(2.68547572619128e+001dB,-1.22602474588748e+001°)
6.29462705897085e+003	(2.67661587055191e+001dB,-1.55756760202433e+001°)
7.92446596230558e+003	(2.66290433430585e+001dB,-1.96197032596715e+001°)
9.97631157484441e+003	(2.64195801406101e+001dB,-2.45184903169944e+001°)
1.25594321575479e+004	(2.61055324343770e+001dB,-3.03751842487138e+001°)
1.58113883008419e+004	(2.56467987240900e+001dB,-3.72388482089603e+001°)
1.99053585276749e+004	(2.49993020989162e+001dB,-4.50712871570785e+001°)
2.50593616813637e+004	(2.41227171440489e+001dB,-5.37311574453240e+001°)
3.15478672240097e+004	(2.29894440686888e+001dB,-6.29972350350424e+001°)
3.97164117362142e+004	(2.15893357722425e+001dB,-7.26315002827015e+001°)
5.00000000000001e+004	(1.99261587412965e+001dB,-8.24478032659740e+001°)
6.29462705897085e+004	(1.80077886521651e+001dB,-9.23407420598710e+001°)
7.92446596230558e+004	(1.58368848791750e+001dB,-1.02257662395513e+002°)
9.97631157484442e+004	(1.34081314893040e+001dB,-1.12135872741054e+002°)
1.25594321575479e+005	(1.07137411807125e+001dB,-1.21847846169711e+002°)
1.58113883008419e+005	(7.75376640319175e+000dB,-1.31192770395143e+002°)
1.99053585276749e+005	(4.54429810715737e+000dB,-1.39943928254587e+002°)
2.50593616813637e+005	(1.11792771502778e+000dB,-1.47921619253206e+002°)
3.15478672240097e+005	(-2.48320895896902e+000dB,-1.55045415337435e+002°)
3.97164117362142e+005	(-6.21661697609047e+000dB,-1.61343156815560e+002°)
5.00000000000000e+005	(-1.00461109048431e+001dB,-1.66927687240066e+002°)
Step Information: Run=18  (Run: 18/100)
5.00000000000000e+000	(-4.54761217504383e+000dB,-1.50381332967232e+002°)
6.29462705897084e+000	(7.55268737977998e-001dB,-1.61089108207243e+002°)
7.92446596230557e+000	(5.74685497130968e+000dB,-1.74383077763380e+002°)
9.97631157484440e+000	(1.03081125647217e+001dB,1.69889948889254e+002°)
1.25594321575479e+001	(1.43194998764756e+001dB,1.52184339117688e+002°)
1.58113883008419e+001	(1.76879460761106e+001dB,1.33282622773313e+002°)
1.99053585276749e+001	(2.03753217308673e+001dB,1.14191557398507e+002°)
2.50593616813636e+001	(2.24116468903913e+001dB,9.59226630778510e+001°)
3.15478672240097e+001	(2.38837173562576e+001dB,7.92661568031803e+001°)
3.97164117362141e+001	(2.49069112505602e+001dB,6.46730244322463e+001°)
5.00000000000000e+001	(2.55968574059640e+001dB,5.22708951115427e+001°)
6.29462705897084e+001	(2.60519497737190e+001dB,4.19578696350374e+001°)
7.92446596230557e+001	(2.63475683690549e+001dB,3.35070414502017e+001°)
9.97631157484440e+001	(2.65376218213867e+001dB,2.66456768555031e+001°)
1.25594321575479e+002	(2.66589679374494e+001dB,2.11028004736034e+001°)
1.58113883008419e+002	(2.67360809776771e+001dB,1.66324391224092e+001°)
1.99053585276749e+002	(2.67849059728373e+001dB,1.30218149205193e+001°)
2.50593616813636e+002	(2.68156991364305e+001dB,1.00915262351426e+001°)
3.15478672240097e+002	(2.68349936174346e+001dB,7.69204742327172e+000°)
3.97164117362141e+002	(2.68469086848924e+001dB,5.69889489679873e+000°)
5.00000000000000e+002	(2.68539981078947e+001dB,4.00759986744773e+000°)
6.29462705897084e+002	(2.68577850640111e+001dB,2.52896480329066e+000°)
7.92446596230557e+002	(2.68590845147991e+001dB,1.18474169988741e+000°)
9.97631157484441e+002	(2.68581768903222e+001dB,-9.62905795961104e-002°)
1.25594321575479e+003	(2.68548685668119e+001dB,-1.38193935267393e+000°)
1.58113883008419e+003	(2.68484521398435e+001dB,-2.74000589805773e+000°)
1.99053585276749e+003	(2.68375597668183e+001dB,-4.24157074835974e+000°)
2.50593616813636e+003	(2.68198832832548e+001dB,-5.96417627546061e+000°)
3.15478672240097e+003	(2.67917141437039e+001dB,-7.99479644241353e+000°)
3.97164117362141e+003	(2.67472365907771e+001dB,-1.04322363807701e+001°)
5.00000000000001e+003	(2.66774989826948e+001dB,-1.33881635760757e+001°)
6.29462705897085e+003	(2.65690185133854e+001dB,-1.69852622054144e+001°)
7.92446596230558e+003	(2.64021016493892e+001dB,-2.13500646096837e+001°)
9.97631157484441e+003	(2.61492755138546e+001dB,-2.65973255456008e+001°)
1.25594321575479e+004	(2.57747764411782e+001dB,-3.28038114516968e+001°)
1.58113883008419e+004	(2.52366161128138e+001dB,-3.99745936885716e+001°)
1.99053585276749e+004	(2.44925355847383e+001dB,-4.80155108042168e+001°)
2.50593616813637e+004	(2.35090590496238e+001dB,-5.67348746084269e+001°)
3.15478672240097e+004	(2.22693513721994e+001dB,-6.58897438507056e+001°)
3.97164117362142e+004	(2.07742836638630e+001dB,-7.52608049877269e+001°)
5.00000000000001e+004	(1.90351029917617e+001dB,-8.47115027450740e+001°)
6.29462705897085e+004	(1.70622210461082e+001dB,-9.41950439550250e+001°)
7.92446596230558e+004	(1.48569072824707e+001dB,-1.03708770924442e+002°)
9.97631157484442e+004	(1.24103061815503e+001dB,-1.13224773845911e+002°)
1.25594321575479e+005	(9.71025450525688e+000dB,-1.22635535362718e+002°)
1.58113883008419e+005	(6.75236355521762e+000dB,-1.31747468994084e+002°)
1.99053585276749e+005	(3.54881842713509e+000dB,-1.40330399771057e+002°)
2.50593616813637e+005	(1.29343504144322e-001dB,-1.48193868393520e+002°)
3.15478672240097e+005	(-3.46557288962945e+000dB,-1.55243971950540e+002°)
3.97164117362142e+005	(-7.19407719983551e+000dB,-1.61496262528786e+002°)
5.00000000000000e+005	(-1.10200179824529e+001dB,-1.67054360735113e+002°)
Step Information: Run=19  (Run: 19/100)
5.00000000000000e+000	(-3.60178335955940e+000dB,-1.49634408771034e+002°)
6.29462705897084e+000	(1.70058347799258e+000dB,-1.60641590221657e+002°)
7.92446596230557e+000	(6.68506507051109e+000dB,-1.74193710918836e+002°)
9.97631157484440e+000	(1.12332257424196e+001dB,1.69863758175792e+002°)
1.25594321575479e+001	(1.52264738269366e+001dB,1.51990165409597e+002°)
1.58113883008419e+001	(1.85734867516586e+001dB,1.32973358533911e+002°)
1.99053585276749e+001	(2.12385955404886e+001dB,1.13820795704552e+002°)
2.50593616813636e+001	(2.32543031356120e+001dB,9.55370843430355e+001°)
3.15478672240097e+001	(2.47091081944030e+001dB,7.88994947995854e+001°)
3.97164117362141e+001	(2.57189866045462e+001dB,6.43446535140114e+001°)
5.00000000000000e+001	(2.63992916819517e+001dB,5.19884078308492e+001°)
6.29462705897084e+001	(2.68477152846895e+001dB,4.17211445321496e+001°)
7.92446596230557e+001	(2.71388648993145e+001dB,3.33118543458126e+001°)
9.97631157484440e+001	(2.73259865591846e+001dB,2.64861594171720e+001°)
1.25594321575479e+002	(2.74454360197280e+001dB,2.09728379978387e+001°)
1.58113883008419e+002	(2.75213331059438e+001dB,1.65263408510099e+001°)
1.99053585276749e+002	(2.75693830342736e+001dB,1.29345595033575e+001°)
2.50593616813636e+002	(2.75996839375670e+001dB,1.00187860583538e+001°)
3.15478672240097e+002	(2.76186664314269e+001dB,7.63010993232598e+000°)
3.97164117362141e+002	(2.76303839367061e+001dB,5.64454275753918e+000°)
5.00000000000000e+002	(2.76373481762463e+001dB,3.95797919808802e+000°)
6.29462705897084e+002	(2.76410555439523e+001dB,2.48145311916150e+000°)
7.92446596230557e+002	(2.76423039129970e+001dB,1.13681811674049e+000°)
9.97631157484441e+002	(2.76413627140064e+001dB,-1.47175000860328e-001°)
1.25594321575479e+003	(2.76380310626008e+001dB,-1.43849577247688e+000°)
1.58113883008419e+003	(2.76315964532774e+001dB,-2.80525273722874e+000°)
1.99053585276749e+003	(2.76206869419536e+001dB,-4.31899761460875e+000°)
2.50593616813636e+003	(2.76029902198933e+001dB,-6.05793696540086e+000°)
3.15478672240097e+003	(2.75747922702061e+001dB,-8.10994447302904e+000°)
3.97164117362141e+003	(2.75302684104864e+001dB,-1.05750215357414e+001°)
5.00000000000001e+003	(2.74604504541527e+001dB,-1.35664153686621e+001°)
6.29462705897085e+003	(2.73518227332659e+001dB,-1.72088956249035e+001°)
7.92446596230558e+003	(2.71846243322807e+001dB,-2.16317509307568e+001°)
9.97631157484441e+003	(2.69312438587604e+001dB,-2.69533622344894e+001°)
1.25594321575479e+004	(2.65556401237047e+001dB,-3.32551682224415e+001°)
1.58113883008419e+004	(2.60152979543274e+001dB,-4.05479620204360e+001°)
1.99053585276749e+004	(2.52670345936968e+001dB,-4.87439355081417e+001°)
2.50593616813637e+004	(2.42759038583952e+001dB,-5.76573098363906e+001°)
3.15478672240097e+004	(2.30229555319436e+001dB,-6.70488144002193e+001°)
3.97164117362142e+004	(2.15062981899374e+001dB,-7.66980853586808e+001°)
5.00000000000001e+004	(1.97339300031824e+001dB,-8.64594971168057e+001°)
6.29462705897085e+004	(1.77130408642777e+001dB,-9.62651997435075e+001°)
7.92446596230558e+004	(1.54428338212059e+001dB,-1.06076776895857e+002°)
9.97631157484442e+004	(1.29152325780596e+001dB,-1.15818936809843e+002°)
1.25594321575479e+005	(1.01230540105577e+001dB,-1.25338233584955e+002°)
1.58113883008419e+005	(7.07059458356790e+000dB,-1.34416326776751e+002°)
1.99053585276749e+005	(3.77956808058694e+000dB,-1.42832405294839e+002°)
2.50593616813637e+005	(2.86592255471653e-001dB,-1.50434300877555e+002°)
3.15478672240097e+005	(-3.36525133182758e+000dB,-1.57176635477146e+002°)
3.97164117362142e+005	(-7.13512301122957e+000dB,-1.63116254248240e+002°)
5.00000000000000e+005	(-1.09897398004955e+001dB,-1.68383293097507e+002°)
Step Information: Run=20  (Run: 20/100)
5.00000000000000e+000	(-4.75196298487443e+000dB,-1.50367497964495e+002°)
6.29462705897084e+000	(5.54648276445230e-001dB,-1.60684670958851e+002°)
7.92446596230557e+000	(5.56068501387364e+000dB,-1.73569435831304e+002°)
9.97631157484440e+000	(1.01510157306606e+001dB,1.71127141710864e+002°)
1.25594321575479e+001	(1.42102684751847e+001dB,1.53831633340818e+002°)
1.58113883008419e+001	(1.76466879019178e+001dB,1.35273423936697e+002°)
1.99053585276749e+001	(2.04175945633613e+001dB,1.16399276774164e+002°)
2.50593616813636e+001	(2.25429301085977e+001dB,9.81861068539103e+001°)
3.15478672240097e+001	(2.40982079001851e+001dB,8.14341341607749e+001°)
3.97164117362141e+001	(2.51910315480271e+001dB,6.66391349834344e+001°)
5.00000000000000e+001	(2.59344010412002e+001dB,5.39828405218696e+001°)
6.29462705897084e+001	(2.64279445833316e+001dB,4.34071513569929e+001°)
7.92446596230557e+001	(2.67500251801720e+001dB,3.47123428263990e+001°)
9.97631157484440e+001	(2.69577466898148e+001dB,2.76386677829925e+001°)
1.25594321575479e+002	(2.70906585600639e+001dB,2.19189341543935e+001°)
1.58113883008419e+002	(2.71752509200442e+001dB,1.73060591713610e+001°)
1.99053585276749e+002	(2.72288826927643e+001dB,1.35840962185403e+001°)
2.50593616813636e+002	(2.72627653829404e+001dB,1.05700150496401e+001°)
3.15478672240097e+002	(2.72840656374687e+001dB,8.11100746197798e+000°)
3.97164117362141e+002	(2.72973222129754e+001dB,6.08001731307426e+000°)
5.00000000000000e+002	(2.73053730171674e+001dB,4.37085775215624e+000°)
6.29462705897084e+002	(2.73099465029637e+001dB,2.89351872883433e+000°)
7.92446596230557e+002	(2.73120263385980e+001dB,1.56986938696358e+000°)
9.97631157484441e+002	(2.73120605438367e+001dB,3.29765118437027e-001°)
1.25594321575479e+003	(2.73100573661418e+001dB,-8.92517556028464e-001°)
